"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10"
10006005929,"01",1,1,"26",1,2,6,1,1
10006005929,"02",2,2,"21",1,2,2,5,1
10006005929,"03",3,1,"02",NA,NA,NA,NA,NA
10011009720,"01",1,1,"27",1,2,4,1,1
10011009720,"02",2,2,"17",1,2,2,5,1
10005004618,"01",1,1,"38",1,2,4,1,1
10005004618,"02",2,2,"31",1,2,6,5,1
10005004618,"03",3,1,"03",NA,NA,NA,NA,NA
10006005920,"01",1,1,"43",1,2,2,1,1
10006005920,"02",2,2,"45",1,2,2,5,1
10006005920,"03",3,1,"05",NA,NA,NA,NA,NA
10007007226,"01",1,1,"75",2,NA,NA,3,2
10007007226,"02",3,2,"40",1,2,4,5,3
10009008518,"01",1,1,"58",1,2,1,1,1
10009008518,"02",2,2,"58",1,2,1,5,1
10011009714,"01",1,1,"36",1,2,2,1,1
10011009714,"02",3,1,"11",1,1,1,4,4
10011009714,"03",3,2,"11",1,1,1,4,4
10005004626,"01",1,2,"65",2,NA,NA,3,2
10005004626,"02",3,2,"34",1,2,4,1,3
10005004626,"03",5,2,"10",1,1,1,4,4
10009008517,"01",1,1,"52",1,2,6,1,1
10009008517,"02",2,2,"45",1,2,1,5,1
10009008517,"03",3,1,"19",1,1,6,4,4
10009008517,"04",3,2,"11",1,1,1,4,4
10009008521,"01",1,1,"47",1,2,1,1,1
10009008521,"02",2,2,"41",1,2,1,1,1
10009008521,"03",3,2,"23",1,2,1,5,4
10009008521,"04",3,1,"13",1,1,2,4,4
10003003218,"01",1,1,"36",1,2,2,1,1
10003003218,"02",2,2,"31",1,2,1,5,1
10003003218,"03",3,1,"08",1,1,1,NA,NA
10003003219,"01",1,1,"36",1,2,2,1,1
10003003219,"02",2,2,"28",1,2,2,5,1
10003003219,"03",3,2,"05",NA,NA,NA,NA,NA
10003003219,"04",3,1,"02",NA,NA,NA,NA,NA
10003003229,"01",1,1,"56",1,2,1,1,1
10003003229,"02",2,2,"48",1,2,1,5,1
10003003229,"03",3,1,"15",1,1,2,4,4
10001002413,"01",1,1,"65",1,2,1,1,1
10001002413,"02",2,2,"62",1,2,1,5,1
10001002413,"03",3,2,"29",1,2,6,5,4
10001001916,"01",1,1,"43",1,2,4,1,1
10001001916,"02",2,2,"36",1,2,4,5,1
10001001916,"03",3,1,"16",1,1,3,4,4
10001001916,"04",3,2,"02",NA,NA,NA,NA,NA
10001001914,"01",1,2,"63",2,NA,NA,2,2
10001001914,"02",3,2,"35",1,2,1,5,2
10001001914,"03",5,1,"15",1,2,1,6,4
10006005924,"01",1,1,"50",1,2,2,1,1
10006005924,"02",2,2,"45",1,2,2,5,1
10006005924,"03",3,1,"29",1,1,6,1,4
10006005924,"04",3,1,"28",1,2,4,1,4
10011009726,"01",1,1,"44",1,2,1,2,1
10011009726,"02",2,2,"41",1,2,1,5,1
10011009726,"03",3,1,"21",1,2,4,2,4
10011009726,"04",3,1,"14",1,1,2,4,4
10011009718,"01",1,1,"80",1,2,9,1,1
10011009718,"02",2,2,"67",2,NA,NA,5,1
10011009718,"03",3,2,"30",1,2,2,5,4
10006005917,"01",1,1,"36",1,2,5,1,1
10006005917,"02",2,2,"34",1,2,4,5,1
10006005917,"03",3,2,"10",1,1,1,4,4
10006005918,"01",1,1,"40",1,2,6,2,4
10006005918,"02",7,2,"24",1,2,6,1,4
10005004629,"01",1,1,"46",1,2,2,1,1
10005004629,"02",2,2,"42",1,2,2,5,1
10005004629,"03",3,1,"22",1,1,5,1,4
10005004629,"04",3,1,"12",1,1,1,4,4
10001001923,"01",1,1,"70",1,2,9,3,1
10001001923,"02",2,2,"65",1,2,9,5,1
10001001929,"01",1,1,"33",1,2,6,1,1
