"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06"
20011394626,"022111",1,NA,"00600","0000002500","0001500000"
20011394623,"022111",1,NA,"00600","0000002000","0001200000"
20011394614,"022111",1,NA,"01200","0000002250","0002700000"
20009393026,"022113",1,NA,"00600","0000002500","0001500000"
20003387026,"022113",1,NA,"00600","0000002500","0001500000"
20003387014,"022111",1,NA,"00300","0000001750","0000525000"
20006390620,"022113",1,NA,"00600","0000007000","0004200000"
20006389424,"022113",1,NA,"00300","0000005000","0001500000"
20007391829,"022111",1,NA,"00600","0000003000","0001800000"
20007391821,"022111",1,NA,"00600","0000003750","0002250000"
20011394613,"022111",1,NA,"01200","0000002000","0002400000"
20011394613,"023111",1,NA,NA,NA,"0004000000"
20009393029,"022113",1,NA,"01200","0000001750","0002100000"
20009393029,"023111",1,NA,NA,NA,"0006000000"
20001385423,"022113",7,NA,"00600","0000003750","0002250000"
20001385429,"022111",1,NA,"00100","0000002000","0000200000"
20010394223,"022111",1,NA,"00600","0000002000","0001200000"
20010394229,"022111",1,NA,"00120","0000002000","0000240000"
20001385420,"022113",1,NA,"00200","0000004000","0000800000"
20013397013,"022111",1,NA,"00600","0000002500","0001500000"
20007391415,"022111",1,NA,"00600","0000002500","0001500000"
20007391419,"022111",1,NA,"00600","0000001500","0000900000"
20004387829,"022111",1,NA,"00300","0000002000","0000600000"
20004387823,"022111",1,NA,"00300","0000002250","0000675000"
20004387820,"022111",1,NA,"00120","0000003500","0000420000"
20011395420,"022111",1,NA,"00600","0000002000","0001200000"
20007392620,"022113",1,NA,"00250","0000002000","0000500000"
20007392629,"022111",1,NA,"01200","0000002000","0002400000"
20001384226,"022111",1,NA,"00130","0000003800","0000494000"
20013397823,"022113",1,NA,"00600","0000002000","0001200000"
20013397814,"022113",1,NA,"00120","0000004500","0000540000"
20006390229,"022113",1,NA,"00600","0000002000","0001200000"
20004387817,"022111",1,NA,"00300","0000002250","0000675000"
20013397819,"022113",1,NA,"00300","0000004000","0001200000"
20013397815,"022113",1,NA,"00600","0000002250","0001350000"
20006389817,"022111",1,NA,"00600","0000002500","0001500000"
20006389821,"022111",1,NA,"00600","0000002000","0001200000"
20006389826,"022111",1,NA,"00040","0000002000","0000080000"
20007391015,"022111",1,NA,"00600","0000002250","0001350000"
20010393814,"022111",1,NA,"00600","0000003500","0002100000"
20012396220,"022111",1,NA,"00240","0000003000","0000720000"
20002386229,"022111",1,NA,"00300","0000002000","0000600000"
