"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10","DYCOL11","DYCOL12","DYCOL13","DYCOL14","DYCOL15"
20011394629,"01",1,"9314","41000",3,8,1,"0003200000","0072000000","0003200000","0072000000","0","0","3200000","72000000"
20011394623,"01",1,"9211","01500",3,8,7,"0012000000","0080000000","0012000000","0080000000","0","0","12000000","80000000"
20011394623,"03",1,"9211","01500",3,8,2,"0016000000","0100000000","0016000000","0100000000","0","0","16000000","100000000"
20012395826,"03",1,"9211","01500",3,8,3,"0010000000","0090000000","0010000000","0090000000","0","0","10000000","90000000"
20006389426,"01",1,"4419","27320",3,8,6,"0066000000","0804000000","0059320000","0711840000","0","0012000000","59320000","723840000"
20006389421,"01",1,"5153","21000",3,8,6,"0036000000","0466000000","0033720000","0404640000","0","0034000000","33720000","438640000"
20002385814,"01",1,"9314","41000",3,10,2,"0005000000","0080000000","0005000000","0080000000","0","0","5000000","80000000"
20002385823,"01",1,"9211","01500",3,5,7,"0015000000","0060000000","0015000000","0060000000","0","0","15000000","60000000"
20002385823,"03",1,"9211","01500",3,9,5,"0010000000","0080000000","0010000000","0080000000","0","0","10000000","80000000"
20002385826,"01",1,"9211","01500",3,10,5,"0007000000","0120000000","0007000000","0120000000","0","0","7000000","120000000"
20013397023,"01",1,"9321","13920",3,8,6,"0027000000","0350000000","0025740000","0308880000","0","0026000000","25740000","334880000"
20013397029,"01",1,"8322","84110",3,8,6,"0028000000","0366000000","0026693334","0320320008","0","0030000000","26693334","350320008"
20006390626,"01",1,"1115","84110",3,8,7,"0010000000","0120000000","0009953334","0119440008","0","0","9953334","119440008"
20006390626,"03",1,"2310","85300",3,5,5,"0020000000","0240000000","0019906667","0238880004","0","0","19906667","238880004"
20006389416,"01",1,"5153","28210",3,8,6,"0024000000","0303000000","0022880000","0274560000","0","0015000000","22880000","289560000"
20006389424,"01",1,"8322","32500",3,8,6,"0025000000","0332000000","0023833334","0286000008","0","0032000000","23833334","318000008"
20012395822,"01",2,"7111","41000",3,NA,NA,"0","0150000000","0","0150000000","0","0","0","150000000"
20012395823,"01",1,"9314","41000",3,8,1,"0005000000","0090000000","0005000000","0090000000","0","0","5000000","90000000"
20012395817,"01",1,"9211","01500",3,8,1,"0007000000","0030000000","0007000000","0030000000","0","0","7000000","30000000"
20012395817,"01",2,"9314","41000",3,NA,NA,"0","0100000000","0","0100000000","0","0","0","100000000"
20007391823,"01",1,"9211","01500",3,8,5,"0005000000","0060000000","0005000000","0060000000","0","0","5000000","60000000"
20007391821,"01",2,"9211","01500",3,NA,NA,"0","0120000000","0","0120000000","0","0","0","120000000"
20011394613,"01",1,"9211","01500",3,8,3,"0019500000","0130000000","0019500000","0130000000","0","0","19500000","130000000"
20006389429,"01",1,"1214","27320",3,8,6,"0055000000","0672000000","0049933334","0599200008","0","0012000000","49933334","611200008"
20006389429,"03",1,"5224","47212",3,4,6,"0010000000","0100000000","0010000000","0100000000","0","0","10000000","100000000"
20004388214,"01",1,"9211","01500",3,8,2,"0005000000","0050000000","0005000000","0050000000","0","0","5000000","50000000"
20003387029,"01",1,"9314","41000",3,9,6,"0025000000","0300000000","0025000000","0300000000","0","0","25000000","300000000"
20009393021,"01",2,"9211","01500",3,NA,NA,"0","0015000000","0","0015000000","0","0","0","15000000"
20009393021,"02",2,"9211","01500",3,NA,NA,"0","0010000000","0","0010000000","0","0","0","10000000"
20006389413,"01",1,"7412","27100",3,8,6,"0026000000","0337000000","0024786667","0297440004","0","0025000000","24786667","322440004"
20006389413,"03",1,"3343","85102",3,5,5,"0005000000","0045000000","0005000000","0045000000","0","0","5000000","45000000"
20013397020,"03",1,"9211","01500",3,10,3,"0003000000","0020000000","0003000000","0020000000","0","0","3000000","20000000"
20004387820,"01",2,"5245","47300",3,NA,NA,"0003000000","0025000000","0003000000","0025000000","0","0","3000000","25000000"
20004387826,"03",1,"5224","47212",3,11,7,"0015000000","0147000000","0015000000","0147000000","0","0","15000000","147000000"
20011395420,"01",1,"9314","41000",3,8,1,"0024000000","0130000000","0024000000","0130000000","0","0","24000000","130000000"
20007392620,"01",1,"7119","35200",3,8,6,"0031000000","0380000000","0028600000","0343200000","0","0020000000","28600000","363200000"
20001384223,"01",1,"9321","22200",3,10,6,"0025000000","0300000000","0023340000","0280080000","0","0008000000","23340000","288080000"
20001384226,"01",1,"9314","41000",3,9,6,"0017000000","0204000000","0017000000","0204000000","0","0","17000000","204000000"
20013397823,"01",1,"9314","41000",3,8,3,"0018000000","0150000000","0018000000","0150000000","0","0","18000000","150000000"
20013397814,"01",1,"9314","41000",3,8,2,"0","0075000000","0","0075000000","0","0","0","75000000"
20007392626,"01",2,"8322","86100",1,NA,NA,"0028000000","0346000000","0025480000","0305760000","0","0010000000","25480000","315760000"
20007392626,"03",2,"9314","41000",3,NA,NA,"0","0036000000","0","0036000000","0","0","0","36000000"
