"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08"
20011394629,"01",NA,NA,NA,"0010320000",NA,NA
20011394629,"02",NA,NA,"0000900000",NA,NA,NA
20011394626,"01",NA,NA,NA,"0011410000",NA,NA
20011394626,"02",NA,NA,"0001090000",NA,NA,NA
20011394623,"01",NA,NA,NA,"0012950000",NA,NA
20011394623,"02",NA,NA,"0000650000",NA,NA,NA
20011394623,"03",NA,NA,"0000650000",NA,NA,NA
20011394614,"01",NA,NA,NA,"0010000000",NA,NA
20012395829,"01",NA,"0150000000","0006300000","0010000000",NA,NA
20009393019,"01",NA,NA,"0001000000","0010000000","0030000000",NA
20012395826,"01",NA,NA,"0011380000","0010000000",NA,NA
20009393026,"01","0210000000",NA,NA,"0010000000",NA,NA
20007391817,"01",NA,NA,NA,"0032000000","0006000000","0005000000"
20006390620,"01","0600000000","0120000000","0001600000",NA,NA,NA
20006390614,"01",NA,NA,NA,"0010000000",NA,NA
20006390621,"01",NA,NA,"0005250000","0010000000",NA,NA
20011394620,"01",NA,NA,"0008380000","0136000000",NA,NA
20011394620,"02",NA,NA,"0001300000",NA,NA,NA
20011394620,"03",NA,NA,"0000995000",NA,NA,NA
20011394620,"04",NA,NA,"0001100000",NA,NA,NA
20006389426,"01",NA,NA,NA,"0010000000",NA,NA
20006389421,"01",NA,NA,"0001800000","0018600000",NA,NA
20009393015,"01","0312000000",NA,NA,"0015250000",NA,NA
20002385813,"01",NA,NA,NA,"0010000000",NA,"0080000000"
20006390617,"01",NA,NA,"0004800000","0010000000",NA,NA
20003387016,"01","0030000000",NA,NA,"0010030000",NA,"0024000000"
20003387029,"01",NA,NA,NA,"0013000000",NA,NA
20003387022,"01",NA,NA,NA,"0012000000",NA,"0010000000"
20003387026,"01",NA,NA,NA,"0010000000",NA,NA
20009393021,"01",NA,NA,"0004100000","0015250000",NA,NA
20003387014,"01","0026000000",NA,NA,"0010000000",NA,NA
20003387019,"01","0039000000",NA,"0009800000","0010000000",NA,NA
20002385814,"01",NA,NA,NA,"0010000000",NA,NA
20002385819,"01",NA,NA,NA,"0010000000",NA,NA
20002385823,"01",NA,NA,NA,"0010000000",NA,NA
20002385826,"01",NA,NA,NA,"0010000000",NA,NA
20013397023,"01",NA,NA,"0008600000","0010000000",NA,NA
20009393017,"01","0312000000",NA,"0002700000","0016900000","0035000000",NA
20006390626,"01",NA,NA,NA,"0010000000",NA,NA
20006390629,"01","0287000000",NA,"0005350000","0010000000",NA,NA
20010393414,"01",NA,NA,"0006300000","0024000000",NA,"0060000000"
20010393414,"02",NA,NA,"0000900000",NA,NA,NA
20010393429,"01","0282000000",NA,"0006300000","0010000000",NA,NA
20006389413,"01",NA,NA,NA,"0020250000","0002000000",NA
20006389416,"01",NA,NA,NA,"0018600000",NA,NA
20006389424,"01",NA,NA,NA,"0018600000",NA,NA
20006389429,"01",NA,NA,NA,"0018600000",NA,NA
20010393419,"01","0336000000",NA,NA,"0010000000",NA,NA
20010393423,"01","0270000000",NA,"0000450000","0010000000",NA,NA
20010393423,"02",NA,NA,"0000450000",NA,NA,NA
20010393423,"03",NA,NA,"0000450000",NA,NA,NA
20010393426,"01","0150000000",NA,"0006300000","0010000000",NA,NA
20010393426,"02",NA,NA,"0000500000","0009000000",NA,NA
20002385829,"01",NA,NA,"0007750000","0010000000",NA,NA
20010393415,"01",NA,NA,"0011240000","0010000000",NA,NA
20010393415,"02",NA,NA,"0000920000",NA,NA,NA
20010393415,"03",NA,NA,"0000920000",NA,NA,NA
20004388220,"01",NA,NA,NA,"0015250000",NA,NA
20004388229,"01","0046000000","0070000000","0001600000","0015250000",NA,NA
20004388217,"01",NA,NA,NA,"0015250000",NA,"0030000000"
20004388226,"01",NA,"0012000000",NA,"0027500000",NA,"0060000000"
20007391829,"01",NA,NA,NA,"0010000000",NA,"0080000000"
20012395822,"01",NA,NA,"0001240000","0010000000",NA,NA
20012395822,"02",NA,NA,"0000920000",NA,NA,NA
20012395823,"01",NA,NA,"0009120000","0010000000",NA,NA
20012395817,"01",NA,NA,"0011240000","0010000000",NA,NA
20012395817,"02",NA,NA,"0000920000",NA,NA,NA
20012395817,"03",NA,NA,"0000920000",NA,NA,NA
20012395816,"01",NA,NA,"0008000000","0032400000",NA,"0010000000"
20012395816,"02",NA,NA,"0001700000",NA,NA,NA
20007391823,"01",NA,NA,"0001600000","0010000000",NA,NA
20007391821,"01",NA,NA,"0002000000","0010000000",NA,NA
20011394613,"01",NA,NA,"0010800000",NA,NA,NA
20013397026,"01",NA,NA,"0004000000","0010000000",NA,NA
20009393029,"01",NA,NA,NA,"0018600000",NA,NA
20004388223,"01","0400000000",NA,"0002000000","0010000000",NA,NA
20013397016,"01",NA,NA,"0006900000","0010000000",NA,NA
20004388214,"01",NA,NA,NA,"0010000000",NA,NA
20013397013,"01",NA,NA,"0002400000","0010000000",NA,NA
20007391814,"01",NA,NA,"0005050000","0018600000",NA,NA
20007391814,"02",NA,NA,"0018000000","0002050000",NA,NA
20007391826,"01",NA,NA,"0007300000","0042000000",NA,NA
20007391826,"02",NA,NA,"0001000000",NA,NA,NA
20001384229,"01","0346000000",NA,NA,"0013600000",NA,NA
20001384620,"01",NA,NA,NA,"0016800000",NA,NA
20001384626,"01",NA,NA,NA,"0013600000",NA,"0050000000"
20001385423,"01","0192000000",NA,NA,"0016900000",NA,NA
20001385426,"01","0168000000",NA,"0005250000",NA,NA,"0030000000"
20001385429,"01",NA,NA,"0008650000",NA,NA,NA
20005389022,"01",NA,NA,"0000600000",NA,NA,"0040000000"
20005389013,"01",NA,NA,"0002500000",NA,NA,"0160000000"
20001385420,"01",NA,NA,"0000870000",NA,NA,NA
20001385414,"01","0216000000",NA,NA,NA,NA,NA
20005389029,"01",NA,NA,"0006900000",NA,NA,NA
20001384613,"01",NA,NA,NA,"0003600000",NA,NA
20001384616,"01",NA,NA,NA,"0016800000",NA,NA
20010394220,"01",NA,NA,"0008500000",NA,NA,NA
20010394223,"01",NA,NA,"0010250000",NA,NA,NA
20010394229,"01",NA,NA,"0010250000",NA,NA,NA
20010394226,"01",NA,NA,NA,"0025000000",NA,NA
20010394217,"01",NA,NA,"0010250000",NA,NA,NA
20007391419,"01",NA,NA,NA,"0002060000",NA,NA
20006390218,"01",NA,"0010000000",NA,NA,NA,"0100000000"
20006390226,"01",NA,NA,NA,"0006900000",NA,NA
20007391426,"01",NA,"0144000000",NA,"0004140000",NA,NA
20004387829,"01",NA,NA,"0005250000","0040000000",NA,NA
20004387813,"01",NA,NA,"0005250000",NA,NA,NA
20004387823,"01",NA,NA,"0005250000",NA,NA,"0048000000"
20006390220,"01",NA,NA,NA,"0010250000",NA,NA
20011395423,"01",NA,NA,"0010200000",NA,NA,NA
20011395423,"02",NA,NA,"0001400000",NA,NA,NA
20011395426,"01",NA,NA,"0007800000","0024000000",NA,"0006000000"
20011395415,"01",NA,"0400000000","0000500000",NA,NA,NA
20005389026,"01",NA,NA,NA,NA,NA,"0040000000"
20010394216,"01","0036000000",NA,"0009300000",NA,NA,"0050000000"
20010394216,"02",NA,NA,"0000700000",NA,NA,NA
20006390229,"01",NA,NA,NA,"0006900000",NA,NA
20001384629,"01",NA,NA,NA,"0015200000",NA,NA
20007391420,"01","0250000000",NA,NA,"0001100000",NA,NA
20006390213,"01","0072000000","0250000000",NA,NA,NA,"0100000000"
20004387817,"01","0372000000",NA,"0000800000",NA,NA,NA
20004387817,"02",NA,NA,"0000800000",NA,NA,NA
20007391429,"01",NA,NA,"0000900000","0002060000",NA,NA
20005389023,"01",NA,NA,NA,NA,NA,"0120000000"
20011395414,"01",NA,"0200000000",NA,NA,NA,"0050000000"
20011395429,"01",NA,NA,"0005250000",NA,NA,"0020000000"
20004387820,"02",NA,NA,NA,"0018000000",NA,"0010000000"
20004387826,"01",NA,NA,NA,NA,NA,"0025000000"
20011395420,"01",NA,NA,"0008600000",NA,NA,NA
20011395420,"02",NA,NA,"0000400000",NA,NA,NA
20007392620,"01",NA,NA,NA,"0102500000",NA,NA
20007392629,"01",NA,NA,"0000960000",NA,NA,NA
20007392629,"02",NA,NA,"0000960000",NA,NA,NA
20007392629,"03",NA,NA,"0000960000",NA,NA,NA
20007392629,"04",NA,NA,"0000960000",NA,NA,NA
20001384223,"01",NA,NA,NA,"0006800000",NA,NA
20001384214,"01",NA,NA,NA,"0013400000",NA,"0020000000"
20001384215,"01",NA,NA,NA,"0006800000",NA,NA
20001384226,"01",NA,NA,NA,"0005400000",NA,NA
20013397823,"01",NA,NA,"0001600000","0005150000",NA,NA
20013397829,"01",NA,NA,NA,"0048000000",NA,NA
20013397814,"01",NA,NA,NA,"0016200000",NA,NA
20001384622,"01",NA,"0200000000",NA,"0013000000",NA,NA
20007392626,"01",NA,NA,"0000720000",NA,NA,NA
20007392626,"02",NA,NA,"0000600000",NA,NA,NA
20007392626,"03",NA,NA,"0000600000",NA,NA,NA
20007392615,"01","0030000000",NA,"0006140000",NA,NA,NA
20007392623,"01",NA,NA,NA,"0010250000",NA,NA
20007392623,"03",NA,NA,"0000950000",NA,NA,NA
20013397826,"01",NA,NA,NA,"0025000000",NA,NA
20001384220,"01",NA,NA,NA,"0005400000",NA,NA
20007392617,"01",NA,NA,"0001030000",NA,NA,NA
20013397815,"01",NA,NA,NA,"0006900000",NA,NA
20003386629,"01",NA,NA,"0004000000","0015000000",NA,"0030000000"
20003386621,"01",NA,"0042000000",NA,"0005150000",NA,NA
20003386626,"01","0178000000",NA,"0002000000",NA,NA,NA
20003386618,"01","0263000000",NA,NA,NA,NA,NA
20003386617,"01",NA,NA,NA,NA,NA,"0006000000"
20012396616,"01",NA,NA,"0003500000","0013000000",NA,"0015000000"
20012396629,"01",NA,NA,"0004800000",NA,NA,NA
20012396624,"01",NA,NA,"0001380000",NA,NA,NA
20006389817,"01",NA,NA,NA,"0008000000",NA,NA
20006389821,"01",NA,NA,NA,"0041000000",NA,NA
20006389814,"01",NA,NA,NA,"0061780000",NA,NA
20006389829,"01","0214000000",NA,NA,NA,NA,NA
20012396626,"01",NA,NA,"0013100000",NA,NA,NA
20012396621,"01",NA,NA,"0001080000",NA,NA,NA
20006389826,"01",NA,NA,"0003680000","0018600000",NA,NA
20007392214,"01",NA,NA,"0009950000","0010000000",NA,NA
20007392214,"04",NA,NA,"0003850000","0034000000",NA,NA
20007391017,"01",NA,NA,"0010850000","0010000000",NA,NA
20007391017,"02",NA,NA,"0000700000",NA,NA,NA
20007391015,"01",NA,NA,"0013320000","0010000000",NA,NA
20007391015,"02",NA,NA,"0001000000",NA,NA,NA
20007391015,"03",NA,NA,"0001000000",NA,NA,NA
20010393814,"01",NA,NA,"0007350000","0010000000",NA,NA
20010393821,"01",NA,NA,"0010220000","0010000000",NA,NA
20010393813,"01",NA,NA,"0015240000","0010000000",NA,NA
20010393813,"02",NA,NA,"0000960000",NA,NA,NA
20007391026,"01",NA,NA,"0001400000","0020320000",NA,NA
20005388618,"01",NA,NA,"0002000000","0010320000",NA,NA
20006389822,"01",NA,NA,NA,"0010000000",NA,NA
20005388629,"01",NA,NA,NA,"0020320000",NA,NA
20007392226,"01","0030000000",NA,"0024000000","0016300000",NA,"0030000000"
20011395020,"01",NA,NA,"0011000000","0010000000",NA,"0010000000"
20011395020,"02",NA,NA,"0001800000",NA,NA,NA
20011395020,"03",NA,NA,"0001800000",NA,NA,NA
20011395013,"01",NA,NA,"0188000000","0010000000",NA,NA
20011395026,"01",NA,NA,"0010800000","0010000000",NA,NA
20011395026,"02",NA,NA,"0000800000",NA,NA,NA
20011395026,"03",NA,NA,"0000800000",NA,NA,NA
20011395023,"01",NA,NA,"0012840000","0010000000",NA,NA
20011395023,"02",NA,NA,"0000800000",NA,NA,NA
20011395023,"03",NA,NA,"0000800000",NA,NA,NA
20010393829,"01","0240000000",NA,"0003800000",NA,NA,NA
20004387420,"01","0031200000",NA,NA,"0010000000",NA,NA
20004387426,"01",NA,NA,NA,"0010000000",NA,NA
20004387419,"01",NA,NA,NA,"0028000000",NA,NA
20011395016,"01",NA,"0400000000","0011000000","0010000000",NA,NA
20007391029,"01",NA,NA,NA,"0010000000",NA,NA
20007391029,"03",NA,NA,"0001600000","0007200000",NA,NA
20010393826,"01","0238000000",NA,"0014000000","0010000000",NA,NA
20010393823,"01",NA,NA,NA,"0010000000",NA,NA
20002386229,"01","0384000000",NA,"0008150000","0010000000","0030000000",NA
20002386229,"02",NA,NA,"0000800000",NA,NA,NA
20002386226,"01","0300000000",NA,"0060000000",NA,NA,NA
20001385029,"01",NA,NA,NA,"0018500000",NA,"0060000000"
20002386223,"01",NA,NA,"0002170000","0010000000",NA,NA
20002386223,"02",NA,NA,"0000720000",NA,NA,NA
20013397429,"01",NA,"0024000000",NA,"0016600000",NA,"0060000000"
20012396229,"01",NA,NA,NA,"0015150000",NA,"0100000000"
20002386218,"01","0204000000",NA,"0008110000","0010000000",NA,NA
20002386218,"02",NA,NA,"0000760000",NA,NA,NA
20001385016,"01",NA,NA,NA,"0016500000",NA,NA
20001385023,"01",NA,NA,NA,"0018500000",NA,NA
20001385026,"01",NA,NA,NA,"0015400000",NA,NA
20001385018,"01",NA,"0300000000",NA,"0016500000",NA,NA
20001385020,"01","0180000000",NA,NA,"0022500000",NA,NA
20013397414,"01",NA,NA,"0001500000","0027520000",NA,NA
20013397421,"01",NA,NA,"0001400000","0020320000",NA,NA
20005388620,"01",NA,NA,"0000430000","0010000000",NA,NA
20005388621,"01","0196000000",NA,"0001300000","0020320000",NA,NA
20005388626,"01",NA,NA,"0002700000",NA,NA,NA
20002386220,"01","0276000000",NA,"0010150000","0010000000",NA,NA
20013397426,"01",NA,NA,"0001500000","0010000000",NA,NA
20013397423,"01",NA,NA,NA,"0031000000",NA,"0230000000"
20005388614,"01",NA,NA,"0002800000",NA,NA,NA
20013397413,"01",NA,NA,NA,"0020320000",NA,NA
20004387429,"01",NA,NA,NA,"0043600000",NA,"0012000000"
20007391020,"01","0490000000",NA,NA,"0010000000",NA,NA
20007392222,"01",NA,NA,NA,"0001030000",NA,"0030000000"
20007392223,"01",NA,NA,NA,"0010000000",NA,NA
20007392229,"01",NA,NA,"0001500000","0018280000",NA,NA
20007392217,"01",NA,NA,"0015250000","0010000000",NA,NA
20007392217,"02",NA,NA,"0000900000",NA,NA,NA
20007392217,"03",NA,NA,"0000900000",NA,NA,NA
20007392217,"04",NA,NA,"0000900000",NA,NA,NA
20012396220,"01",NA,NA,"0001800000","0018600000",NA,NA
20004387414,"01",NA,NA,NA,"0020000000",NA,NA
20002386216,"01","0204000000",NA,"0012250000","0010000000",NA,NA
20012396214,"01",NA,NA,"0000850000","0020250000",NA,NA
20012396217,"01",NA,NA,"0003600000","0016900000",NA,"0003000000"
20012396226,"01",NA,NA,"0001800000","0018600000",NA,NA
20011395029,"01",NA,NA,"0012250000","0010000000",NA,NA
20007391023,"01","0242000000","0084000000","0003150000","0010000000",NA,NA
20001385418,"01",NA,NA,NA,NA,NA,"0070000000"
20004387417,"01",NA,NA,NA,"0017200000",NA,"0040000000"
20104399617,"01",NA,NA,"0002000000","0008600000",NA,NA
20104399617,"02",NA,NA,"0002400000",NA,NA,NA
20104399617,"03",NA,NA,NA,NA,NA,"0007000000"
20104399617,"04",NA,NA,NA,NA,NA,"0012000000"
20111403617,"01",NA,NA,NA,"0013750000",NA,NA
20107401516,"01",NA,NA,"0001000000","0044980000",NA,NA
20107401516,"02",NA,NA,"0001000000",NA,NA,NA
20107401523,"01",NA,NA,NA,"0046180000",NA,"0005000000"
20107401523,"02",NA,NA,NA,NA,"0025000000",NA
20101398323,"01",NA,NA,NA,"0008600000",NA,NA
20101398323,"03",NA,NA,NA,NA,NA,"0002000000"
20101398323,"04",NA,NA,NA,NA,NA,"0002000000"
20107401517,"01",NA,"0040000000","0001000000","0050320000",NA,NA
20107401517,"02",NA,NA,"0001000000","0022800000",NA,NA
20112404214,"01",NA,NA,NA,"0018280000",NA,NA
20112404214,"03",NA,NA,NA,NA,NA,"0004000000"
20112404214,"04",NA,NA,NA,"0031600000",NA,NA
20102398813,"01",NA,NA,NA,"0318180000",NA,NA
20106401014,"01",NA,NA,"0001680000","0026150000",NA,NA
20102398820,"01",NA,NA,NA,"0049780000",NA,"0025000000"
20112404221,"01",NA,"0020000000","0001000000","0031300000",NA,NA
20112404229,"01",NA,NA,"0001000000","0020320000",NA,NA
20112404229,"02",NA,NA,"0001000000",NA,NA,NA
20112404229,"03",NA,NA,NA,NA,NA,"0001500000"
20112404229,"04",NA,NA,NA,NA,NA,"0001000000"
20101398326,"01",NA,NA,"0000920000",NA,NA,NA
20101398326,"03",NA,NA,NA,NA,NA,"0003500000"
20101398326,"04",NA,NA,NA,NA,NA,"0004000000"
20112404213,"01",NA,NA,NA,"0020320000",NA,NA
20112404213,"04",NA,NA,NA,NA,NA,"0003000000"
20101398329,"01",NA,NA,NA,"0024950000",NA,NA
20107401526,"01",NA,"0036000000","0001970000","0231300000",NA,NA
20107401520,"01",NA,NA,NA,"0018280000",NA,NA
20107401520,"03",NA,NA,NA,NA,NA,"0005000000"
20112404226,"01",NA,NA,NA,"0032580000",NA,NA
20112404226,"03",NA,NA,NA,"0024900000",NA,NA
20102398826,"01",NA,NA,"0001000000","0008280000",NA,NA
20102398826,"02",NA,NA,"0001000000",NA,NA,NA
