"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06"
10003003218,"022113",1,NA,"00150","0000004000","0000600000"
10011009726,"022111",1,NA,"00300","0000002000","0000600000"
10006005917,"022113",1,NA,"00300","0000003000","0000900000"
10006005918,"022111",1,NA,"00600","0000002000","0001200000"
10010009322,"022111",1,NA,"00600","0000002250","0001350000"
10007007219,"022111",1,NA,"00600","0000002500","0001500000"
10009008122,"022111",1,NA,"00060","0000003000","0000180000"
10009008118,"022111",1,NA,"00060","0000002800","0000168000"
10013010615,"022113",1,NA,"00300","0000002250","0000675000"
10004004217,"022111",1,NA,"00200","0000004000","0000800000"
10004004229,"022111",1,NA,"00060","0000001500","0000090000"
10013010623,"022113",1,NA,"01200","0000001250","0001500000"
10001000229,"022111",1,NA,"00150","0000004000","0000600000"
10006006816,"022113",1,NA,"00600","0000002500","0001500000"
10006005529,"022111",1,NA,"00240","0000001750","0000420000"
10012010126,"022113",1,NA,"00600","0000002250","0001350000"
10007007729,"022113",1,NA,"00020","0000004000","0000080000"
10012010114,"022111",1,NA,"00300","0000002500","0000750000"
10005005119,"022113",1,NA,"00300","0000003000","0000900000"
10007007724,"022111",1,NA,"00600","0000002500","0001500000"
10012010123,"022111",1,NA,"00120","0000003500","0000420000"
10012010129,"022113",1,NA,"00600","0000002500","0001500000"
10005005118,"022113",7,NA,"00600","0000003000","0001800000"
10010008929,"022115",1,NA,NA,NA,"0000200000"
10007007217,"022111",1,NA,"00300","0000002000","0000600000"
10006005924,"022115",1,NA,NA,NA,"0000040000"
10010008915,"022111",1,NA,"00300","0000002000","0000600000"
10012010120,"022111",1,NA,"00600","0000006000","0003600000"
10012010115,"022111",1,NA,"00300","0000002250","0000675000"
10007007718,"022111",1,NA,"00060","0000005000","0000300000"
10010008926,"022111",1,NA,"00600","0000002000","0001200000"
10101011218,"022111",1,NA,"00100","0000002500","0000250000"
10105016416,"022111",1,NA,"00600","0000002250","0001350000"
10109021217,"022111",1,NA,"00080","0000005000","0000400000"
10101011629,"022111",1,NA,"00200","0000003000","0000600000"
10109021229,"022111",1,NA,"00800","0000002500","0002000000"
10104014029,"022111",1,NA,"00120","0000002500","0000300000"
10106018420,"022111",1,NA,"00090","0000003500","0000315000"
10110022022,"022111",1,NA,"00400","0000003500","0001400000"
10111022417,"022111",1,NA,"00100","0000004000","0000400000"
10111022423,"022115",1,NA,NA,NA,"0000200000"
10111022426,"022111",1,NA,"00600","0000002500","0001500000"
10111022429,"022111",1,NA,"00100","0000003000","0000300000"
10104014814,"022113",1,NA,"00600","0000006000","0003600000"
10105017219,"022111",1,NA,"00120","0000003500","0000420000"
10105017613,"022111",1,NA,"00600","0000003500","0002100000"
10113024014,"022111",1,NA,"00600","0000002500","0001500000"
10113024029,"022111",1,NA,"00240","0000002500","0000600000"
10113024421,"022111",1,NA,"00200","0000002750","0000550000"
10116026026,"022111",1,NA,"00100","0000004000","0000400000"
10106018415,"022111",1,NA,"00400","0000002500","0001000000"
10101011617,"022111",1,NA,"00300","0000002500","0000750000"
10108020023,"022111",1,NA,"00240","0000003500","0000840000"
