"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10"
2000057162,"01",1,1,"42","1","2","106",1,1
2000057162,"02",2,2,"40","1","2","106",5,1
2000057162,"03",3,1,"19","1","1","322",1,4
2000057162,"04",3,1,"14","1","1","311",1,4
2000057162,"05",3,1,"00",NA,NA,NA,NA,NA
2000133057,"01",1,1,"39","2",NA,NA,1,1
2000133057,"02",2,2,"39","1","2","106",5,1
2000133057,"03",3,1,"15","1","1","311",4,4
2000133057,"04",3,1,"13","1","1","213",4,4
2000133057,"05",3,2,"09","1","1","103",NA,NA
2000133059,"01",1,1,"74","2",NA,NA,1,1
2000133059,"02",2,2,"64","2",NA,NA,5,1
2000133059,"03",3,1,"22","1","2","322",1,1
2000001159,"01",1,1,"70","2",NA,NA,1,1
2000001159,"02",2,2,"69","2",NA,NA,5,1
2000001159,"03",3,2,"32","1","2","104",5,4
2000001148,"01",1,1,"58","1","2","106",1,1
2000001148,"02",2,2,"52","1","2","103",5,1
2000001148,"03",3,2,"12","1","1","214",4,1
2000001148,"04",3,2,"10","1","1","104",4,4
2000049067,"01",1,1,"74","1","2","901",3,1
2000145007,"01",1,1,"37","1","2","313",1,1
2000145007,"02",2,2,"23","1","2","106",5,1
2000145007,"03",3,1,"06","1","1","002",NA,NA
2000145011,"01",1,1,"54","2",NA,NA,1,1
2000145011,"02",2,2,"48","2",NA,NA,5,1
2000145011,"03",3,1,"22","1","2","214",2,4
2000145011,"04",3,1,"21","1","2","214",2,4
2000145015,"01",1,1,"60","1","2","901",1,1
2000145015,"02",2,2,"58","2",NA,NA,5,1
2000145015,"03",3,2,"35","2",NA,NA,5,4
2000145015,"04",3,2,"20","1","2","214",5,4
2000145015,"05",3,1,"16","1","1","311",1,4
2000145018,"01",1,1,"62","2",NA,NA,6,1
2000145020,"01",1,1,"43","1","2","106",1,1
2000145020,"02",2,2,"38","1","2","106",5,1
2000145020,"03",3,1,"19","1","1","521",4,4
2000145020,"04",3,1,"11","1","1","105",4,4
2000157154,"01",1,1,"39","1","2","106",1,1
2000157154,"02",2,2,"37","2",NA,NA,5,1
2000157154,"03",3,1,"02",NA,NA,NA,NA,NA
2000157162,"01",1,1,"35","1","2","106",1,1
2000013221,"01",1,1,"75","1","2","901",1,1
2000013221,"02",2,2,"70","2",NA,NA,5,1
2000013221,"03",3,1,"26","1","2","511",1,4
2000013228,"01",1,2,"81","2",NA,NA,3,2
2000013233,"01",1,1,"59","1","2","901",1,1
2000013233,"02",2,2,"59","2",NA,NA,5,1
2000013233,"03",3,1,"26","1","2","313",1,4
2000013233,"04",3,2,"23","1","1","511",4,4
2000013233,"05",3,2,"21","1","2","313",5,4
2000013233,"06",3,2,"13","1","1","214",4,4
2000013233,"07",3,1,"29","1","2","214",1,1
2000097157,"01",1,1,"66","1","2","901",1,1
2000097157,"02",2,2,"40","1","2","106",5,1
2000097157,"03",3,2,"31","2",NA,NA,6,4
2000097161,"01",1,1,"40","1","2","214",1,1
2000109206,"01",1,1,"43","2",NA,NA,1,1
2000109206,"02",2,2,"40","1","2","107",5,1
2000109206,"03",3,1,"13","1","1","105",4,4
2000109209,"01",1,1,"42","1","2","104",1,1
2000109209,"02",2,2,"32","1","2","106",5,1
2000109209,"03",3,2,"13","1","1","213",4,4
2000109209,"04",3,1,"08","1","1","102",NA,NA
2000109209,"05",3,2,"02",NA,NA,NA,NA,NA
2000109212,"01",1,1,"28","1","2","106",1,1
2000109212,"02",2,2,"18","1","2","106",5,1
2000109212,"03",3,2,"03",NA,NA,NA,NA,NA
2000109216,"01",1,1,"33","2",NA,NA,1,1
2000109216,"02",2,2,"33","1","2","107",5,1
2000109216,"03",3,2,"14","1","2","214",5,4
2000109216,"04",3,1,"03",NA,NA,NA,NA,NA
2000109203,"01",1,1,"35","1","2","106",1,1
2000109203,"02",2,2,"32","1","2","106",5,1
2000109203,"03",3,2,"07","1","1","101",NA,NA
2000109203,"04",3,2,"02",NA,NA,NA,NA,NA
2000037065,"01",1,1,"77","1","2","901",1,2
2000037065,"02",3,1,"27","1","1","521",1,4
2000037065,"03",3,1,"25","1","1","513",4,4
2000037065,"04",3,2,"40","1","1","513",1,4
2000037061,"01",1,1,"48","1","2","106",1,1
2000037061,"02",2,2,"43","1","2","106",5,1
2000037061,"03",3,1,"23","1","2","214",2,4
2000037061,"04",3,2,"19","1","2","214",5,4
2000037061,"05",3,1,"11","1","1","211",4,4
2000097157,"04",3,1,"20","1","2","313",2,4
2000097157,"05",6,2,"85","2",NA,NA,6,2
2000097161,"02",2,2,"34","1","2","106",5,1
2000097161,"03",3,2,"14","1","1","213",4,4
2000097161,"04",3,1,"06","1","1","101",NA,NA
2000097164,"01",1,1,"58","2",NA,NA,1,1
2000097164,"02",2,2,"52","2",NA,NA,5,1
2000097166,"01",1,1,"44","2",NA,NA,1,1
2000097166,"02",2,2,"43","2",NA,NA,5,1
2000097166,"03",3,1,"17","1","2","214",1,4
2000097166,"04",3,2,"16","1","2","106",5,4
2000037070,"01",1,2,"23","1","2","106",3,1
2000037070,"02",3,2,"04",NA,NA,NA,NA,NA
2000121315,"01",1,1,"44","1","2","106",3,1
2000121315,"02",2,2,"38","1","2","106",5,1
2000121315,"03",3,2,"19","1","2","106",5,1
2000121315,"04",3,2,"14","1","1","213",4,4
2000037062,"01",1,2,"71","2",NA,NA,3,2
