"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06"
10002002808,"022111",1,NA,"00600","0000001500","0000900000"
10004004214,"022111",1,NA,"00600","0000000500","0000300000"
10004004217,"022111",1,NA,"00500","0000000900","0000450000"
10007007217,"022111",1,NA,"00600","0000002000","0001200000"
10007007205,"022111",1,NA,"00600","0000000750","0000450000"
10010009311,"022111",1,NA,"00600","0000002000","0001200000"
10010009305,"022111",1,NA,"00240","0000001000","0000240000"
10011009702,"022111",1,NA,"00600","0000002200","0001310000"
10011009708,"022111",1,NA,"00300","0000001250","0000375000"
10005004611,"022111",1,NA,"00413","0000003000","0001240000"
10005004602,"022111",1,NA,"00620","0000001000","0000620000"
10006005917,"022113",1,NA,"00350","0000002000","0000700000"
10004003802,"022111",1,NA,"00300","0000001000","0000300000"
10010008914,"022113",1,NA,"01200","0000001800","0002160000"
10012010114,"022111",1,NA,"00600","0000001000","0000600000"
10012010114,"023111",1,NA,NA,NA,"0000300000"
10005005117,"022111",1,NA,"00150","0000001000","0000150000"
10004003814,"022111",1,NA,"00840","0000001000","0000840000"
10004003814,"023111",1,NA,NA,NA,"0001000000"
10012010111,"022113",1,NA,"01000","0000000900","0000900000"
10009008114,"022113",1,NA,"00200","0000001500","0000300000"
10006006802,"022111",1,NA,"00200","0000002000","0000400000"
10006006805,"022113",1,NA,"00200","0000002500","0000500000"
10013010617,"022111",1,NA,"01200","0000001000","0001200000"
10013010614,"022113",1,NA,"00070","0000000900","0000063000"
10009008108,"022111",1,NA,"00160","0000001250","0000200000"
10009008111,"022111",1,NA,"00240","0000001250","0000300000"
10013010608,"022113",1,NA,"00500","0000000900","0000450000"
10013010602,"022111",1,NA,"00600","0000002000","0001200000"
10013010602,"023111",1,NA,NA,NA,"0001000000"
10006006311,"022113",1,NA,"00400","0000002500","0001000000"
10006006302,"022111",1,NA,"00400","0000002000","0000800000"
10006006314,"022113",1,NA,"00300","0000002000","0000600000"
10007007714,"022111",1,NA,"00020","0000001500","0000030000"
10003003214,"022113",1,NA,"01600","0000000900","0001440000"
10003003208,"022113",1,NA,"00330","0000000900","0000297000"
10001001102,"022111",1,NA,"00090","0000002000","0000180000"
10006005914,"022113",1,NA,"00400","0000002000","0000800000"
10012010117,"022113",1,NA,"01160","0000000900","0001044000"
10101010814,"022111",1,NA,"00060","0000001000","0000060000"
10106018008,"022113",1,NA,"00600","0000002250","0001350000"
10109020805,"022113",1,NA,"00620","0000002750","0001705000"
10103013608,"022111",1,NA,"00600","0000001250","0000750000"
10106018402,"022111",1,NA,"00100","0000001000","0000100000"
10105016817,"022111",1,NA,"00070","0000001500","0000105000"
10104014811,"022111",1,NA,"00300","0000001250","0000375000"
10105017205,"022111",1,NA,"00200","0000000750","0000150000"
10105017208,"022115",1,NA,NA,NA,"0000100000"
10111022408,"022111",1,NA,"00600","0000001500","0000900000"
10102012411,"022111",1,NA,"00120","0000001250","0000150000"
10104014808,"022111",1,NA,"00350","0000001250","0000437500"
10105017217,"022111",1,NA,"00600","0000001750","0001050000"
10108020011,"022111",1,NA,"00160","0000002000","0000320000"
10110021605,"022115",1,NA,NA,NA,"0000100000"
10110021611,"022111",1,NA,"00300","0000001250","0000375000"
10115025217,"022111",1,NA,"00160","0000001750","0000280000"
10115025214,"022111",1,NA,"00160","0000001750","0000280000"
