"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10","DYCOL11","DYCOL12","DYCOL13","DYCOL14","DYCOL15"
12205259005,"01",1,8322,"49210",5,2,"7",6,"0","00000003000000","00000001000000","00000007000000","0","111000000",1e+08
12202253014,"01",1,5224,"47410",4,2,"10",6,"00000120000000","00000360000000","0","00000138000000","00000020000000","998000000",3.6e+08
12202253005,"01",1,8322,"49220",5,2,"10",6,"0","00000036500000","0","0","0","432500000",3.96e+08
12210263802,"01",1,5224,"47211",5,2,"10",6,"0","00000600000000","00000032000000","00000003000000","0","932000000",2.97e+08
12204256605,"01",1,8322,"49220",5,2,"12",7,"0","00000135000000","0","00000003700000","0","318700000",1.8e+08
12204256608,"01",1,8322,"49220",5,2,"6",7,NA,"00000108000000",NA,"00000012000000",NA,"288000000",1.68e+08
12202253402,"03",1,7231,"45200",5,2,"10",7,"0","0","00000045000000","00000093000000","00000005000000","263000000",1.2e+08
12209263017,"01",1,8322,"49210",5,2,"10",6,"0","00000060000000","00000014000000","00000004500000","00000002400000","246900000",1.66e+08
12206259414,"04",1,8350,"03110",4,1,"7",7,"00000096000000","00000120000000","00000060000000","0","0","475000000",1.99e+08
12209263011,"03",1,5224,"47710",5,2,"10",6,"0","00000420000000","00000010000000","00000058000000","0","548000000",6e+07
12202251014,"01",1,5224,"47212",5,2,"6",7,"0","00000090000000","0","00000015000000","0","195000000",9e+07
12202251014,"01",2,8322,"49220",5,2,NA,NA,"0","00000010200000","00000010000000","00000007000000","0","135200000",1.08e+08
12202251014,"02",1,7537,"14100",5,2,"4",3,"0","00000012000000","0","0","0","36000000",2.4e+07
12203255811,"01",1,7537,"14100",5,2,"9",6,"0","00000120000000","00000005000000","00000084000000","00000007200000","356200000",1.4e+08
12203255817,"01",1,8322,"49210",5,2,"10",6,"0","00000072000000","0","00000004500000","00000009600000","226100000",1.4e+08
12211264614,"01",1,7231,"45400",5,2,"9",6,"0","0","0","00000012000000","0","108000000",9.6e+07
12211264611,"01",1,8331,"49220",5,2,"9",5,"0","00000120000000","00000040000000","00000020000000","0","432000000",2.52e+08
12202252211,"01",1,5211,"46410",5,2,"6",4,"0","00000012000000","0","0","0","48000000",3.6e+07
12202252214,"01",1,8322,"49210",5,2,"5",6,"0","00000022000000","0","00000007000000","0","44000000",1.5e+07
12202251017,"01",1,8322,"49220",5,2,"5",4,"0","00000014740000","00000062000000","0","0","136740000",6e+07
12202252202,"01",1,7131,"43300",4,2,"7",3,"00000120000000","0","00000009600000","0","0","369600000",2.4e+08
12205258217,"03",1,8322,"49220",5,2,"8",6,"0","00000120000000","00000030000000","00000005000000","0","275000000",1.2e+08
12206259808,"01",1,8322,"49210",5,2,"8",6,"0","00000035800000","00000003000000","00000010000000","0","80000000",31200000
12205258608,"01",2,7115,"16220",4,2,NA,NA,"00000100000000","00000500000000","00000005000000","00000005000000","0","730000000",1.2e+08
12204257005,"02",1,1345,"85102",4,2,"5",5,"00000630000000","00000176500000","0","00000264100000","0","1300000000",229400000
12205258608,"02",1,5143,"96020",4,2,"8",6,"0","00000001800000","0","00000002000000","0","60000000",56200000
