"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10"
100011016,"01",1,1,"47",1,2,517,1,1
100011016,"02",3,2,"21",1,1,511,4,4
100011017,"01",1,1,"51",1,2,512,1,1
100011017,"02",2,2,"51",1,2,106,5,1
100011017,"03",3,1,"20",1,1,512,4,4
100011018,"01",1,1,"52",1,2,106,2,1
100011018,"02",2,2,"48",2,NA,NA,5,1
100011018,"03",3,1,"28",1,2,214,2,4
100011019,"01",1,2,"52",2,NA,NA,5,1
100011019,"02",3,1,"23",1,2,106,1,4
100011019,"03",3,1,"21",1,2,106,2,4
100011019,"04",3,2,"24",1,2,106,5,4
100011019,"05",3,2,"28",1,2,324,5,4
100011019,"06",3,1,"12",1,1,211,4,4
100011020,"01",1,1,"67",2,NA,NA,3,1
100011020,"02",2,2,"55",1,2,901,5,1
100011020,"03",3,2,"27",1,2,324,5,2
100061091,"01",1,1,"72",2,NA,NA,1,2
100061091,"02",3,1,"30",1,2,106,2,4
100061091,"03",3,2,"33",1,2,214,5,3
100061091,"04",5,1,"07",1,1,101,NA,NA
100061091,"05",5,2,"03",NA,NA,NA,NA,NA
100061092,"01",1,1,"78",2,NA,NA,3,1
100061092,"02",2,2,"64",2,NA,NA,5,1
100061092,"03",3,1,"41",1,2,214,3,4
100061093,"01",1,2,"68",2,NA,NA,3,2
100061094,"01",1,1,"36",1,2,317,1,1
100061094,"02",2,2,"22",1,2,214,5,1
100061094,"03",3,1,"05",NA,NA,NA,NA,NA
100021061,"01",1,1,"41",1,2,214,3,2
100011046,"01",1,1,"48",1,2,106,1,1
100011046,"02",2,2,"42",1,2,106,5,1
100011046,"03",3,1,"27",1,2,522,1,4
100011046,"04",3,1,"16",1,2,214,1,4
100011049,"01",1,1,"25",1,2,106,2,1
100011049,"02",2,2,"19",1,2,214,5,1
100011049,"03",3,1,"00",NA,NA,NA,NA,NA
100011048,"01",1,2,"42",1,2,106,5,2
100011048,"02",3,2,"25",1,2,313,1,4
100011048,"03",3,2,"23",1,2,214,5,1
100011048,"04",3,1,"22",1,2,106,2,4
100011048,"05",3,2,"20",1,2,313,1,4
100011048,"06",3,2,"18",1,1,323,4,4
100011047,"01",1,1,"40",1,2,104,1,1
100011047,"02",2,2,"31",1,2,106,5,1
100011047,"03",3,1,"16",1,1,311,4,4
100011047,"04",3,1,"13",1,1,211,4,4
100011047,"05",3,2,"05",NA,NA,NA,NA,NA
100011050,"01",1,1,"36",1,2,106,1,1
100011050,"02",2,2,"34",1,2,106,5,1
100011031,"01",1,1,"27",1,2,214,2,1
100011031,"02",2,2,"21",1,2,214,5,1
100011031,"03",3,1,"02",NA,NA,NA,NA,NA
100011032,"01",1,1,"63",1,2,106,1,1
100011032,"02",2,2,"57",2,NA,NA,5,1
100011032,"03",3,1,"20",1,2,324,2,4
100011033,"01",1,1,"32",1,2,317,1,1
100011033,"02",2,2,"29",1,2,106,5,1
100011033,"03",3,2,"07",1,1,101,NA,NA
100011033,"04",3,1,"01",NA,NA,NA,NA,NA
100011034,"01",1,1,"33",1,2,106,1,1
100011034,"02",2,2,"26",1,2,313,5,1
100011034,"03",3,2,"05",NA,NA,NA,NA,NA
100011035,"01",1,2,"51",1,2,106,3,2
100011035,"02",3,1,"25",1,2,317,1,4
100011035,"03",3,1,"23",1,1,511,4,4
100021061,"02",3,1,"22",1,1,511,4,4
100021061,"03",3,1,"18",1,1,314,4,4
100021062,"01",1,2,"44",1,2,106,3,2
100021062,"02",3,1,"25",1,1,511,4,4
100021062,"03",3,1,"20",1,2,322,1,4
100021062,"04",3,2,"14",1,1,213,4,4
100021063,"01",1,1,"49",1,2,106,1,1
100021063,"02",2,2,"44",1,2,106,5,1
100021063,"03",3,1,"25",1,1,521,4,4
100021063,"04",3,2,"19",1,2,322,2,4
100021063,"05",3,2,"16",1,1,311,4,4
100021064,"01",1,1,"31",1,1,511,2,1
100021064,"02",2,2,"25",1,2,512,1,1
100061095,"01",1,2,"60",2,NA,NA,3,2
100061095,"02",3,1,"24",1,2,214,1,1
100011036,"01",1,1,"47",2,NA,NA,1,1
100011036,"02",2,2,"46",2,NA,NA,5,1
100011036,"03",3,2,"18",1,1,314,4,4
100011036,"04",3,1,"24",2,NA,NA,6,4
100011021,"01",1,1,"57",1,2,106,1,1
100011021,"02",2,2,"52",2,NA,NA,5,1
100011037,"01",1,1,"39",1,2,317,1,1
100011037,"02",2,2,"38",1,2,322,1,1
100011037,"03",3,2,"10",1,1,103,4,4
100011038,"01",1,1,"37",1,2,106,1,1
100011038,"02",2,2,"35",1,2,106,5,1
100011038,"03",3,1,"02",NA,NA,NA,NA,NA
100011038,"04",3,2,"10",1,1,104,4,4
100011022,"01",1,1,"76",2,NA,NA,3,1
100011040,"01",1,1,"42",1,2,106,1,1
100011040,"02",2,2,"40",1,2,106,5,1
100011040,"03",3,1,"18",1,2,322,1,4
100011040,"04",3,1,"16",1,1,213,4,4
100011040,"05",3,2,"10",1,1,103,4,4
100011039,"01",1,1,"79",2,NA,NA,3,1
100011039,"02",2,2,"77",2,NA,NA,5,1
100011022,"02",2,2,"66",2,NA,NA,5,1
100021065,"01",1,1,"52",1,2,106,1,1
100021065,"02",2,2,"45",2,NA,NA,5,1
100021065,"03",3,2,"28",1,2,214,5,3
100021065,"04",3,1,"23",1,1,521,4,1
100021065,"05",3,1,"19",1,1,511,4,4
100021065,"06",3,2,"17",1,1,312,4,4
100021065,"07",5,2,"08",1,1,102,NA,NA
100011022,"03",3,1,"25",1,2,322,1,4
100011023,"01",1,1,"36",2,NA,NA,1,1
100011023,"02",2,2,"32",2,NA,NA,5,1
100011023,"03",3,1,"15",1,1,311,4,4
100011023,"04",3,1,"14",1,1,213,4,4
100011023,"05",3,2,"08",1,1,102,NA,NA
100011023,"06",3,2,"04",NA,NA,NA,NA,NA
100011024,"01",1,1,"32",1,2,317,1,1
100011024,"02",2,2,"26",1,2,106,5,1
100011024,"03",3,2,"08",1,1,102,NA,NA
100011025,"01",1,1,"60",2,NA,NA,3,1
100011025,"02",2,2,"60",2,NA,NA,5,1
100011006,"01",1,1,"65",1,2,106,1,1
100011006,"02",2,2,"65",2,NA,NA,5,1
100011006,"03",3,1,"21",1,2,106,1,4
100011006,"04",3,1,"16",1,1,212,4,4
100011006,"05",3,1,"12",1,1,212,4,4
100011006,"06",3,2,"10",1,1,102,4,4
100011051,"01",1,1,"60",2,NA,NA,1,1
100011051,"02",2,2,"66",2,NA,NA,5,1
100011053,"01",1,1,"56",1,2,106,6,1
100011053,"02",2,2,"50",2,NA,NA,5,1
100011053,"03",3,1,"31",1,2,317,1,1
100011053,"04",4,2,"22",1,2,322,5,1
100011053,"05",3,1,"25",1,1,213,1,4
100011053,"06",3,2,"19",1,1,323,4,4
100011053,"07",3,2,"13",1,1,211,4,4
100011054,"01",1,1,"26",1,2,313,1,1
100011054,"02",2,2,"25",1,2,313,5,1
100011027,"01",1,1,"45",1,2,514,1,1
100011027,"02",2,2,"40",1,2,514,1,1
100011027,"03",3,2,"17",1,1,312,4,4
100011027,"04",3,2,"09",1,1,102,NA,NA
100011030,"01",1,1,"40",1,2,317,1,1
100011030,"02",2,2,"35",1,2,317,5,1
100011030,"03",3,2,"05",NA,NA,NA,NA,NA
100011030,"04",3,2,"13",1,1,212,4,4
100011026,"01",1,1,"50",1,2,322,1,1
100011026,"02",2,2,"46",1,2,324,5,1
100011026,"03",3,1,"22",1,1,511,4,4
100011055,"01",1,1,"24",1,2,522,1,1
100011055,"02",2,2,"20",1,1,521,4,1
100011052,"01",1,1,"41",1,2,106,1,1
100011052,"02",2,2,"31",1,2,106,5,1
100011052,"03",3,1,"16",1,1,312,4,4
100011052,"04",3,1,"12",1,1,211,4,4
100011007,"01",1,1,"38",1,2,214,1,1
100011007,"02",2,2,"36",1,2,106,5,1
100011007,"03",3,2,"18",1,1,314,4,4
100011007,"04",3,2,"17",1,1,311,4,4
100011007,"05",3,2,"14",1,1,313,4,4
100011010,"01",1,1,"41",1,2,106,1,1
100011010,"02",2,2,"39",1,2,317,5,1
100011010,"03",3,1,"19",1,1,321,4,4
100011010,"04",3,1,"15",1,1,311,4,4
100011010,"05",3,1,"12",1,1,212,4,4
100011010,"06",3,1,"09",1,1,103,NA,NA
100011009,"01",1,1,"65",2,NA,NA,5,2
100011009,"02",3,1,"35",1,2,312,2,4
100011009,"03",3,1,"32",1,2,106,1,4
100011009,"04",3,1,"25",1,1,312,2,4
100011009,"05",3,2,"28",1,2,514,1,4
100011008,"01",1,1,"49",1,2,214,6,1
100011008,"02",2,2,"40",1,2,106,5,1
100011008,"03",3,1,"23",1,2,214,1,4
100011008,"04",3,1,"22",1,2,324,2,4
100011008,"05",3,2,"19",1,2,324,2,4
100011008,"06",3,2,"11",1,1,105,4,4
100011011,"01",1,1,"65",1,2,106,3,1
100011011,"02",2,2,"58",1,2,106,5,1
100011015,"01",1,1,"64",2,NA,NA,1,1
100011015,"02",2,2,"60",2,NA,NA,5,1
100011015,"03",3,1,"23",1,1,512,4,4
100011014,"01",1,1,"49",2,NA,NA,3,1
100011014,"02",2,2,"44",2,NA,NA,5,1
100011014,"03",3,2,"21",1,2,214,5,4
100011014,"04",3,2,"12",1,1,211,4,4
100011013,"01",1,1,"32",1,2,214,1,1
100011013,"02",2,2,"30",1,2,214,5,1
100011013,"03",3,1,"08",1,1,102,NA,NA
100011013,"04",3,2,"04",NA,NA,NA,NA,NA
100011013,"05",3,1,"03",NA,NA,NA,NA,NA
100011041,"01",1,1,"56",1,2,322,3,1
100011041,"02",2,2,"50",1,2,317,3,1
100011029,"01",1,2,"74",2,NA,NA,3,2
100011029,"02",3,2,"45",1,1,521,1,4
100011041,"03",3,2,"23",1,2,512,2,4
