"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06"
100011060,"022111",1,NA,"00240","0000000250","0000060000"
100011009,"022111",1,NA,"00090","0000000250","0000022500"
100011015,"022111",1,NA,"00600","0000000250","0000150000"
100061088,"022111",1,NA,"00300","0000000137","0000041100"
100011028,"022113",1,NA,"00120","0000000450","0000054000"
100061090,"022111",1,NA,"00150","0000000125","0000018750"
100011057,"022113",1,NA,"00090","0000000225","0000020250"
100011001,"022112",1,NA,"00300","0000000350","0000105000"
100011049,"022111",1,NA,"00060","0000000250","0000015000"
100011048,"022113",1,NA,"00210","0000000225","0000047250"
100011047,"022111",1,NA,"00150","0000000250","0000037500"
100011031,"022113",1,NA,"00150","0000000225","0000033750"
100011032,"022112",1,NA,"00030","0000000350","0000010500"
100011033,"022113",1,NA,"00090","0000000250","0000022500"
100011018,"022111",1,NA,"00030","0000000250","0000007500"
100061092,"022112",1,NA,"00900","0000000138","0000124200"
100021062,"022113",1,NA,"00160","0000000375","0000060000"
100021063,"022111",1,NA,"00700","0000000150","0000105000"
100021064,"022113",1,NA,"00200","0000000165","0000033000"
100011036,"022111",1,NA,"00100","0000000150","0000015000"
100011021,"022111",1,NA,"00600","0000000175","0000105000"
100011038,"022111",1,NA,"00120","0000000250","0000030000"
100011040,"022112",1,NA,"00300","0000000350","0000105000"
100011030,"022113",1,NA,"00150","0000000225","0000033750"
100021065,"022113",1,NA,"00600","0000000250","0000150000"
100011041,"022112",1,NA,"00200","0000000350","0000070000"
100011004,"022113",1,NA,"00780","0000000450","0000351000"
100091109,"022111",1,NA,"00700","0000000150","0000105000"
100091107,"022112",7,NA,"00400","0000000130","0000052000"
100011005,"022111",1,NA,"00600","0000000200","0000120000"
100011007,"022111",1,NA,"00600","0000000250","0000150000"
100061097,"022112",1,NA,"00300","0000000150","0000045000"
100061099,"022111",1,NA,"00600","0000000200","0000120000"
100041066,"022111",1,NA,"00600","0000000150","0000090000"
100061085,"022112",1,NA,"00300","0000000250","0000075000"
100091115,"022113",1,NA,"00600","0000000250","0000150000"
100091114,"022113",1,NA,"00100","0000000250","0000025000"
100061105,"022111",1,NA,"00600","0000000125","0000075000"
100061102,"022112",1,NA,"01600","0000000200","0000320000"
100041074,"022111",1,NA,"00300","0000000110","0000033000"
100041075,"022113",1,NA,"00090","0000000250","0000022500"
100011056,"022111",1,NA,"00600","0000000250","0000150000"
100062095,"022113",1,NA,"00050","0000000200","0000010000"
100092106,"022113",1,NA,"00080","0000000275","0000022000"
100012050,"022113",1,NA,"00300","0000000225","0000067500"
100012054,"022112",1,NA,"00300","0000000350","0000105000"
100012008,"022111",1,NA,"00600","0000000250","0000150000"
100012046,"022112",1,NA,"00300","0000000350","0000105000"
100012007,"022111",1,NA,"01200","0000000250","0000300000"
100042067,"022113",1,NA,"00900","0000000115","0000103500"
100042067,"023111",1,NA,NA,NA,"0000300000"
100062099,"022111",1,NA,"00600","0000000100","0000060000"
100062082,"022113",1,NA,"01200","0000000125","0000150000"
100012015,"022112",1,NA,"00060","0000000350","0000021000"
100012012,"022113",1,NA,"00600","0000000225","0000135000"
100012045,"022113",1,NA,"00600","0000000225","0000135000"
100012056,"022112",1,NA,"00300","0000000200","0000060000"
100012059,"022111",1,NA,"00090","0000000145","0000013050"
100072103,"022111",1,NA,"00300","0000000120","0000036000"
100072102,"022111",1,NA,"00600","0000000250","0000150000"
100072105,"022111",1,NA,"00120","0000000125","0000015000"
100012060,"022111",1,NA,"00300","0000000135","0000040500"
100062094,"022111",1,NA,"00020","0000000170","0000003400"
100092109,"022111",1,NA,"00120","0000000125","0000015000"
100012036,"022112",1,NA,"00600","0000000350","0000210000"
100012040,"022113",1,NA,"00600","0000000450","0000270000"
100012037,"022112",1,NA,"00450","0000000350","0000157500"
100062084,"022111",1,NA,"01200","0000000125","0000150000"
100062080,"022111",1,NA,"00600","0000000150","0000090000"
100062089,"022112",1,NA,"00080","0000000170","0000013600"
100062088,"022111",1,NA,"00120","0000000250","0000030000"
100052071,"022111",1,NA,"00030","0000000150","0000004500"
100052072,"022111",1,NA,"00600","0000000175","0000105000"
100052074,"022111",1,NA,"00400","0000000150","0000060000"
100012016,"022111",1,NA,"00030","0000000250","0000007500"
100012027,"022113",1,NA,"00300","0000000225","0000067500"
100012001,"022112",1,NA,"00300","0000000250","0000075000"
100062092,"022112",1,NA,"00600","0000000300","0000180000"
100093107,"022111",1,NA,"00150","0000000150","0000022500"
100043069,"022113",1,NA,"00600","0000000300","0000180000"
100063097,"022113",1,NA,"00180","0000000500","0000075000"
100063099,"022112",1,NA,"00300","0000000200","0000060000"
100063082,"022113",1,NA,"00700","0000000250","0000175000"
100013051,"022112",1,NA,"00180","0000000350","0000063000"
100063081,"022113",1,NA,"00600","0000000350","0000210000"
100063085,"022112",1,NA,"00100","0000000175","0000017500"
100013008,"022113",1,NA,"00300","0000000900","0000270000"
100013035,"022112",1,NA,"00600","0000000350","0000210000"
