"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06"
"001113104","022111",1,NA,"00600","0000000325","0000195000"
"001093086","022112",1,NA,"00160","0000000125","0000020000"
"001093090","022112",1,NA,"00900","0000000300","0000270000"
"001053031","022113",1,NA,"00600","0000000150","0000090000"
"001033011","022113",1,NA,"00600","0000000250","0000150000"
"001033015","022113",1,NA,"00600","0000000350","0000210000"
"001053053","022112",1,NA,"00600","0000000200","0000120000"
"001083079","022113",1,NA,"00600","0000000400","0000240000"
"001093082","022111",1,NA,"00600","0000000100","0000060000"
"001053052","022113",1,NA,"00040","0000000500","0000020000"
"001053029","022112",1,NA,"00020","0000000125","0000002500"
"001053037","022112",1,NA,"00300","0000000225","0000067500"
"001103092","023111",1,NA,NA,NA,"0000050000"
"001043016","022113",1,NA,"00120","0000000500","0000060000"
"001053040","022111",1,NA,"00100","0000000150","0000015000"
"001073070","022111",1,NA,"00600","0000000100","0000060000"
"001083076","022113",1,NA,"00300","0000000250","0000075000"
"001093085","022113",1,NA,"00300","0000000500","0000150000"
"001053033","022113",1,NA,"00600","0000000200","0000120000"
"001013001","022113",1,NA,"00180","0000000600","0000108000"
"001103091","022113",1,NA,"00300","0000000300","0000090000"
"001053035","022112",1,NA,"00600","0000000200","0000120000"
"001023006","022113",1,NA,"00600","0000000300","0000180000"
"001053038","022111",1,NA,"00600","0000000150","0000090000"
"001053046","022112",1,NA,"00300","0000000175","0000052500"
"001123115","022113",1,NA,"00600","0000000250","0000150000"
"001153122","022111",1,NA,"00150","0000000100","0000015000"
"001163130","022113",1,NA,"00680","0000000150","0000102000"
"001113101","022111",1,NA,"00300","0000000150","0000045000"
"001053039","022113",1,NA,"00300","0000000200","0000060000"
"001053026","022112",1,NA,"00600","0000000150","0000090000"
"001053030","022111",1,NA,"00600","0000000100","0000060000"
"001083073","022113",1,NA,"00300","0000000400","0000120000"
"001093084","022111",1,NA,"00600","0000000150","0000090000"
"001113103","022112",1,NA,"00080","0000000200","0000016000"
"001133118","022111",1,NA,"00600","0000000150","0000090000"
"001083075","022112",1,NA,"00300","0000000300","0000090000"
"001093089","022112",1,NA,"00600","0000000350","0000210000"
"001163127","022113",1,NA,"00600","0000000350","0000210000"
"001124107","022111",1,NA,"00600","0000000100","0000060000"
"001084071","022111",1,NA,"00180","0000000200","0000036000"
"001124106","022111",1,NA,"00600","0000000100","0000060000"
"001044017","022113",1,NA,"01200","0000000150","0000180000"
"001124108","022111",1,NA,"00400","0000000100","0000040000"
"001084080","022112",1,NA,"01200","0000000100","0000120000"
"001054048","022113",1,NA,"00100","0000000550","0000055000"
"001054032","022112",1,NA,"00300","0000000250","0000075000"
"001124110","022111",1,NA,"01200","0000000100","0000120000"
"001084077","022113",1,NA,"00600","0000000500","0000300000"
"001054031","022113",1,NA,"00600","0000000200","0000120000"
"001124109","022111",1,NA,"00080","0000000100","0000008000"
"001054051","022112",1,NA,"00120","0000000250","0000030000"
"001164130","022112",1,NA,"00600","0000000225","0000135000"
"001074069","022112",1,NA,"01200","0000000175","0000210000"
"001054052","022112",1,NA,"00600","0000000225","0000135000"
"001054053","022112",1,NA,"00120","0000000200","0000024000"
"001084078","022112",1,NA,"00300","0000000150","0000045000"
"001114098","022112",1,NA,"00080","0000000125","0000010000"
"001054037","022113",1,NA,"00300","0000000300","0000090000"
"001044024","022113",1,NA,"00600","0000000125","0000075000"
"001124115","022112",1,NA,"00300","0000000200","0000060000"
"001044024","023111",1,NA,NA,NA,"0000040000"
"001054054","023111",1,NA,NA,NA,"0000080000"
"001054040","022113",1,NA,"00300","0000000100","0000030000"
"001124114","022112",1,NA,"00600","0000000200","0000120000"
"001024009","022112",1,NA,"00150","0000000125","0000018750"
"001054043","022113",1,NA,"00300","0000000200","0000060000"
"001054045","022113",1,NA,"00600","0000000325","0000195000"
"001114099","022112",1,NA,"00600","0000000225","0000135000"
"001114100","022111",1,NA,"01200","0000000075","0000090000"
"001094088","022111",1,NA,"00600","0000000100","0000060000"
"001094088","023111",1,NA,NA,NA,"0000080000"
"001034011","022113",1,NA,"00800","0000000325","0000260000"
"001034013","022113",1,NA,"00600","0000000450","0000270000"
"001064056","022111",1,NA,"00300","0000000075","0000022500"
"001064059","022111",7,NA,"01200","0000000100","0000120000"
"001064059","023111",1,NA,NA,NA,"0000150000"
"001144116","022113",1,NA,"01200","0000000300","0000360000"
"001074064","022111",1,NA,"00600","0000000100","0000060000"
"001054026","022113",1,NA,"00600","0000000175","0000105000"
"001054028","022113",1,NA,"00600","0000000200","0000120000"
"001074061","022112",1,NA,"00200","0000000175","0000035000"
"001144119","022113",1,NA,"00600","0000000600","0000360000"
"002041042","022113",1,NA,"00300","0000000250","0000075000"
"002041044","022113",1,NA,"00600","0000000250","0000150000"
"002071064","022112",1,NA,"00240","0000000200","0000048000"
"002181119","022111",1,NA,"00900","0000000075","0000067500"
"002041043","022111",1,NA,"00150","0000000175","0000026250"
"002071061","022112",1,NA,"00240","0000000200","0000048000"
"002071061","022113",1,NA,"00200","0000000250","0000050000"
"002071063","022111",1,NA,"00700","0000000200","0000140000"
"002181116","022113",1,NA,"00110","0000000250","0000027500"
"002191122","022115",1,NA,NA,NA,"0000004000"
"002191124","022115",1,NA,NA,NA,"0000004500"
"002151104","022113",1,NA,"00600","0000000425","0000255000"
"002071075","022111",1,NA,"00500","0000000200","0000100000"
"002071060","022112",1,NA,"00600","0000000140","0000084000"
"002191125","022115",1,NA,NA,NA,"0000004500"
"002071068","022112",1,NA,"00600","0000000250","0000150000"
"002071068","023111",1,NA,NA,NA,"0000350000"
"002071080","022112",1,NA,"00500","0000000250","0000125000"
"002071080","023111",1,NA,NA,NA,"0000250000"
"002071077","022112",1,NA,"00600","0000000250","0000150000"
"002071078","022111",1,NA,"00600","0000000090","0000054000"
"002141100","022113",1,NA,"00160","0000000375","0000060000"
"002011008","022115",1,NA,NA,NA,"0000012500"
"002181112","022113",1,NA,"00600","0000000300","0000180000"
"002141092","022112",1,NA,"01200","0000000250","0000300000"
"002101085","022113",1,NA,"00300","0000000350","0000105000"
"002021033","022111",1,NA,"00600","0000000200","0000120000"
"002011001","022113",1,NA,"00300","0000000250","0000075000"
"002181114","022111",1,NA,"00300","0000000175","0000052500"
"002101087","022111",1,NA,"00300","0000000150","0000045000"
"002101089","022113",1,NA,"00300","0000000220","0000066000"
"002071056","022112",1,NA,"00600","0000000250","0000150000"
"002051053","022113",1,NA,"00080","0000000350","0000028000"
"002071067","022113",1,NA,"00400","0000000250","0000100000"
"002041045","022113",1,NA,"00600","0000000500","0000300000"
"002141096","022113",1,NA,"00350","0000000570","0000199500"
"002072056","022113",1,NA,"00200","0000000630","0000126000"
"002142093","022111",1,NA,"00600","0000000200","0000120000"
"002162107","022111",1,NA,"00600","0000000200","0000120000"
"002182114","022113",1,NA,"01200","0000000250","0000300000"
"002182115","022113",1,NA,"00600","0000000500","0000300000"
"002192116","022111",1,NA,"01100","0000000125","0000137500"
"002012007","023111",1,NA,NA,NA,"0000300000"
"002022023","022112",1,NA,"00300","0000000300","0000090000"
"002022030","022111",1,NA,"00600","0000000175","0000105000"
"002042037","022111",1,NA,"00950","0000000175","0000166250"
"002072072","022111",1,NA,"00600","0000000150","0000090000"
"002072073","022113",1,NA,"00600","0000000200","0000120000"
"002152098","022115",1,NA,NA,NA,"0000004500"
"002042038","022113",1,NA,"00900","0000000230","0000207000"
"002102085","022113",1,NA,"00600","0000000250","0000150000"
"002042041","022112",1,NA,"00120","0000000225","0000027000"
"002042041","022115",1,NA,NA,NA,"0000100000"
"002022035","022111",1,NA,"00600","0000000200","0000120000"
