"Address","MahMorajeh","ShoghlSarparast","NoeKhn","Takmil","TakmilDescA","TakmilDescB","TakmilDescC","Jaygozin","JaygozinDescA","JaygozinDescB","JaygozinDescC","BlkAbdJaygozin","RadifJaygozin","fStat","fEnt","fvfy","user1","user2","user3","user4"
2080066111,"05","گنج کاري ساختمان",1,2,NA,1,NA,1,NA,NA,NA,"102825","113",5,503,0,"user8",NA,"user8",NA
2080066115,"05","کارگر ساختماني",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,560,0,"user8",NA,"user8",NA
2080066109,"05","کارگر باغداري",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,615,0,"user8",NA,"user8",NA
2080142324,"06",NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,"user8",NA,NA,NA
2080142310,"06",NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,"user8",NA,NA,NA
2080142314,"06",NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,"user8",NA,NA,NA
2080142319,"06",NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,"user8",NA,NA,NA
2080142317,"06",NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,"user8",NA,NA,NA
2080082262,"06","کشاورزي زمين زراعي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,736,0,"user8",NA,"user8",NA
2080082255,"06","داراي در امد بدون",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,5,188,0,"user8",NA,"user8",NA
2080082254,"06","داراي زمين زراعي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,770,0,"user8",NA,"user8",NA
2080082258,"06","کشاورز زمين زراعي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,745,6,"user8",NA,"user8",NA
2080082251,"06","کارگر باغات",1,2,NA,1,NA,1,NA,NA,NA,"109430","249",4,739,0,"user8",NA,"user8",NA
2080146160,"07","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,860,0,"user8",NA,"user8",NA
2080146152,"07","کارگر زراعتکار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,755,0,"user8",NA,"user8",NA
2080146158,"07","کارگر زراعتکار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,619,0,"user8",NA,"user8",NA
2080146156,"07","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,841,0,"user8",NA,"user8",NA
2080146164,"07","زراعتکار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,972,0,"user8",NA,"user8",NA
2080023107,"09","کارگر باغداري",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,835,1,"user5",NA,"user5",NA
2080023114,"09","داراي درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,553,0,"user5",NA,"user5",NA
2080023115,"09","باغدار",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,5,898,0,"user5",NA,"user5",NA
2080023110,"09","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,817,1,"user5",NA,"user5",NA
2080023120,"09","راننده کاميون",1,2,NA,1,NA,1,NA,NA,NA,"383891","119",5,912,0,"user5",NA,"user5",NA
2080019113,"08","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,583,0,"user5",NA,"user5",NA
2080019109,"08","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,524,0,"user5",NA,"user5",NA
2080019105,"08","کارگر باغداري",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,722,0,"user5",NA,"user5",NA
2080019103,"08","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,727,0,"user5",NA,"user5",NA
2080019116,"08","کارگر باغداري",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,473,0,"user5",NA,"user5",NA
2080103205,"08","داراي درامد بدون کار",1,2,NA,3,NA,1,NA,NA,NA,"116615","203",4,349,0,"user5",NA,"user5",NA
2080103210,"08","داراي درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,577,0,"user5",NA,"user5",NA
2080103202,"08","زارع",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,522,1,"user5",NA,"user5",NA
2080103207,"08","داراي درآمد بدون کار",1,2,NA,3,NA,1,NA,NA,NA,"116615","206",4,473,0,"user5",NA,"user5",NA
2080103213,"08","داراي درآمد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,696,0,"user5",NA,"user5",NA
2080083011,"09","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,598,0,"user7",NA,"user7",NA
2080083004,"09","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,628,0,"user7",NA,"user7",NA
2080083017,"09","داراي درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,260,0,"user7",NA,"user7",NA
2080083008,"09","داراي درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,322,0,"user7",NA,"Admin",NA
2080083006,"09","داراي درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,438,0,"user7",NA,"user7",NA
