"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10","DYCOL11","DYCOL12","DYCOL13","DYCOL14","DYCOL15"
10001002541,"01",1,9614,"38110",5,2,"9",7,NA,NA,NA,NA,NA,"48000000","48000000"
10012009741,"01",1,6112,"01240",4,1,"9",7,"00000010000000","00000014000000",NA,"00000005000000",NA,"60000000","31000000"
10006006133,"01",1,8322,"49220",5,2,"13",6,NA,"00000035000000","00000008000000","00000012000000",NA,"168000000","113000000"
10001000127,"01",1,8322,"49230",5,2,"6",6,NA,"00000035000000","00000003000000","00000005300000",NA,"180000000","136700000"
10001000127,"01",1,6112,"01240",4,1,"4",5,"00000003000000","00000004000000","00000001000000","00000005000000",NA,"95000000","82000000"
10012009735,"01",1,6112,"01240",4,1,"8",6,"00000400000000",NA,"00000001000000","00000035000000",NA,"600000000","164000000"
10012009726,"01",1,6112,"01240",5,1,"6",7,"00000020000000","00000026000000","00000002500000","00000011000000",NA,"139000000","79500000"
10004003741,"01",1,7536,"95230",5,2,"8",6,NA,"00000020000000","00000001000000","00000005000000","00000004000000","180000000","150000000"
10004003726,"01",1,6121,"01440",5,1,"9",7,"00000030000000","00000080000000",NA,"00000034200000",NA,"216000000","71800000"
10001000135,"02",1,8322,"49220",5,2,"10",7,NA,"00000050000000","00000003000000","00000005000000",NA,"204000000","146000000"
10001002530,"01",1,5224,"47212",5,2,"10",6,NA,"00000120000000",NA,"00000010000000",NA,"370000000","240000000"
10001001336,"01",1,5224,"47520",5,2,"10",6,NA,"00000250000000","00000022500000","00000035000000","00000000800000","578300000","270000000"
10001002529,"01",1,7213,"31000",5,2,"10",7,NA,"00000150000000","00000020000000","00000020000000",NA,"420000000","230000000"
10001001327,"04",1,3315,"65120",4,2,"10",6,"00000039000000","00000020000000","00000001000000","00000015000000","00000010000000","220000000","135000000"
10004004138,"01",1,6121,"01440",5,1,"5",3,NA,"00000035000000",NA,NA,NA,"69000000","34000000"
10006006533,"01",1,8322,"49230",5,2,"8",4,NA,"00000030000000","00000002000000","00000004000000",NA,"140000000","104000000"
10002002933,"03",1,6121,"01440",5,1,"8",7,NA,"00000043600000",NA,NA,NA,"81000000","37400000"
10010008938,"01",1,8322,"49230",5,2,"8",6,NA,"00000030000000","00000001000000","00000011600000",NA,"186600000","144000000"
10006006530,"01",2,6112,"01240",4,1,NA,NA,"00000030000000","00000017000000",NA,"00000021000000",NA,"260000000","192000000"
10006006530,"01",1,8322,"49230",5,2,"5",2,NA,"00000001500000","00000004000000","00000003000000",NA,"18500000","10000000"
10002002936,"03",1,5224,"47212",5,2,"10",6,NA,"00000060000000","00000001000000","00000003000000","00000005000000","153000000","84000000"
10009007730,"01",1,5224,"47212",5,2,"8",7,NA,"00000130000000","00000002000000","00000014000000",NA,"220000000","74000000"
10001001736,"01",1,7522,"31000",4,2,"10",6,"00000185500000","00000627000000","00000083000000","00000039500000","00000004800000","1404800000","465000000"
10011009331,"01",1,6111,"01110",5,1,"8",5,NA,"00000013000000","00000001500000","00000005000000",NA,"34000000","14500000"
10011009331,"01",1,6121,"01440",5,1,"3",7,NA,"00000023000000",NA,NA,NA,"85500000","62500000"
10003003331,"01",1,3334,"68200",5,2,"8",7,NA,"00000010000000",NA,"00000040200000",NA,"182200000","132000000"
10011009328,"01",1,6111,"01110",5,1,"8",6,NA,"00000162000000","00000002000000","00000135000000",NA,"700000000","401000000"
10011009328,"01",1,6121,"01440",5,1,"5",7,NA,"00000048000000",NA,"00000002500000",NA,"110500000","60000000"
10007006927,"01",1,8322,"49230",5,2,"8",6,NA,"00000010000000","00000005000000",NA,NA,"35000000","20000000"
10001002141,"03",1,7231,"45200",5,2,"7",6,NA,"00000045000000","00000010000000","00000100000000",NA,"250000000","95000000"
10011009332,"01",1,6111,"01110",5,1,"7",5,NA,"00000013000000",NA,"00000005000000",NA,"35000000","17000000"
10011009332,"01",1,6121,"01440",5,1,"5",7,NA,"00000020000000","00000003000000",NA,NA,"85000000","62000000"
10001002126,"01",1,7213,"25990",4,2,"9",6,"00000110000000","00000485000000","00000035000000","00000037500000","00000005000000","816500000","144000000"
10004003738,"01",1,8322,"49230",5,2,"10",3,NA,"00000100000000","00000005000000","00000025000000",NA,"480000000","350000000"
10111031941,"01",1,6111,"01120",4,1,"5",3,"00000008000000","00000001100000","00000000300000","00000009340000",NA,"54000000","35260000"
10101024325,"01",1,7233,"95220",5,2,"5",6,NA,"00000002000000",NA,"00000003000000",NA,"32000000","27000000"
10109030741,"01",1,7411,"43210",5,2,"8",5,NA,"00000140000000","00000001000000",NA,NA,"285000000","144000000"
10107029535,"01",1,8322,"49220",5,2,"8",7,NA,"00000045800000",NA,"00000004200000",NA,"194000000","144000000"
10104026735,"03",1,8322,"49220",5,2,"8",4,NA,"00000032200000",NA,"00000003800000",NA,"156000000","120000000"
10108030341,"01",1,5120,"47990",5,2,"3",3,NA,"00000075000000",NA,NA,NA,"126000000","51000000"
10115033138,"02",1,5165,"85490",5,2,"6",6,NA,"00000089000000","00000017000000","00000008000000","00000004000000","213000000","95000000"
10106029141,"01",1,6112,"01260",4,1,"2",7,"00000002000000","00000002000000",NA,"00000000500000",NA,"36000000","31500000"
10111031931,"01",1,8322,"49220",5,2,"9",6,NA,"00000054200000",NA,"00000003900000",NA,"276500000","218400000"
10110031541,"01",1,8321,"49220",5,2,"10",7,NA,"00000012000000",NA,NA,NA,"80000000","68000000"
10107029538,"01",1,6111,"01120",4,1,"10",7,"00000020000000","00000006500000",NA,"00000126500000",NA,"345000000","192000000"
10105027527,"01",1,7522,"31000",5,2,"10",6,NA,"00000092000000",NA,"00000012000000","00000000900000","243900000","139000000"
10107029928,"01",1,8322,"49220",5,2,"4",2,NA,"00000020000000",NA,NA,NA,"108000000","88000000"
10112032326,"01",1,5212,"47990",5,2,"7",1,NA,"00000096000000",NA,"00000000950000",NA,"142425000","45475000"
10112032326,"01",1,5224,"47212",5,2,"8",5,NA,"00000105000000",NA,"00000000900000","00000000800000","157100000","50400000"
10112032326,"02",1,5224,"47212",6,2,"4",6,NA,NA,NA,NA,NA,NA,"0"
10105027941,"01",1,7537,"13990",5,2,"8",5,NA,"00000003600000",NA,NA,NA,"60000000","56400000"
10108030327,"01",1,7126,"43220",4,2,"10",7,"00000084000000","00000005000000",NA,"00000006000000",NA,"300000000","205000000"
10113032730,"01",1,6112,"01270",4,1,"5",4,"00000045000000","00000046000000","00000005000000","00000202000000",NA,"697000000","399000000"
10103025526,"01",1,8322,"49220",5,2,"8",6,NA,"00000063400000",NA,"00000009800000",NA,"270000000","196800000"
10103025538,"01",1,6111,"01130",5,1,"5",2,NA,"00000000550000",NA,"00000001100000",NA,"20000000","18350000"
