"Address","MahMorajeh","Fasl","weight","NoeKhn","Takmil","TakmilDescA","TakmilDescB","TakmilDescC","Jaygozin","JaygozinDescA","JaygozinDescB","JaygozinDescC","BlkAbdJaygozin","RadifJaygozin"
10007007329,"02",1,350,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10007007332,"02",1,350,1,2,NA,1,NA,1,NA,NA,NA,"000033",33
10007007334,"02",1,350,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10007007341,"02",1,350,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10010008526,"02",1,294,1,2,NA,1,NA,1,NA,NA,NA,"000008",28
10010008532,"02",1,294,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10010008535,"02",1,294,1,2,NA,1,NA,1,NA,NA,NA,"000008",33
10010008530,"02",1,294,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10010008541,"02",1,294,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10010008538,"02",1,294,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10004004134,"03",1,413,1,2,NA,1,NA,1,NA,NA,NA,"000007",31
10004004130,"03",1,413,1,2,NA,1,NA,1,NA,NA,NA,"000006",28
10004004141,"03",1,413,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10004004138,"03",1,413,1,2,NA,3,NA,1,NA,NA,NA,"000008",40
10009007729,"03",1,339,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
10009007741,"03",1,339,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10009007733,"03",1,339,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10010008936,"03",1,294,1,2,NA,1,NA,1,NA,NA,NA,"000013",34
10010008941,"03",1,294,1,2,NA,1,NA,1,NA,NA,NA,"000016",39
10004004135,"03",1,413,1,2,NA,1,NA,1,NA,NA,NA,"000008",36
10009007735,"03",1,339,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10004003732,"02",1,413,1,2,NA,1,NA,1,NA,NA,NA,"000005",33
10004003725,"02",1,413,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10004003726,"02",1,413,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
10001001341,"02",1,1186,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10006006141,"02",1,712,1,2,NA,1,NA,1,NA,NA,NA,"000003",40
10006006133,"02",1,712,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10012009738,"02",1,173,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10012009741,"02",1,173,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10012009735,"02",1,173,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10012009725,"02",1,173,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10012009733,"02",1,173,1,2,NA,1,NA,1,NA,NA,NA,"000040",32
10012009726,"02",1,173,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10006006134,"02",1,712,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10001000138,"02",1,1186,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10001000127,"02",1,1186,1,2,NA,1,NA,1,NA,NA,NA,"000004",28
10001000135,"02",1,1186,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10001000132,"02",1,1186,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10001000126,"02",1,1186,1,2,NA,1,NA,1,NA,NA,NA,"000004",30
10005004935,"02",1,318,1,2,NA,1,NA,1,NA,NA,NA,"000008",34
10001002535,"02",1,1186,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10001002530,"02",1,1186,1,2,NA,1,NA,1,NA,NA,NA,"000001",25
10001001336,"02",1,1186,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10001002529,"02",1,1186,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
