"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10","DYCOL11","DYCOL12","DYCOL13","DYCOL14","DYCOL15"
20007017925,"03",2,"5111","05100",3,NA,NA,"0","0021000000","0","0021000000",NA,NA,"0","21000000"
20001011440,"01",2,"7212","25920",3,NA,NA,"0","0020000000","0","0020000000",NA,NA,"0","20000000"
20003012640,"01",1,"9314","41000",3,"10",5,"0014000000","0126000000","0014000000","0126000000",NA,NA,"14000000","126000000"
20003012634,"01",1,"5224","47520",3,"10",7,"0015000000","0180000000","0014300000","0171600000",NA,NA,"14300000","171600000"
20007017932,"01",1,"9211","01500",3,"12",7,"0006000000","0050000000","0006000000","0050000000",NA,NA,"6000000","50000000"
20013023740,"01",2,"7522","16220",3,NA,NA,"0","0024000000","0","0024000000",NA,NA,"0","24000000"
20013023740,"03",2,"9321","35300",3,NA,NA,"0009000000","0009000000","0009000000","0009000000",NA,NA,"9000000","9000000"
20007017937,"01",2,"5153","80100",3,NA,NA,"0010700000","0135400000","0010200667","0122408004",NA,"0007000000","10200667","129408004"
20013024132,"01",1,"9314","41000",3,"7",4,"0008000000","0072000000","0008000000","0072000000",NA,NA,"8000000","72000000"
20004014332,"03",1,"3259","28120",3,"2",4,"0009000000","0027000000","0008580000","0025740000",NA,NA,"8580000","25740000"
20012022932,"01",2,"9314","41000",3,NA,NA,"0","0012000000","0","0012000000",NA,NA,"0","12000000"
20006015832,"01",1,"9211","01500",3,"6",4,"0010000000","0080000000","0010000000","0080000000",NA,NA,"10000000","80000000"
20006015832,"03",1,"9321","22190",3,"8",6,"0010000000","0127000000","0009533334","0114400004",NA,"0007000000","9533334","121400004"
20004013825,"01",2,"5224","47213",3,NA,NA,"0005000000","0070000000","0005000000","0070000000",NA,NA,"5000000","70000000"
20004013825,"03",1,"9321","24100",3,"8",6,"0010000000","0055000000","0010000000","0050000000",NA,"0005000000","10000000","55000000"
20004013837,"01",2,"7111","41000",3,NA,NA,"0","0021000000","0","0021000000",NA,NA,"0","21000000"
20009019140,"01",1,"9321","23990",3,"8",6,"0015000000","0190000000","0013750000","0165000000",NA,"0010000000","13750000","175000000"
20009019140,"04",1,"8322","08100",3,"8",7,"0014000000","0180000000","0012920000","0155040000",NA,"0012000000","12920000","167040000"
20009019125,"01",1,"9321","23960",3,"8",6,"0015000000","0190000000","0013750000","0165000000",NA,"0010000000","13750000","175000000"
20006016629,"02",2,"9211","01500",3,NA,NA,"0","0003800000","0","0003800000",NA,NA,"0","3800000"
20006016629,"02",1,"3221","87100",3,"8",7,"0006000000","0042000000","0006000000","0042000000",NA,NA,"6000000","42000000"
20006016629,"03",1,"9314","41000",3,"8",2,"0006750000","0050000000","0006750000","0050000000",NA,NA,"6750000","50000000"
20001011826,"01",1,"8322","28240",3,"10",6,"0025000000","0300000000","0022635000","0271620000",NA,"0009000000","22635000","280620000"
20011020827,"01",1,"9211","01500",3,"10",3,"0006000000","0072000000","0006000000","0072000000",NA,NA,"6000000","72000000"
20004013834,"01",1,"9314","41000",3,"8",2,"0004000000","0045000000","0004000000","0045000000",NA,NA,"4000000","45000000"
20004013834,"04",1,"9314","41000",3,"8",1,"0003600000","0035000000","0003600000","0035000000",NA,NA,"3600000","35000000"
20012021737,"01",1,"5153","64191",3,"12",4,"0014400000","0185800000","0013728000","0164736000",NA,"0013000000","13728000","177736000"
20012022540,"01",1,"9211","01500",3,"6",6,"0003000000","0045000000","0003000000","0045000000",NA,NA,"3000000","45000000"
20012022540,"01",2,"9314","41000",3,NA,NA,"0","0048000000","0","0048000000",NA,NA,"0","48000000"
20005015333,"01",1,"9211","01500",3,"8",2,"0002500000","0035000000","0002500000","0035000000",NA,NA,"2500000","35000000"
20005015327,"01",1,"5153","87100",3,"12",7,"0011600000","0146200000","0011058667","0132704004",NA,"0007000000","11058667","139704004"
20001010129,"01",1,"7225","25120",3,"9",6,"0012000000","0152000000","0012000000","0144000000",NA,"0008000000","12000000","152000000"
20001010140,"01",1,"2262","21000",3,"8",6,"0015000000","0180000000","0014101000","0169212000",NA,"0008000000","14101000","177212000"
20005015325,"01",1,"2221","86903",1,"8",6,"0023400000","0287920000","0019494000","0233928000",NA,"0007120000","19494000","241048000"
20005015337,"01",1,"7517","10711",3,"8",6,"0009000000","0108000000","0008580000","0102960000",NA,NA,"8580000","102960000"
20001010137,"01",1,"9211","01500",3,"9",7,"0010000000","0120000000","0010000000","0120000000",NA,NA,"10000000","120000000"
20001010132,"01",1,"9211","01500",3,"10",7,"0010000000","0120000000","0010000000","0120000000",NA,NA,"10000000","120000000"
20011020827,"01",1,"9211","01500",3,"8",4,"0008000000","0096000000","0008000000","0096000000",NA,NA,"8000000","96000000"
20001011828,"01",1,"9321","13110",3,"10",6,"0015000000","0180000000","0014101000","0169212000",NA,"0008000000","14101000","177212000"
20013024137,"02",1,"9211","01500",3,"10",6,"0017000000","0204000000","0017000000","0204000000",NA,NA,"17000000","204000000"
20003013033,"01",1,"9314","41000",3,"8",5,"0010000000","0080000000","0010000000","0080000000",NA,NA,"10000000","80000000"
20012022937,"01",2,"7124","43900",3,NA,NA,"0","0012000000","0","0012000000",NA,NA,"0","12000000"
20010020331,"01",1,"5153","80100",3,"8",7,"0009000000","0108000000","0009000000","0108000000",NA,NA,"9000000","108000000"
20010020331,"01",1,"9314","41000",3,"4",1,"0002000000","0016000000","0002000000","0016000000",NA,NA,"2000000","16000000"
20006015526,"04",1,"9211","01500",3,"8",2,"0007500000","0035000000","0007500000","0035000000",NA,NA,"7500000","35000000"
20006015526,"05",1,"9211","01500",3,"8",2,"0007500000","0035000000","0007500000","0035000000",NA,NA,"7500000","35000000"
20010020340,"03",1,"7132","25920",3,"8",6,"0007000000","0091000000","0006673334","0080080008",NA,"0007000000","6673334","87080008"
20004014734,"01",1,"9314","41000",3,"8",2,"0007500000","0090000000","0007500000","0090000000",NA,NA,"7500000","90000000"
20011021232,"01",1,"9314","41000",3,"8",2,"0","0060000000","0","0060000000",NA,NA,"0","60000000"
20011021237,"01",2,"9314","41000",3,NA,NA,"0","0040000000","0","0040000000",NA,NA,"0","40000000"
20004014737,"01",2,"9314","41000",3,NA,NA,"0","0015000000","0","0015000000",NA,NA,"0","15000000"
20011021226,"03",2,"5211","47990",3,NA,NA,"0","0020000000","0","0020000000",NA,NA,"0","20000000"
20011021234,"03",1,"9314","41000",3,"8",3,"0002000000","0010000000","0002000000","0010000000",NA,NA,"2000000","10000000"
20001010532,"01",1,"9314","41000",3,"9",6,"0005000000","0060000000","0005000000","0060000000",NA,NA,"5000000","60000000"
