"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10","DYCOL11","DYCOL12","DYCOL13","DYCOL14","DYCOL15"
10010008532,"01",1,"8322","17010",3,"8",6,"0014000000","0042000000","0013346667","0040040001",NA,NA,"13346667","40040001"
10007007334,"01",1,"2221","19200",1,"9",6,"0020000000","0240000000","0018368000","0220416000",NA,"0008000000","18368000","228416000"
10007007334,"02",1,"2330","85210",1,"6",5,"0021000000","0252000000","0019221400","0230656800",NA,"0008000000","19221400","238656800"
10007007329,"01",1,"4416","19200",1,"9",6,"0033000000","0396000000","0029462200","0353546400",NA,"0008000000","29462200","361546400"
10007007341,"01",1,"4416","19200",1,"9",6,"0025000000","0300000000","0022635000","0271620000",NA,"0008000000","22635000","279620000"
10010008526,"01",1,"7422","31000",3,"8",6,"0005000000","0065000000","0004976667","0059720004",NA,"0005000000","4976667","64720004"
10007007332,"01",1,"1120","19200",1,"10",6,"0045000000","0540000000","0039703000","0476436000",NA,"0008500000","39703000","484936000"
10006006538,"01",1,"5411","84230",1,"8",6,"0015000000","0187000000","0014300000","0171600000",NA,"0007000000","14300000","178600000"
10006006538,"02",1,"4416","84230",1,"8",6,"0015000000","0187000000","0014300000","0171600000",NA,"0007000000","14300000","178600000"
10002002933,"03",1,"9211","01500",3,"8",3,"0","0010000000","0","0010000000",NA,NA,"0","10000000"
10009007738,"01",2,"3214","32500",3,NA,NA,"0","0096000000","0","0091520004",NA,NA,"0","91520004"
10010008929,"03",1,"9321","20110",3,"8",6,"0011000000","0137000000","0010486667","0125840004",NA,"0005000000","10486667","130840004"
10010008938,"03",2,"7111","43900",3,NA,NA,"0","0025000000","0","0025000000",NA,NA,"0","25000000"
10002002936,"01",2,"3111","71200",3,NA,NA,"0","0276000000","0","0216000000",NA,"0006000000","0","222000000"
10006006541,"01",1,"7111","42200",3,"8",6,"0010000000","0120000000","0010000000","0120000000",NA,NA,"10000000","120000000"
10006006541,"02",1,"2221","86100",3,"10",6,"0004000000","0048000000","0004000000","0048000000",NA,NA,"4000000","48000000"
10002002938,"01",1,"8322","84110",1,"8",6,"0013000000","0164000000","0012393334","0148720008",NA,"0008000000","12393334","156720008"
10002002938,"03",1,"7231","45200",3,"9",6,"0002500000","0030000000","0002500000","0030000000",NA,NA,"2500000","30000000"
10010008532,"01",2,"8322","49230",3,NA,NA,"0","0155000000","0","0155000000",NA,NA,"0","155000000"
10010008538,"01",1,"4324","46492",3,"8",6,"0013200000","0175400000","0012584000","0151008000",NA,"0017000000","12584000","168008000"
10005004932,"03",2,"9314","41000",3,NA,NA,"0","0064000000","0","0064000000",NA,NA,"0","64000000"
10005004932,"04",1,"9321","23940",3,"8",6,"0009000000","0115000000","0008580000","0102960000",NA,"0007000000","8580000","109960000"
10004004138,"01",1,"5169","68200",3,"5",6,"0000700000","0021000000","0000700000","0021000000",NA,NA,"700000","21000000"
10009007741,"01",1,"8322","49230",3,"8",1,"0001000000","0002000000","0001000000","0002000000",NA,NA,"1000000","2000000"
10009007741,"01",2,"7113","23960",3,NA,NA,"0","0135000000","0","0135000000",NA,NA,"0","135000000"
10004004135,"01",1,"9314","41000",3,"7",4,"0009600000","0076800000","0009600000","0076800000",NA,NA,"9600000","76800000"
10009007735,"02",1,"7113","23960",3,"10",5,"0014400000","0184800000","0013728000","0164736000",NA,"0012000000","13728000","176736000"
10009007733,"03",2,"7131","43300",3,NA,NA,"0003200000","0024000000","0003200000","0024000000",NA,NA,"3200000","24000000"
10004003725,"01",2,"9211","01500",3,NA,NA,"0001000000","0055000000","0001000000","0055000000",NA,NA,"1000000","55000000"
10009007729,"01",1,"2330","85210",1,"5",5,"0015000000","0187800000","0014300000","0171600000",NA,"0007800000","14300000","179400000"
10001002531,"01",1,"3322","46492",3,"8",6,"0005000000","0063000000","0005000000","0060000000",NA,"0003000000","5000000","63000000"
10006006129,"01",1,"7233","24100",3,"9",6,"0014000000","0188000000","0012946666","0155359992",NA,"0020000000","12946666","175359992"
10001001341,"01",1,"7111","01500",3,"8",7,"0015000000","0150000000","0015000000","0150000000",NA,NA,"15000000","150000000"
10012009738,"03",1,"9211","01500",3,"8",4,"0002500000","0010000000","0002500000","0010000000",NA,NA,"2500000","10000000"
10012009741,"01",2,"9211","01500",3,NA,NA,"0","0010000000","0","0010000000",NA,NA,"0","10000000"
10012009725,"01",1,"6111","01110",3,"9",7,"0010000000","0095000000","0010000000","0095000000",NA,NA,"10000000","95000000"
10006006134,"01",1,"9314","41000",3,"12",6,"0010000000","0120000000","0009533333","0114399996",NA,NA,"9533333","114399996"
10012009735,"01",1,"9211","01500",3,"8",2,"0005000000","0020000000","0005000000","0020000000",NA,NA,"5000000","20000000"
10006006130,"01",1,"7225","25920",3,"12",5,"0015000000","0203000000","0013800000","0165600000",NA,"0023000000","13800000","188600000"
10006006141,"01",1,"9321","17090",3,"10",6,"0014000000","0187000000","0012946666","0155359992",NA,"0019000000","12946666","174359992"
10006006141,"02",1,"4416","13120",3,"8",6,"0012000000","0156000000","0011440000","0137280000",NA,"0012000000","11440000","149280000"
10005004935,"01",1,"9314","41000",3,"5",4,"0008000000","0064000000","0008000000","0064000000",NA,NA,"8000000","64000000"
10005004935,"03",1,"9314","41000",3,"5",3,"0006000000","0042000000","0006000000","0042000000",NA,NA,"6000000","42000000"
10001002535,"01",1,"5153","52210",3,"9",7,"0008500000","0110000000","0008500000","0102000000",NA,"0008000000","8500000","110000000"
10001001326,"01",1,"8322","84120",3,"8",6,"0015000000","0190000000","0013750000","0165000000",NA,"0010000000","13750000","175000000"
10004004134,"01",1,"7113","23960",3,"8",6,"0009000000","0130000000","0008580000","0102960000",NA,"0022000000","8580000","124960000"
10005004927,"02",1,"9321","11040",3,"8",6,"0012000000","0162000000","0011440000","0137280000",NA,"0018000000","11440000","155280000"
10001000141,"01",1,"7213","25990",3,"8",6,"0018000000","0234000000","0016660000","0199920000",NA,"0018000000","16660000","217920000"
10004003741,"03",1,"2222","86100",1,"8",6,"0016000000","0099500000","0012753334","0076520004",NA,"0003500000","12753334","80020004"
10006005332,"01",1,"7233","23923",3,"12",5,"0014000000","0188000000","0012946666","0155359992","0001000000","0020000000","13946666","175359992"
10006005335,"01",1,"9321","24100",3,"9",6,"0013500000","0179000000","0012520000","0150240000",NA,"0017000000","12520000","167240000"
10006005338,"03",1,"9321","21000",3,"10",5,"0012000000","0159000000","0011440000","0137280000",NA,"0015000000","11440000","152280000"
10006005338,"04",1,"3322","46300",3,"12",6,"0011000000","0132000000","0011000000","0132000000",NA,NA,"11000000","132000000"
10006005325,"01",1,"2120","84300",1,"8",6,"0018000000","0237000000","0015580000","0186960000",NA,"0021000000","15580000","207960000"
