"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07"
100011014,"022111",1,NA,"00250","0000000200","0000050000",NA
100061057,"022113",1,NA,"00400","0000000200","0000080000",NA
100011009,"022113",1,NA,"00300","0000000235","0000070500",NA
100011028,"022111",7,NA,"00150","0000000125","0000018750",NA
100011026,"022111",1,NA,"00060","0000000230","0000013800",NA
100011035,"022113",1,NA,"00600","0000000225","0000135000",NA
100061065,"022111",1,NA,"00600","0000000125","0000075000",NA
100011001,"022111",1,NA,"00600","0000000115","0000069000",NA
100011001,"023111",1,NA,NA,NA,"0000350000",NA
100041048,"022112",1,NA,"00400","0000000125","0000050000",NA
100011004,"022111",1,NA,"00400","0000000125","0000050000",NA
100011033,"022113",1,NA,"00300","0000000235","0000070500",NA
100011034,"022113",1,NA,"00450","0000000225","0000101250",NA
100061063,"022111",1,NA,"00400","0000000125","0000050000",NA
100061061,"022111",1,NA,"00300","0000000115","0000034500",NA
100011005,"022112",1,NA,"00300","0000000135","0000040500",NA
100011031,"022112",1,NA,"00300","0000000150","0000045000",NA
100041052,"022111",1,NA,"00600","0000000125","0000075000",NA
100041052,"023111",1,NA,NA,NA,"0000480000",NA
100091079,"022114",1,NA,"01200","0000000375","0000450000",NA
100061070,"022112",1,NA,"00200","0000000225","0000045000",NA
100061066,"022113",1,NA,"01200","0000000125","0000150000",NA
100041053,"022113",1,NA,"00600","0000000225","0000135000",NA
100061069,"022111",1,NA,"00200","0000000175","0000035000",NA
100061071,"022112",1,NA,"00300","0000000230","0000069000",NA
100011019,"022112",1,NA,"01000","0000000120","0000120000",NA
100041046,"022111",1,NA,"00600","0000000135","0000081000",NA
100011025,"022113",1,NA,"00030","0000000200","0000006000",NA
100011036,"022111",1,NA,"00300","0000000100","0000030000",NA
100061058,"022111",1,NA,"00450","0000000135","0000060750",NA
100011024,"022113",1,NA,"00600","0000000225","0000135000",NA
100011037,"022111",1,NA,"01300","0000000125","0000162500",NA
100011015,"022112",1,NA,"00800","0000000225","0000180000",NA
100011038,"022113",1,NA,"00060","0000000375","0000022500",NA
100012034,"022111",1,NA,"00300","0000000115","0000034500",NA
100012034,"022113",1,NA,"00600","0000000255","0000153000",NA
100012034,"023111",1,NA,NA,NA,"0000380000",NA
100012001,"022113",1,NA,"00300","0000000285","0000085500",NA
100012022,"022113",1,NA,"00300","0000000235","0000070500",NA
100062073,"022111",1,NA,"00200","0000000168","0000033600",NA
100062073,"022113",1,NA,"00300","0000000215","0000064500",NA
100012003,"022113",1,NA,"00500","0000000235","0000117500",NA
100012005,"022111",1,NA,"00600","0000000150","0000090000",NA
100012026,"022113",1,NA,"00400","0000000175","0000070000",NA
100062061,"022111",1,NA,"00300","0000000125","0000037500",NA
100012008,"022111",1,NA,"00600","0000000200","0000120000",NA
100012019,"022111",1,NA,"00250","0000000100","0000025000",NA
100042049,"022111",1,NA,"00200","0000000175","0000035000",NA
100042049,"022113",1,NA,"00600","0000000175","0000105000",NA
100042049,"023111",1,NA,NA,NA,"0000700000",NA
100062064,"022111",1,NA,"00300","0000000125","0000037500",NA
100012033,"022111",1,NA,"00200","0000000175","0000035000",NA
100012018,"022111",1,NA,"00600","0000000150","0000090000",NA
100092080,"022111",1,NA,"00300","0000000175","0000052500",NA
100012009,"022111",1,NA,"00090","0000000125","0000011250",NA
100052053,"022111",1,NA,"00600","0000000125","0000075000",NA
100062068,"022112",1,NA,"01200","0000000228","0000273600",NA
100062072,"022112",1,NA,"00600","0000000150","0000090000",NA
100052051,"022111",1,NA,"00200","0000000200","0000040000",NA
100012044,"022112",1,NA,"00700","0000000150","0000105000",NA
100012012,"022111",1,NA,"00200","0000000215","0000043000",NA
100012011,"022113",1,NA,"00300","0000000170","0000051000",NA
100012014,"022113",1,NA,"00200","0000000335","0000067000",NA
100062060,"022112",1,NA,"00400","0000000225","0000090000",NA
100012032,"022111",1,NA,"00600","0000000120","0000072000",NA
100073072,"022111",1,NA,"00270","0000000100","0000027000",NA
100013031,"022111",1,NA,"00600","0000000135","0000081000",NA
100063062,"022113",1,NA,"00150","0000000275","0000041250",NA
100063061,"022111",1,NA,"00600","0000000185","0000111000",NA
100063063,"022111",1,NA,"00800","0000000150","0000120000",NA
100043048,"022111",1,NA,"00600","0000000175","0000105000",NA
100013012,"022114",1,NA,"00200","0000000335","0000067000",NA
100013010,"021111",1,600,NA,"0000090000","0000054000",NA
100013010,"022112",1,NA,"00600","0000000145","0000087000",NA
100013010,"022113",1,NA,"00900","0000000217","0000195300",NA
100013010,"023111",1,NA,NA,NA,"0000690000",NA
100013011,"022111",1,NA,"00450","0000000165","0000074250",NA
100013009,"022113",1,NA,"00090","0000000285","0000025650",NA
100013028,"022113",1,NA,"00300","0000000175","0000052500",NA
