"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10"
100011035,"01",1,1,"37",1,2,"23",1,1
100011035,"02",2,2,"30",1,2,"16",5,1
100011035,"03",3,2,"16",1,1,"42",4,4
100011035,"04",3,2,"12",1,1,"15",4,4
100011035,"05",3,1,"05",NA,NA,NA,NA,NA
100011003,"01",1,1,"49",1,2,"21",3,1
100011003,"02",2,2,"42",1,2,"12",5,1
100061064,"01",1,1,"41",1,2,"33",1,2
100011033,"01",1,1,"24",1,2,"23",1,1
100011033,"02",2,2,"22",1,2,"43",5,1
100011033,"03",3,1,"01",NA,NA,NA,NA,NA
100011034,"01",1,1,"38",1,2,"16",1,1
100011027,"01",1,2,"30",1,2,"16",3,2
100011027,"02",3,2,"13",1,1,"21",4,4
100011027,"03",3,2,"04",NA,NA,NA,NA,NA
100011029,"01",1,1,"80",2,NA,NA,3,1
100011029,"02",2,2,"72",2,NA,NA,5,1
100011030,"01",1,2,"78",2,NA,NA,3,2
100011042,"01",1,2,"70",1,2,"91",3,2
100061071,"01",1,1,"33",1,2,"23",1,1
100061071,"02",2,2,"30",1,2,"23",5,1
100061071,"03",3,2,"10",1,1,"14",4,4
100061071,"04",3,2,"01",NA,NA,NA,NA,NA
100061073,"01",1,1,"46",1,2,"16",2,1
100061073,"02",2,2,"30",1,2,"16",5,1
100061073,"03",3,1,"14",1,1,"23",4,4
100061073,"04",3,1,"12",1,1,"21",4,4
100061073,"05",3,2,"08",1,1,"12",NA,NA
100061073,"06",3,1,"04",NA,NA,NA,NA,NA
100041054,"05",3,1,"16",1,1,"46",4,4
100041054,"06",3,2,"12",1,1,"21",4,4
100041055,"01",1,2,"64",2,NA,NA,3,2
100091076,"01",1,1,"30",1,2,"62",1,1
100091076,"02",2,2,"25",1,2,"43",5,1
100091076,"03",3,1,NA,NA,NA,NA,NA,NA
100041053,"01",1,1,"44",1,2,"33",1,1
100041053,"02",2,2,"40",1,2,"16",5,1
100041053,"03",3,1,"22",1,2,"43",1,4
100041053,"04",3,2,"18",1,1,"48",4,4
100041053,"05",3,2,"14",1,1,"23",4,4
100041053,"06",3,2,"12",1,1,"21",4,4
100091079,"01",1,1,"53",1,2,"16",1,1
100091079,"02",2,2,"50",1,2,"16",5,1
100091079,"03",3,2,"18",1,2,"47",5,4
100091079,"04",3,2,"18",1,2,"47",5,4
100011040,"01",1,1,"73",1,2,"91",3,1
100011040,"02",2,2,"71",2,NA,NA,5,1
100011041,"01",1,1,"83",2,NA,NA,3,2
100011034,"02",2,2,"32",1,2,"23",5,1
100011034,"03",3,1,"14",1,1,"23",4,4
100011034,"04",3,2,"07",1,1,"11",NA,NA
100011031,"01",1,1,"38",1,2,"16",1,1
100011031,"02",2,2,"34",1,2,"16",5,1
100011031,"03",3,1,"10",1,1,"14",4,4
100011031,"04",3,2,"05",NA,NA,NA,NA,NA
100011001,"01",1,1,"51",1,2,"12",1,1
100011001,"02",2,2,"42",1,2,"16",5,1
100011020,"01",1,1,"57",1,2,"62",3,1
100011020,"02",2,2,"54",1,2,"33",3,1
100041047,"03",3,1,"25",1,2,"16",1,4
100041047,"04",3,1,"32",1,2,"14",1,4
100011032,"01",1,1,"60",2,NA,NA,3,1
100011032,"02",2,2,"52",2,NA,NA,5,1
100011005,"01",1,1,"44",1,2,"23",1,1
100061065,"01",1,1,"72",2,NA,NA,3,1
100061065,"02",2,2,"54",2,NA,NA,5,1
100061065,"03",3,2,"21",1,2,"16",1,4
100061065,"04",3,2,"15",1,2,"16",5,4
100061065,"05",3,1,"27",1,2,"16",1,1
100061065,"06",4,2,"23",1,2,"21",5,1
100041049,"01",1,1,"68",2,NA,NA,3,1
100041049,"02",2,2,"63",2,NA,NA,5,1
100011003,"03",3,1,"26",1,2,"43",1,4
100011019,"01",1,1,"66",1,2,"62",3,1
100041050,"01",1,1,"42",1,2,"62",1,1
100041050,"02",2,2,"35",1,2,"62",5,1
100041050,"03",3,2,"12",1,1,"15",4,4
100011002,"01",1,1,"39",1,2,"62",1,1
100011002,"02",2,2,"41",1,2,"23",5,1
100011002,"03",3,2,"18",1,1,"61",4,4
