"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08"
"001081077","01",NA,"0001200000",NA,"0002250000",NA,"0000500000"
"001161124","05",NA,NA,NA,"0000960000",NA,NA
"001081071","01","0014580000",NA,NA,NA,NA,NA
"001041017","01",NA,"0002160000",NA,NA,NA,NA
"001121106","01",NA,NA,NA,"0001000000","0001200000","0002000000"
"001061056","01",NA,NA,NA,"0002500000",NA,NA
"001161122","01",NA,NA,NA,NA,"0000500000",NA
"001061058","01",NA,NA,NA,"0002700000",NA,NA
"001081080","01","0034500000","0031200000",NA,NA,NA,NA
"001091082","01",NA,NA,"0004000000","0012000000",NA,NA
"001091082","03",NA,NA,NA,NA,"0003400000",NA
"001091082","08",NA,NA,"0001960000",NA,NA,NA
"001051043","01",NA,"0002500000",NA,"0010800000",NA,NA
"001041019","01",NA,NA,NA,NA,"0000450000",NA
"001041020","01",NA,NA,NA,NA,NA,"0014400000"
"001041021","02",NA,NA,NA,NA,NA,"0001500000"
"001051031","02",NA,NA,NA,"0001400000",NA,NA
"001021012","01",NA,NA,NA,"0003250000",NA,NA
"001021013","01",NA,NA,NA,"0002360000",NA,NA
"001051042","01","0021288000","0002000000",NA,NA,NA,NA
"001051044","01","0018000000",NA,NA,NA,NA,NA
"001131112","01",NA,NA,"0001440000",NA,NA,NA
"001091083","01",NA,NA,NA,NA,"0000200000",NA
"001101091","01",NA,NA,NA,"0000810000",NA,NA
"001101095","01",NA,NA,NA,"0001600000",NA,NA
"001111103","01",NA,NA,NA,NA,"0000030000",NA
"001131114","01",NA,NA,NA,"0000500000",NA,NA
"001161121","01",NA,NA,NA,NA,"0000400000",NA
"001101092","01",NA,NA,NA,"0002000000",NA,NA
"001121110","01",NA,NA,NA,NA,"0000400000",NA
"001121110","05","0013000000",NA,NA,NA,NA,NA
"001121107","01",NA,"0010728000",NA,NA,NA,NA
"001121107","06",NA,NA,NA,"0001200000",NA,NA
"001051050","01","0011000000",NA,NA,NA,NA,NA
"001051030","01","0017340000","0005000000",NA,NA,NA,NA
"001071066","01","0014828000",NA,NA,NA,NA,NA
"001041025","03",NA,NA,NA,NA,"0001000000",NA
"001152119","01",NA,"0000120000",NA,"0002300000",NA,NA
"001162123","01",NA,NA,NA,"0003200000",NA,NA
"001052038","01",NA,"0004576000",NA,NA,NA,NA
"001052051","01",NA,NA,NA,"0004100000",NA,NA
"001052047","01",NA,"0004800000",NA,NA,NA,NA
"001052042","07",NA,NA,NA,"0003030000",NA,NA
"001092083","01",NA,NA,NA,"0003120000",NA,"0000600000"
"001112093","01","0016500000",NA,NA,NA,NA,NA
"001112093","03",NA,NA,NA,"0001800000",NA,NA
"001112094","01",NA,NA,"0012000000",NA,NA,NA
"001122108","01",NA,NA,NA,NA,NA,"0001000000"
"001052029","01",NA,NA,NA,NA,"0000500000",NA
"001042025","01",NA,NA,NA,"0002940000",NA,NA
"001012001","01",NA,NA,NA,NA,"0000200000",NA
"001022010","01",NA,"0003650000",NA,"0002250000",NA,NA
"001022010","02",NA,NA,NA,NA,NA,"0001830000"
"001032014","01",NA,"0004800000",NA,NA,NA,NA
"001052049","01",NA,"0005000000",NA,NA,NA,NA
"001052055","01",NA,NA,"0001800000",NA,NA,NA
"001022009","01",NA,"0005700000",NA,NA,NA,NA
"000021049","01",NA,NA,NA,"0005160000",NA,NA
"000011017","01",NA,"0004000000",NA,"0002200000",NA,"0001500000"
"000071108","01",NA,NA,NA,"0000960000",NA,NA
"000041063","01","0012500000",NA,NA,NA,NA,NA
"000061095","01",NA,NA,NA,"0020700000",NA,NA
"000011018","01",NA,"0000500000",NA,"0002150000","0","0002000000"
"000011018","02",NA,NA,NA,NA,"0000450000",NA
"000061092","01",NA,NA,NA,"0001250000",NA,"0000450000"
"000011002","01",NA,NA,NA,NA,NA,"0012000000"
"000011003","01",NA,NA,NA,NA,NA,"0005000000"
"000071106","01",NA,NA,NA,"0001800000",NA,"0000500000"
"000011008","01",NA,NA,NA,NA,NA,"0002000000"
"000071114","01",NA,"0005000000",NA,NA,NA,NA
"000071096","01",NA,NA,NA,"0000960000",NA,NA
"000011023","01",NA,NA,NA,"0000720000",NA,NA
"000071119","01",NA,NA,"0018000000",NA,NA,NA
"000011045","01",NA,NA,NA,"0002650000",NA,"0000450000"
"000011044","01",NA,"0005000000",NA,"0001850000",NA,NA
"000071105","01",NA,NA,NA,NA,NA,"0001800000"
"000071101","01",NA,NA,NA,NA,NA,"0000500000"
"000061088","01","0030000000",NA,NA,NA,NA,NA
"000061086","01",NA,NA,NA,"0000960000",NA,"0000500000"
"000061087","01",NA,NA,NA,"0000980000",NA,"0000450000"
"000011022","01",NA,NA,NA,"0000960000",NA,NA
"000011011","01","0013000000","0002000000",NA,NA,NA,NA
"000041068","01",NA,"0010000000",NA,NA,NA,NA
"000061083","01","0014550000",NA,NA,NA,NA,NA
"000011010","01",NA,"0003000000",NA,NA,NA,NA
"000011031","01",NA,NA,NA,NA,NA,"0001000000"
"000061081","01","0009500000",NA,NA,NA,NA,"0003000000"
"000051071","01",NA,NA,NA,"0003150000",NA,NA
"000011024","01",NA,NA,NA,NA,NA,"0006000000"
"000011028","01","0020700000",NA,NA,NA,NA,NA
"000011030","01","0032000000",NA,NA,NA,NA,NA
"000041069","01",NA,NA,NA,"0002160000",NA,"0002000000"
"000041066","01",NA,NA,NA,"0000850000",NA,"0000680000"
"000011011","03",NA,NA,NA,NA,NA,"0002500000"
"000011012","01",NA,NA,NA,"0002700000",NA,"0004800000"
"000011014","01",NA,NA,NA,"0001200000",NA,"0002000000"
"000061089","01",NA,NA,NA,"0002650000",NA,NA
