"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07"
"000071099","022111",1,NA,"00300","0000000135","0000040500",NA
"000011014","022111",1,NA,"00200","0000000120","0000024000",NA
"000011042","022111",1,NA,"00200","0000000125","0000025000",NA
"000071112","022111",1,NA,"00600","0000000075","0000045000",NA
"000011025","022111",1,NA,"00300","0000000100","0000030000",NA
"000041058","022111",1,NA,"00600","0000000125","0000075000",NA
"000011001","022113",1,NA,"00300","0000000135","0000040500",NA
"000011027","022111",1,NA,"00300","0000000185","0000055500",NA
"000011028","022111",1,NA,"00600","0000000175","0000105000",NA
"000011028","022112",1,NA,"00500","0000000225","0000112500",NA
"000011028","023111",1,NA,NA,NA,"0000450000",NA
"000051073","022111",1,NA,"00600","0000000185","0000111000",NA
"000061093","022111",1,NA,"00200","0000000140","0000028000",NA
"000041065","022111",1,NA,"00600","0000000135","0000081000",NA
"000041063","022111",1,NA,"00300","0000000100","0000030000",NA
"000011004","022111",1,NA,"00600","0000000135","0000081000",NA
"000011016","022111",1,NA,"00350","0000000125","0000043750",NA
"000071109","022111",1,NA,"01200","0000000125","0000150000",NA
"000051074","022111",1,NA,"00300","0000000125","0000037500",NA
"000011043","022111",1,NA,"01200","0000000135","0000162000",NA
"000011038","022111",1,NA,"00600","0000000125","0000075000",NA
"000011019","022111",1,NA,"00300","0000000115","0000034500",NA
"000031055","022111",1,NA,"00600","0000000089","0000053400",NA
"000071111","022113",1,NA,"00400","0000000225","0000090000",NA
"000071115","022113",1,NA,"00300","0000000235","0000070500",NA
"000011021","022111",1,NA,"00600","0000000135","0000081000",NA
"000071113","022111",1,NA,"00600","0000000125","0000075000",NA
"000071101","022111",1,NA,"00200","0000000125","0000025000",NA
"000061088","022111",1,NA,"00300","0000000125","0000037500",NA
"000061084","022112",1,NA,"00300","0000000157","0000047100",NA
"000061076","022113",1,NA,"00300","0000000250","0000075000",NA
"000071098","022111",1,NA,"00600","0000000125","0000075000",NA
"000071104","022111",1,NA,"00650","0000000165","0000107250",NA
"000011039","022111",1,NA,"01500","0000000125","0000187500",NA
"000051072","022113",1,NA,"00300","0000000175","0000052500",NA
"000011003","022112",1,NA,"00600","0000000200","0000120000",NA
"000011006","022111",1,NA,"00300","0000000125","0000037500",NA
"000011030","022111",1,NA,"00160","0000000150","0000024000",NA
"000051073","022113",1,NA,"00200","0000000245","0000049000",NA
"000061090","022111",1,NA,"00600","0000000225","0000135000",NA
"000012008","022111",1,NA,"00250","0000000100","0000025000",NA
"000072105","022113",1,NA,"00600","0000000235","0000141000",NA
"000012001","022111",7,NA,"00360","0000000185","0000066600",NA
"000062076","022111",1,NA,"00120","0000000135","0000016200",NA
"000012006","022111",1,NA,"00600","0000000165","0000099000",NA
"000042066","022111",1,NA,"00380","0000000215","0000081700",NA
"000032051","022111",1,NA,"00300","0000000195","0000058500",NA
"000012023","022111",1,NA,"00600","0000000195","0000117000",NA
"000012023","023111",1,NA,NA,NA,"0000150000",NA
"000012007","022111",1,NA,"00500","0000000197","0000098500",NA
"000012002","022111",1,NA,"00600","0000000100","0000060000",NA
"000012004","022111",1,NA,"01200","0000000195","0000234000",NA
"000012038","022112",1,NA,"00500","0000000125","0000062500",NA
"000042061","022113",1,NA,"00600","0000000225","0000135000",NA
"000012005","022111",1,NA,"00200","0000000175","0000035000",NA
"000012005","022113",1,NA,"00150","0000000290","0000043500",NA
"000042067","022111",1,NA,"00080","0000000125","0000010000",NA
"000012030","022111",1,NA,"00900","0000000195","0000175500",NA
"000012031","022111",1,NA,"00600","0000000125","0000075000",NA
"000072106","022111",1,NA,"00600","0000000185","0000111000",NA
"000072107","022113",1,NA,"00600","0000000225","0000135000",NA
"000072107","023111",1,NA,NA,NA,"0000450000",NA
"000072110","022111",7,NA,"01200","0000000150","0000180000",NA
"000072100","022111",1,NA,"00300","0000000085","0000025500",NA
"000012016","022111",1,NA,"00500","0000000125","0000062500",NA
"000012036","022112",1,NA,"00300","0000000215","0000064500",NA
"000072109","022111",1,NA,"00450","0000000125","0000056250",NA
"000012020","022113",1,NA,"00300","0000000225","0000067500",NA
"000042068","022111",1,NA,"00400","0000000195","0000078000",NA
"000062084","022112",1,NA,"01800","0000000175","0000315000",NA
"000042059","022111",1,NA,"00200","0000000185","0000037000",NA
"000072104","022113",1,NA,"01200","0000000215","0000258000",NA
"000072096","022111",1,NA,"00400","0000000125","0000050000",NA
"000032054","022112",1,NA,"00600","0000000125","0000075000",NA
"000012015","022111",1,NA,"00600","0000000150","0000090000",NA
"000012014","022111",1,NA,"01200","0000000125","0000150000",NA
"000012045","022111",1,NA,"00600","0000000185","0000111000",NA
"000012011","022111",1,NA,"00700","0000000195","0000136500",NA
"000072113","022111",1,NA,"00300","0000000100","0000030000",NA
"000072118","022113",1,NA,"00300","0000000300","0000090000",NA
"000012011","023111",1,NA,NA,NA,"0000450000",NA
"000062089","022112",1,NA,"00300","0000000215","0000064500",NA
"000012012","022111",1,NA,"01200","0000000185","0000222000",NA
"000072102","022111",1,NA,"00600","0000000100","0000060000",NA
"000012021","022111",1,NA,"00060","0000000180","0000010800",NA
"000072115","022111",1,NA,"00600","0000000185","0000111000",NA
"000043061","022111",1,NA,"00850","0000000147","0000124950",NA
"000043061","023111",7,NA,NA,NA,"0000380000",NA
"000043065","022111",1,NA,"00400","0000000100","0000040000",NA
"000013038","022112",1,NA,"00120","0000000150","0000018000",NA
"000013037","022111",1,NA,"00080","0000000100","0000008000",NA
"000093120","022112",1,NA,"00240","0000000175","0000042000",NA
"000063082","022111",1,NA,"00250","0000000147","0000036750",NA
"000073104","022111",1,NA,"00100","0000000135","0000013500",NA
"000063073","022111",1,NA,"00300","0000000120","0000036000",NA
"000063085","022112",1,NA,"00300","0000000150","0000045000",NA
"000033053","022111",1,NA,"00600","0000000125","0000075000",NA
"000023041","022112",1,NA,"00500","0000000185","0000092500",NA
"000073108","022111",1,NA,"01200","0000000118","0000141600",NA
"000073108","023111",1,NA,NA,NA,"0000300000",NA
"000033052","022113",1,NA,"00100","0000000250","0000025000",NA
"000033049","022111",1,NA,"00400","0000000125","0000050000",NA
"000013004","022111",1,NA,"00300","0000000145","0000043500",NA
"000013005","022112",1,NA,"00400","0000000157","0000062800",NA
"000073115","022111",1,NA,"00600","0000000145","0000087000",NA
"000013010","022111",1,NA,"00600","0000000137","0000082200",NA
"000013034","022112",1,NA,"00400","0000000165","0000066000",NA
"000013021","022111",1,NA,"00120","0000000125","0000015000",NA
"000063076","022111",1,NA,"00350","0000000165","0000057750",NA
"000013001","022111",1,NA,"00150","0000000120","0000018000",NA
"000013007","022111",1,NA,"00800","0000000175","0000140000",NA
"000033050","022111",1,NA,"00100","0000000135","0000013500",NA
"000073109","022111",1,NA,"00600","0000000125","0000075000",NA
"000013027","022112",1,NA,"00200","0000000185","0000037000",NA
"000013018","022113",1,NA,"00100","0000000200","0000020000",NA
"000013020","022111",1,NA,"00400","0000000185","0000074000",NA
"000013002","022111",1,NA,"00400","0000000125","0000050000",NA
"000013028","022113",1,NA,"00030","0000000300","0000009000",NA
"000063079","022113",1,NA,"00600","0000000250","0000150000",NA
"000013029","022111",1,NA,"00800","0000000137","0000109600",NA
"000013016","022112",1,NA,"00800","0000000178","0000142400",NA
"000073112","022113",1,NA,"00200","0000000225","0000045000",NA
"000013009","022111",1,NA,"00600","0000000155","0000093000",NA
"000013019","022111",1,NA,"00500","0000000125","0000062500",NA
"000043064","022111",1,NA,"00700","0000000135","0000094500",NA
"000063071","022111",1,NA,"00750","0000000155","0000116250",NA
"000063071","023111",1,NA,NA,NA,"0000150000",NA
"000033051","022112",1,NA,"00600","0000000125","0000075000",NA
"000043056","022111",1,NA,"00300","0000000145","0000043500",NA
"000063081","022112",1,NA,"00600","0000000150","0000090000",NA
"000063092","022111",1,NA,"00150","0000000137","0000020550",NA
"000014026","022111",1,NA,"00600","0000000175","0000105000",NA
"000014026","023111",1,NA,NA,NA,"0000600000",NA
"000014011","022113",1,NA,"00060","0000000145","0000008700",NA
"000014002","022111",1,NA,"00210","0000000100","0000021000",NA
"000014003","022111",1,NA,"00600","0000000225","0000135000",NA
"000014018","022113",1,NA,"00300","0000000225","0000067500",NA
"000014019","022111",1,NA,"00600","0000000045","0000027000",NA
"000014021","022113",1,NA,"00300","0000000200","0000060000",NA
"000024041","022111",1,NA,"00600","0000000100","0000060000",NA
"000074097","022111",1,NA,"00300","0000000140","0000042000",NA
"000014008","022113",1,NA,"01200","0000000190","0000228000",NA
"000074114","022113",1,NA,"00300","0000000250","0000075000",NA
"000074112","022112",1,NA,"00300","0000000150","0000045000",NA
"000014037","022111",1,NA,"00090","0000000118","0000010620",NA
"000014036","022111",1,NA,"00300","0000000150","0000045000",NA
"000014038","022111",1,NA,"00600","0000000100","0000060000",NA
"000014030","022111",1,NA,"00600","0000000150","0000090000",NA
"000014023","022111",1,NA,"00600","0000000137","0000082200",NA
"000064083","022111",1,NA,"01200","0000000150","0000180000",NA
"000094118","022112",1,NA,"00300","0000000165","0000049500",NA
"000074101","022112",1,NA,"00200","0000000175","0000035000",NA
"000074103","022113",1,NA,"00600","0000000150","0000090000",NA
"000094116","022111",1,NA,"00150","0000000117","0000017550",NA
"000074115","022113",1,NA,"00080","0000000500","0000040000",NA
"000074110","022111",1,NA,"00600","0000000150","0000090000",NA
"000044062","022111",1,NA,"00600","0000000135","0000081000",NA
"000044064","022111",1,NA,"00700","0000000150","0000105000",NA
"000094120","022111",1,NA,"01200","0000000125","0000150000",NA
"000074091","022111",1,NA,"00650","0000000100","0000065000",NA
"000074094","022111",1,NA,"00300","0000000100","0000030000",NA
"000074093","022111",1,NA,"00300","0000000050","0000015000",NA
"000014035","022111",1,NA,"00600","0000000100","0000060000",NA
"000014031","022111",1,NA,"00300","0000000135","0000040500",NA
"000074109","022111",1,NA,"00600","0000000045","0000027000",NA
"000014029","022111",1,NA,"00600","0000000120","0000072000",NA
"000014029","023111",1,NA,NA,NA,"0000400000",NA
"000014039","022113",1,NA,"00300","0000000200","0000060000",NA
"000044056","022112",1,NA,"00600","0000000175","0000105000",NA
"000044057","022111",1,NA,"00400","0000000118","0000047200",NA
"000044058","022113",1,NA,"00600","0000000212","0000127200",NA
"000074102","022111",7,NA,"00200","0000000147","0000029400",NA
"000074105","022111",1,NA,"00600","0000000135","0000081000",NA
"000074107","022111",1,NA,"00900","0000000045","0000040500",NA
