"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06"
20002012216,"022111",1,NA,"00600","0000000500","0000300000"
20007018716,"022111",1,NA,"00600","0000001000","0000600000"
20007018716,"023111",1,NA,NA,NA,"0000500000"
20010019923,"022111",1,NA,"00140","0000000300","0000042000"
20010019908,"022111",1,NA,"00600","0000001000","0000600000"
20004014716,"022111",1,NA,"00080","0000001250","0000100000"
20011021212,"022111",1,NA,"00600","0000000750","0000450000"
20007017408,"022111",1,NA,"00300","0000000750","0000225000"
20007017412,"022111",1,NA,"00600","0000001000","0000600000"
20007017413,"022113",1,NA,"00250","0000000600","0000150000"
20012022108,"022111",1,NA,"00600","0000000750","0000450000"
20012022112,"022111",1,NA,"01200","0000000750","0000900000"
20004014708,"022111",1,NA,"00180","0000001250","0000225000"
20004014708,"023111",1,NA,NA,NA,"0006000000"
20006016223,"022113",1,NA,"00150","0000003000","0000450000"
20006016223,"022115",1,NA,NA,NA,"0000200000"
20001010816,"022111",1,NA,"00200","0000000750","0000150000"
20004014316,"022111",1,NA,"00600","0000000500","0000300000"
20006016608,"022113",1,NA,"00600","0000000750","0000450000"
20007017416,"022113",1,NA,"00375","0000000600","0000225000"
20012022920,"022111",1,NA,"00600","0000001000","0000600000"
20006016220,"022113",1,NA,"00300","0000002800","0000840000"
20009019108,"022113",1,NA,"00375","0000000600","0000225000"
20001011420,"022113",1,NA,"00600","0000000900","0000540000"
20004014313,"022111",1,NA,"00200","0000000500","0000100000"
20004014713,"022111",1,NA,"00600","0000000750","0000450000"
20007018323,"022113",1,NA,"00750","0000000800","0000600000"
20013023712,"022111",1,NA,"00620","0000000600","0000372000"
20006016213,"022113",1,NA,"00150","0000002500","0000375000"
20006016213,"022115",1,NA,NA,NA,"0000100000"
20001010512,"022111",1,NA,"00600","0000000750","0000450000"
20004014310,"022111",1,NA,"00620","0000000750","0000465000"
20006015808,"022113",1,NA,"00375","0000000600","0000225000"
20007017912,"022113",1,NA,"00965","0000000800","0000772000"
20001010523,"022111",1,NA,"01200","0000000750","0000900000"
20001010523,"023111",1,NA,NA,NA,"0001000000"
20006017008,"022111",1,NA,"00135","0000001000","0000135000"
20007017914,"022113",1,NA,"00650","0000000600","0000390000"
20006016208,"022111",1,NA,"00300","0000001500","0000450000"
20006015516,"022111",1,NA,"00600","1000","0000600000"
20006015516,"022113",1,NA,"00600","0000002000","0001200000"
20001011412,"022113",1,NA,"00600","0000000750","0000450000"
20004014320,"022111",1,NA,"00300","0000000750","0000225000"
20001010813,"022111",5,NA,"00600","0000000750","0000450000"
20006016212,"022113",1,NA,"00150","0000002500","0000375000"
20011020812,"022111",1,NA,"00620","0000001000","0000620000"
20012022115,"022111",1,NA,"00600","0000001250","0000750000"
20013024113,"022111",1,NA,"00600","0000000325","0000195000"
20004013820,"022111",1,NA,"00600","0000000750","0000450000"
20012021723,"022111",1,NA,"00600","0000000500","0000300000"
20004014323,"022113",1,NA,"00060","0000000700","0000042000"
20001011813,"022111",1,NA,"01200","0000000700","0000840000"
20006015813,"022111",1,NA,"00620","0000000750","0000465000"
20011020816,"022111",1,NA,"00750","0000000600","0000450000"
20001010120,"022111",1,NA,"00360","0000000500","0000180000"
20013024108,"022113",1,NA,"00300","0000000700","0000210000"
20013024112,"022111",1,NA,"00300","0000000500","0000150000"
20001010520,"022111",1,NA,"01200","0000000600","0000720000"
20001010516,"022111",1,NA,"00600","0000000350","0000210000"
20001011823,"022111",1,NA,"00300","0000000700","0000210000"
20009019516,"022111",1,NA,"00620","0000000375","0000232500"
20001010116,"022111",1,NA,"01200","0000000700","0000840000"
20006015513,"022111",1,NA,"00600","0000001500","0000900000"
20006015513,"022113",1,NA,"00600","0000002200","0001320000"
20111041620,"022111",1,NA,"00600","0000000500","0000300000"
20108039116,"022111",1,NA,"00160","0000001000","0000160000"
20116044508,"022111",1,NA,"00600","0000000750","0000450000"
20113042816,"022111",1,NA,"00600","0000000550","0000330000"
20107038313,"022111",1,NA,"00060","0000001000","0000060000"
20111041613,"022111",1,NA,"00160","0000001500","0000240000"
20105036316,"022115",1,NA,NA,NA,"0000600000"
20108039113,"022111",1,NA,"00300","0000000600","0000180000"
20110040608,"022111",1,NA,"00300","0000000750","0000225000"
20110041213,"022111",1,NA,"00600","0000000750","0000450000"
20110040620,"022111",1,NA,"00080","0000000750","0000060000"
20112042423,"022111",1,NA,"00600","0000000750","0000450000"
20112042420,"022111",1,NA,"00600","0000000750","0000450000"
20112042420,"023111",1,NA,NA,NA,"0001000000"
20113042813,"022111",1,NA,"01200","0000000750","0000900000"
20101033915,"022111",1,NA,"00300","0000000750","0000225000"
20113043209,"022111",1,NA,"00600","0000001000","0000600000"
20105037112,"022111",1,NA,"00600","0000000750","0000450000"
20105037113,"022111",1,NA,"00150","0000000750","0000112500"
20105036320,"022111",1,NA,"00200","0000001000","0000200000"
20113042808,"022111",1,NA,"00600","0000000750","0000450000"
20108039508,"022111",1,NA,"00600","0000000700","0000420000"
20111042023,"022113",1,NA,"00200","0000001500","0000300000"
20111042012,"022111",1,NA,"00200","0000000750","0000150000"
20104035920,"022111",1,NA,"00050","0000000500","0000025000"
20108039513,"022111",1,NA,"00600","0000000750","0000450000"
20102034316,"022111",1,NA,"01000","0000001250","0001250000"
20110040820,"022111",1,NA,"00600","0000000900","0000540000"
20109040313,"022111",1,NA,"00300","0000001250","0000375000"
20110040823,"022111",1,NA,"00200","0000000750","0000150000"
20116044512,"022111",1,NA,"00100","0000000750","0000075000"
20109039908,"022111",1,NA,"00600","0000000750","0000450000"
20113043213,"022113",1,NA,"00060","0000001500","0000090000"
20109040308,"022111",1,NA,"00600","0000001500","0000900000"
20109040316,"022111",1,NA,"00620","0000000750","0000465000"
20101033920,"022111",1,NA,"00800","0000001000","0000800000"
20102034308,"022111",1,NA,"00300","0000001000","0000300000"
20102034312,"022111",1,NA,"00080","0000001000","0000080000"
