"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10"
10010008516,"01",1,1,"43",1,2,21,3,1
10010008516,"02",2,2,"38",1,2,41,5,1
10010008516,"03",3,2,"15",1,1,31,4,4
10010008516,"04",3,2,"07",1,1,11,NA,NA
10006006116,"01",1,1,"47",2,NA,NA,1,1
10006006116,"02",2,2,"45",1,2,11,5,1
10006006116,"03",3,1,"15",1,1,31,4,4
10006006116,"04",3,2,"09",1,1,21,NA,NA
10006006120,"01",1,1,"37",1,2,41,1,1
10006006120,"02",2,2,"30",1,2,41,5,1
10006006120,"03",3,1,"05",NA,NA,NA,NA,NA
10006006112,"01",1,1,"39",1,2,52,1,1
10006006112,"02",2,2,"38",1,2,51,5,1
10006006112,"03",3,2,"05",NA,NA,NA,NA,NA
10010008508,"01",1,1,"59",1,2,21,3,1
10010008508,"02",2,2,"48",1,2,21,5,1
10010008508,"03",3,2,"24",1,2,52,5,1
10012009720,"01",1,1,"57",1,2,11,1,1
10012009720,"02",2,2,"55",2,NA,NA,5,1
10001002523,"01",1,1,"39",1,2,11,1,1
10001002523,"02",2,2,"31",1,2,21,5,1
10001002523,"03",3,2,"04",NA,NA,NA,NA,NA
10001000108,"01",1,2,"80",2,NA,NA,6,2
10001000120,"01",1,2,"57",2,NA,NA,5,2
10001000120,"02",3,1,"26",1,2,21,1,4
10001000518,"01",1,1,"41",1,2,21,1,1
10001000518,"02",2,2,"32",1,2,11,5,1
10001000518,"03",3,1,"16",1,1,31,4,4
10001000518,"04",3,1,"07",1,1,11,NA,NA
10010008520,"01",1,1,"66",1,2,11,1,1
10010008520,"02",2,2,"63",1,2,11,5,1
10010008520,"03",3,1,"25",1,1,52,4,4
10001000116,"01",1,1,"43",1,2,21,6,1
10001000116,"02",2,2,"42",1,2,41,5,1
10001000116,"03",3,1,"22",1,2,51,2,4
10001000116,"04",3,2,"21",1,1,52,4,4
10001000123,"01",1,1,"56",1,2,11,1,1
10001000123,"02",2,2,"48",1,2,21,5,1
10001000508,"01",1,1,"34",1,2,41,1,1
10001000508,"02",2,2,"28",1,2,41,5,1
10001000508,"03",3,1,"04",NA,NA,NA,NA,NA
10001000523,"01",1,1,"49",1,2,53,1,1
10001000523,"02",2,2,"42",1,2,52,5,1
10001000523,"03",3,1,"21",1,1,52,4,4
10001000523,"04",3,2,"18",1,2,41,6,4
10001000117,"01",1,2,"48",1,2,71,6,1
10001000117,"02",3,1,"06",1,1,11,NA,NA
10001000117,"03",3,1,"02",NA,NA,NA,NA,NA
10001000112,"01",1,1,"46",1,2,21,6,1
10001000112,"02",2,2,"43",1,2,11,5,1
10001000112,"03",3,1,"23",1,2,51,2,4
10001000112,"04",3,1,"19",1,1,52,4,4
10001000112,"05",3,1,"07",1,1,11,NA,NA
10004003720,"01",1,1,"60",1,2,52,3,1
10004003720,"02",2,2,"58",1,2,51,3,1
10004003720,"03",3,2,"22",1,2,52,6,4
10004003723,"01",1,1,"71",1,2,21,3,1
10004003723,"02",2,2,"62",1,2,11,5,1
10005004912,"01",1,2,"60",2,NA,NA,5,1
10004003712,"01",1,1,"29",1,2,41,1,1
10004003712,"02",2,2,"29",1,2,52,5,1
10004003712,"03",3,2,"03",NA,NA,NA,NA,NA
10004003713,"01",1,1,"25",1,2,41,1,1
10004003713,"02",2,2,"21",1,2,41,5,1
10006006123,"01",1,1,"70",2,NA,NA,3,1
10006006123,"02",2,2,"64",2,NA,NA,5,1
10006006108,"01",1,1,"42",1,2,21,1,1
10006006108,"02",2,2,"38",1,2,11,5,1
10006006108,"03",3,1,"05",NA,NA,NA,NA,NA
10007007312,"01",1,2,"43",1,2,21,3,1
10007007312,"02",3,1,"22",1,1,51,4,4
10007007312,"03",3,1,"19",1,1,51,4,4
10007007312,"04",3,2,"06",1,1,11,NA,NA
10007007323,"01",1,1,"46",1,1,51,1,1
10007007323,"02",2,2,"36",1,2,21,5,1
10007007323,"03",3,2,"20",1,1,52,4,4
10007007323,"04",3,1,"14",1,1,31,4,4
10001001712,"01",1,1,"31",1,2,11,1,1
10001001712,"02",2,2,"23",1,2,41,5,1
10001001712,"03",3,1,"01",NA,NA,NA,NA,NA
10001001723,"01",1,1,"32",1,2,11,1,1
10001001723,"02",2,2,"29",1,2,21,5,1
10001001723,"03",3,1,"11",1,1,11,4,4
10001001708,"01",1,1,"34",1,2,11,1,1
10001001708,"02",2,2,"33",1,2,11,5,1
10001001708,"03",3,1,"08",1,1,11,NA,NA
10001001708,"04",3,1,"04",NA,NA,NA,NA,NA
10001001708,"05",3,1,"00",NA,NA,NA,NA,NA
10001000520,"01",1,1,"44",1,2,41,2,1
10001000520,"02",2,2,"40",1,2,51,5,1
10001000520,"03",3,2,"13",1,1,31,4,4
10001000520,"04",3,1,"12",1,1,11,4,4
10001000520,"05",3,2,"06",1,1,11,NA,NA
10005004916,"01",1,1,"86",2,NA,NA,3,1
10005004916,"02",2,2,"82",2,NA,NA,5,1
10001002512,"01",1,1,"29",1,2,21,1,1
10001002512,"02",2,2,"24",1,2,21,5,1
10001002512,"03",3,2,"03",NA,NA,NA,NA,NA
10001001312,"01",1,1,"67",1,2,31,6,1
10001001312,"02",2,2,"62",1,2,31,5,1
10001001312,"03",3,1,"33",1,2,41,2,4
10005004908,"01",1,1,"36",1,2,71,1,1
10005004908,"02",2,2,"36",1,2,21,5,1
10005004908,"03",3,2,"17",1,1,21,4,4
10005004908,"04",3,2,"15",1,1,21,4,4
10005004908,"05",3,1,"12",1,1,11,4,4
10005004908,"06",3,1,"02",NA,NA,NA,NA,NA
10005004923,"01",1,1,"37",1,2,11,1,1
10005004923,"02",2,2,"35",2,NA,NA,5,1
10005004923,"03",3,1,"12",1,1,11,4,4
10005004923,"04",3,2,"11",1,1,11,4,4
10001001320,"01",1,2,"55",1,2,11,5,2
10001001320,"02",3,1,"27",1,2,31,1,4
10012009713,"01",1,1,"36",1,2,41,1,1
10012009713,"02",2,2,"27",1,2,11,5,1
10012009713,"03",3,1,"13",1,1,11,4,4
10012009713,"04",3,1,"03",NA,NA,NA,NA,NA
10012009708,"01",1,1,"87",2,NA,NA,3,1
10012009708,"02",2,2,"73",2,NA,NA,5,1
10012009723,"01",1,1,"55",1,2,11,1,1
10012009723,"02",2,2,"51",2,NA,NA,5,1
10012009723,"03",3,2,"16",1,1,11,4,4
10012009723,"04",3,2,"13",1,1,21,4,4
10007007320,"01",1,1,"44",1,2,41,1,1
10007007320,"02",2,2,"41",1,2,21,5,1
10007007320,"03",3,2,"22",1,2,41,6,4
10007007320,"04",3,1,"04",NA,NA,NA,NA,NA
10012009712,"01",1,1,"40",1,2,21,1,1
10010008523,"01",1,1,"65",1,2,41,2,1
10010008523,"02",2,2,"56",1,2,11,5,1
10010008523,"03",3,1,"26",1,2,52,1,4
10010008513,"01",1,1,"64",1,2,11,3,1
10010008513,"02",2,2,"56",1,2,11,5,1
10010008513,"03",3,1,"21",1,2,31,6,4
10010008512,"01",1,1,"57",1,2,11,1,1
10010008512,"02",2,2,"52",1,2,11,5,1
10010008512,"03",3,2,"15",1,1,21,4,4
10010008512,"04",6,2,"83",2,NA,NA,3,2
10001001308,"01",1,1,"48",1,2,51,6,1
10001001308,"02",2,2,"39",1,2,41,5,1
10001001308,"03",3,2,"13",1,1,21,4,4
10001001308,"04",3,1,"09",1,1,11,NA,NA
10001001316,"01",1,1,"43",1,2,41,1,1
10001001316,"02",2,2,"41",1,2,41,5,1
10001001316,"03",3,2,"19",1,1,51,4,4
10001001316,"04",3,1,"11",1,1,11,4,4
10001001316,"05",3,1,"05",NA,NA,NA,NA,NA
10001002516,"01",1,1,"56",1,2,11,1,1
10001002516,"02",2,2,"50",2,NA,NA,5,1
10001002516,"03",3,2,"31",1,2,52,2,1
10001002516,"04",3,2,"18",1,1,52,4,4
10001002516,"05",3,1,"22",1,1,52,1,4
10001002508,"01",1,1,"45",1,2,11,1,1
10001002508,"02",2,2,"42",1,2,71,5,1
10001002508,"03",3,1,"05",NA,NA,NA,NA,NA
10001001720,"01",1,1,"53",1,2,11,1,1
10001001323,"01",1,1,"42",1,2,52,1,1
10001001323,"02",2,2,"38",1,2,52,1,1
10001001323,"03",3,2,"12",1,1,11,4,4
10001001323,"04",3,2,"06",1,1,11,NA,NA
10001000512,"01",1,1,"32",1,2,41,1,1
10001000512,"02",2,2,"33",1,2,41,5,1
10001000512,"03",3,2,"02",NA,NA,NA,NA,NA
10001000513,"01",1,1,"29",1,2,52,1,1
10001000513,"02",2,2,"30",1,2,52,5,1
10001001313,"01",1,1,"45",1,2,21,1,1
10001001313,"02",2,2,"39",1,2,41,5,1
10001001313,"03",3,1,"17",1,1,31,4,4
10001001720,"02",2,2,"49",2,NA,NA,5,1
10001001720,"03",3,1,"19",1,1,51,4,4
10001001720,"04",3,2,"17",1,1,31,4,4
10001001723,"04",3,2,"04",NA,NA,NA,NA,NA
10002002916,"01",1,1,"85",2,NA,NA,3,1
10002002916,"02",2,2,"73",2,NA,NA,5,1
10001001713,"01",1,1,"51",1,2,11,6,1
10001001713,"02",2,2,"50",1,2,21,5,1
10001001713,"03",3,2,"21",1,2,51,2,4
10011009312,"01",1,1,"61",2,NA,NA,1,1
10011009312,"02",2,2,"69",2,NA,NA,5,1
10004004120,"01",1,1,"56",1,2,11,1,1
10004004120,"02",2,2,"40",1,2,11,5,1
10004004120,"03",3,2,"17",1,1,31,4,1
10004004120,"04",3,1,"10",1,1,11,4,4
10009007720,"01",1,1,"52",1,2,11,1,1
10009007720,"02",2,2,"52",1,2,11,5,1
10009007720,"03",3,1,"30",1,2,21,1,1
10009007720,"04",3,1,"26",1,2,21,1,4
10009007720,"05",3,1,"22",1,2,21,1,4
10009007720,"06",3,2,"08",1,1,11,NA,NA
10004004108,"01",1,1,"57",1,2,11,1,1
10004004108,"02",2,2,"56",2,NA,NA,5,1
10004004108,"03",3,2,"24",2,NA,NA,6,4
10004004114,"01",1,1,"67",1,2,11,3,1
10004004114,"02",2,2,"60",1,2,71,5,1
10005004523,"01",1,1,"32",1,2,11,1,1
10005004523,"02",2,2,"30",1,2,21,5,1
10005004523,"03",3,2,"02",NA,NA,NA,NA,NA
10004004113,"01",1,2,"58",1,2,11,1,1
10004004113,"02",3,2,"31",1,2,41,5,4
10011009308,"01",1,1,"34",1,2,11,3,1
10011009308,"02",2,2,"30",1,2,11,5,1
10011009308,"03",3,1,"08",1,1,11,NA,NA
10011009308,"04",3,2,"05",NA,NA,NA,NA,NA
10001001716,"01",1,1,"26",1,2,31,1,1
10001001716,"02",2,2,"19",1,2,31,5,1
10001001716,"03",3,1,"01",NA,NA,NA,NA,NA
10011009320,"01",1,1,"44",2,NA,NA,1,1
10011009320,"02",2,2,"36",2,NA,NA,5,1
10011009320,"03",3,2,"13",1,1,11,4,4
10011009320,"04",3,2,"08",1,1,11,NA,NA
10011009320,"05",3,1,"09",1,1,11,NA,NA
10006005313,"01",1,2,"55",2,NA,NA,5,2
10006005313,"02",3,2,"29",1,2,53,1,4
10006005313,"03",3,1,"26",1,2,52,1,4
10006005313,"04",3,2,"23",1,2,52,1,4
10005004516,"01",1,2,"57",2,NA,NA,3,2
10005004516,"02",3,1,"25",1,2,21,1,4
10004004123,"01",1,1,"55",1,2,51,3,1
10004004123,"02",2,2,"45",1,2,21,5,1
10004004123,"03",3,2,"17",1,1,31,4,4
10005004512,"01",1,1,"52",1,2,71,1,1
10005004512,"02",2,2,"50",2,NA,NA,5,1
10005004512,"03",3,1,"28",1,2,21,1,4
10005004512,"04",3,2,"22",1,2,11,5,4
10005004512,"05",3,1,"18",1,2,11,1,4
10005004512,"06",3,1,"07",1,1,11,NA,NA
10005004512,"07",3,1,"06",1,1,11,NA,NA
10007006923,"01",1,1,"52",2,NA,NA,3,1
10007006917,"01",1,1,"71",2,NA,NA,1,1
10007006917,"02",2,2,"60",2,NA,NA,5,1
10007006916,"01",1,1,"43",1,2,41,1,1
10007006916,"02",2,2,"34",1,2,41,5,1
10007006916,"03",3,2,"14",1,1,31,4,4
10007006916,"04",3,2,"10",1,1,11,4,4
10007006923,"02",2,2,"47",2,NA,NA,5,1
10007006923,"03",3,2,"22",1,2,41,5,1
10007006923,"04",3,1,"17",1,2,41,1,4
10006005308,"01",1,1,"48",1,2,11,1,1
10006005308,"02",2,2,"48",1,2,71,5,1
10006005308,"03",3,1,"21",1,2,41,1,4
