"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10","DYCOL11","DYCOL12","DYCOL13","DYCOL14","DYCOL15"
20011395420,"01",1,6121,"01440",5,1,"5",7,"00000020000000","00000050000000",NA,NA,NA,142500000,72500000
20001385423,"01",1,6111,"01110",5,1,"6",5,NA,"00000021500000",NA,"00000021500000",NA,1.13e+08,7e+07
20011395407,"01",1,6111,"01110",5,1,"7",5,NA,"00000076500000",NA,NA,NA,1.85e+08,108500000
20011395407,"01",1,6121,"01440",5,1,"4",7,NA,"00000105000000",NA,NA,NA,2.05e+08,1e+08
20004387823,"01",1,8322,"49230",5,2,"8",2,NA,"00000025000000","00000020000000","00000025000000",NA,1.9e+08,1.2e+08
20011395415,"01",1,8322,"49230",5,2,"10",2,NA,"00000026000000","00000025000000","00000020000000",NA,2.11e+08,1.4e+08
20011395411,"02",1,6111,"01110",5,1,"7",5,NA,"00000076500000",NA,NA,NA,1.85e+08,108500000
20011395411,"02",1,6121,"01440",5,1,"5",7,NA,"00000105000000",NA,NA,NA,2.05e+08,1e+08
20010394223,"01",1,6111,"01110",5,1,"7",5,"00000001500000","00000020000000","00000001500000","00000023000000",NA,1.45e+08,9.9e+07
20012396620,"01",1,6111,"01110",4,1,"7",6,"00000030000000","00000109000000","00000005000000","00000048000000",NA,2.88e+08,9.6e+07
20012396623,"01",1,6111,"01110",5,1,"8",7,NA,"00000105000000","00000041000000","00000220000000",NA,4.66e+08,1e+08
20012396623,"01",1,6121,"01440",5,1,"5",7,NA,"00000040000000","00000006000000",NA,NA,1.8e+08,1.34e+08
20003386620,"01",1,6121,"01440",5,1,"7",7,NA,"00000120000000","00000010000000",NA,NA,2.33e+08,1.03e+08
20004387809,"01",1,8322,"49230",5,2,"8",4,NA,"00000192000000","00000010000000","00000015000000","00000008000000",3.6e+08,1.35e+08
20004387811,"01",1,6111,"01110",5,1,"5",7,NA,"00000050000000",NA,"00000020000000",NA,8e+07,1e+07
20004387811,"01",1,6121,"01440",4,1,"7",7,"00000020000000","00000050000000","00000020000000",NA,NA,1.6e+08,7e+07
20006390209,"01",1,8322,"49230",5,2,"7",6,NA,"00000018000000","00000020000000","00000012000000",NA,1.4e+08,9e+07
20007392611,"01",1,8322,"37000",5,2,"7",7,NA,"00000020000000",NA,NA,NA,2.6e+08,2.4e+08
20003386609,"01",1,6121,"01440",5,1,"10",7,NA,"00000104000000",NA,"00000040000000",NA,2.67e+08,1.23e+08
20010394214,"01",1,6111,"01110",4,1,"8",5,"00000200000000","00000110000000","00000007000000","00000120000000",NA,8.5e+08,4.13e+08
20010394214,"01",1,6121,"01440",5,1,"3",7,NA,"00000322000000","00000005000000","00000024000000",NA,5.6e+08,2.09e+08
20010394214,"02",1,6121,"01440",6,1,"3",7,NA,NA,NA,NA,NA,NA,0
20006390223,"01",1,6112,"01240",4,1,"5",7,"00000010000000","00000040000000",NA,NA,NA,7e+07,2e+07
20003386614,"01",1,6111,"01110",5,1,"6",7,NA,"00000006000000",NA,"00000018200000",NA,9.5e+07,70800000
20003386614,"01",1,6121,"01440",5,1,"4",7,"00000025000000","00000100000000",NA,NA,NA,2e+08,7.5e+07
20012396620,"01",1,6112,"01240",4,1,"6",6,"00000020000000","00000022000000","00000002000000","00000012000000",NA,1.5e+08,9.4e+07
20012396620,"01",1,6121,"01440",4,1,"4",7,"00000003850000","00000021300000",NA,"00000007000000",NA,8.5e+07,52850000
20012396609,"01",1,6121,"01440",5,1,"5",7,NA,"00000025000000","00000001200000",NA,NA,4.5e+07,18800000
20013397823,"01",1,6121,"01440",4,1,"4",7,"00000020000000","00000010000000","00000000600000",NA,NA,4e+07,9400000
