"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10","DYCOL11","DYCOL12","DYCOL13","DYCOL14","DYCOL15"
10002002808,"01",1,7213,"45200",5,2,"9",7,NA,"00000070000000","00000010000000","00000020000000",NA,"340000000",2.4e+08
10002002815,"01",1,1412,"56100",4,2,"7",7,"00000233000000","00002400000000","00000020000000","00000100000000","00000050000000","3263000000",4.6e+08
10002002815,"01",1,5224,"47213",5,2,"5",4,NA,"00001100000000","00000002000000","00000005000000","00000025000000","1172000000",4e+07
10006006814,"01",1,5224,"47212",5,2,"8",7,NA,"00001000000000","00000003000000","00000145000000","00000015000000","1583000000",4.2e+08
10006006812,"01",1,5224,"47212",5,2,"8",7,NA,"00000300000000","00000010000000","00000006000000",NA,"420000000",1.04e+08
10001000211,"01",1,7231,"45200",4,2,"12",6,"00000180000000","00000100000000","00000005000000","00000060000000",NA,"805000000",4.6e+08
10007007712,"02",1,5224,"47990",5,2,"10",6,NA,"00000030000000",NA,NA,NA,"150000000",1.2e+08
10009008108,"03",1,5224,"62090",4,2,"8",6,"00000096000000","00000140000000","00000003000000","00000019000000","00000008000000","421000000",1.55e+08
10013010615,"01",1,8322,"49230",5,2,"12",7,NA,"00000450000000","00000003000000","00000002300000",NA,"776000000",320700000
10010009314,"01",1,8322,"49220",5,2,"5",6,NA,"00000040000000","00000002000000",NA,NA,"122000000",8e+07
10004004210,"04",2,6123,"01490",5,1,NA,NA,NA,"00000250000000",NA,"00000010000000",NA,"330000000",7e+07
10004004210,"05",1,6123,"01490",6,1,"5",5,NA,NA,NA,NA,NA,NA,0
10004004211,"01",1,5224,"47211",5,2,"10",7,NA,"00000300000000",NA,"00000145000000","00000004000000","809000000",3.6e+08
10004004211,"03",1,5224,"47211",5,2,"10",7,NA,"00000300000000",NA,"00000145000000","00000009000000","814000000",3.6e+08
10013010614,"01",1,6111,"01110",4,1,"6",5,"00000450000000","00000171000000","00000004000000","00000262500000","0","1522000000",634500000
10013010614,"01",1,6112,"01240",5,1,"3",7,"00000090000000","00000340000000",NA,"00000033000000",NA,"620000000",1.57e+08
10013010614,"01",1,6121,"01440",4,1,"6",5,NA,"00000451000000",NA,"00000020000000",NA,"818000000",3.47e+08
10013010614,"02",1,6121,"01440",6,1,"3",7,NA,NA,NA,NA,NA,NA,0
10001001516,"01",1,7225,"25920",5,2,"10",6,NA,"00000020000000",NA,"00000060000000",NA,"320000000",2.4e+08
10007007217,"01",1,7522,"16220",5,2,"10",6,NA,"00000030000000","00000020000000","00000020000000",NA,"280000000",2.1e+08
10011009720,"04",1,7537,"14100",5,2,"7",5,NA,"00000013000000","00000007000000","00000005000000",NA,"125000000",1e+08
10011009723,"03",1,6121,"01440",5,1,"9",7,"00000001900000","00000060700000",NA,"00000040000000",NA,"173000000",70400000
10011009711,"04",1,5224,"45300",5,2,"10",6,NA,"00000500000000",NA,"00000072600000",NA,"742600000",1.7e+08
10011009717,"01",1,5224,"47212",5,2,"8",7,NA,"00000160000000","00000002000000","00000011000000","00000003500000","284500000",1.08e+08
10011009714,"01",1,7412,"33140",5,2,"8",6,"00000010000000","00000200000000","00000001000000","00000027000000","00000004000000","452000000",2.1e+08
10006005923,"01",1,7517,"10711",4,2,"12",6,"00000149000000","00001020000000","00000040000000","00000120000000",NA,"1569000000",2.4e+08
10006005920,"01",1,7111,"43300",4,2,"8",4,"00000120000000",NA,"00000020000000","00000030000000",NA,"410000000",2.4e+08
10009008513,"01",1,8322,"49220",5,2,"10",7,NA,"00000024000000","00000040000000","00000006000000",NA,"304000000",2.34e+08
10009008518,"01",1,6121,"01440",5,1,"5",7,NA,"00000040000000","00000005000000",NA,NA,"80000000",3.5e+07
10009008518,"01",1,6111,"01110",4,1,"5",7,"00000020000000","00000017000000",NA,NA,NA,"65000000",2.8e+07
10006005908,"01",1,5224,"47212",5,2,"10",7,"00000024000000","00000200000000","00000005000000","00000200000000",NA,"579000000",1.5e+08
10001002413,"01",1,5224,"47520",5,2,"10",6,NA,"00000480000000",NA,"00000065000000","00000014000000","979000000",4.2e+08
10003003211,"01",1,5224,"47531",5,2,"8",7,"00000072000000","00000240000000","00000010000000","00000005000000",NA,"432000000",1.05e+08
10003003211,"03",1,5224,"47531",6,2,"5",7,NA,NA,NA,NA,NA,NA,0
10012010123,"01",1,6111,"01110",5,1,"8",3,NA,"00000010000000","00000002500000","00000010000000","0","54000000",31500000
10012010114,"01",1,6112,"01240",4,1,"6",7,"00000030000000","00000007000000",NA,"00000026000000",NA,"163000000",1e+08
10012010114,"01",1,6111,"01110",5,1,"5",7,NA,"00000003000000",NA,"00000009500000",NA,"22500000",1e+07
10005005120,"01",1,5224,"47710",5,2,"10",6,NA,"00000695000000","00000020000000","00000050000000","00000005000000","950000000",1.8e+08
10005005116,"01",1,8322,"49230",5,2,"7",5,NA,"00000010000000","00000002000000","00000005000000",NA,"87000000",7e+07
10012010115,"01",1,7126,"43220",4,2,"5",4,"00000050000000","00000004500000","00000001000000",NA,NA,"155000000",99500000
10012010115,"01",1,6111,"01110",5,1,"6",4,NA,"00000028000000","00000001000000","00000008500000",NA,"68000000",30500000
10012010115,"01",1,6112,"01240",4,1,"6",4,"00000020000000","00000017000000",NA,"00000001000000",NA,"140000000",1.02e+08
10001002423,"01",1,8322,"49220",5,2,"10",6,NA,"00000170000000","00000010000000","00000008000000",NA,"368000000",1.8e+08
