"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08"
10004004223,"01","0358000000",NA,NA,NA,NA,NA
10004004223,"02","0262000000",NA,NA,NA,NA,NA
10002002810,"01",NA,"0060000000",NA,NA,NA,"0030000000"
10002002820,"01","0165000000",NA,NA,NA,NA,NA
10002002823,"01","0212400000",NA,NA,NA,"0030000000",NA
10001000217,"01",NA,NA,"0120000000",NA,NA,"0100000000"
10002002815,"01","0142000000",NA,"0002000000",NA,NA,NA
10001000209,"01","0342500000",NA,NA,NA,NA,NA
10009008123,"01","0468000000",NA,NA,NA,NA,NA
10009008108,"01","0370000000",NA,"0002000000",NA,NA,NA
10009008117,"01","0390000000",NA,"0002000000",NA,NA,NA
10006005516,"01","0300000000","0036000000",NA,NA,NA,NA
10006005516,"02","0264000000",NA,NA,NA,NA,NA
10006005523,"01","0216000000",NA,NA,NA,NA,NA
10013010608,"01",NA,NA,"0003400000",NA,NA,NA
10013010623,"01",NA,NA,NA,"0036000000",NA,NA
10013010623,"03",NA,NA,NA,"0014000000",NA,NA
10013010623,"05",NA,NA,NA,"0007500000",NA,NA
10006006823,"01","0358000000",NA,"0002000000",NA,NA,NA
10006006812,"01",NA,"0036000000",NA,NA,NA,NA
10013010620,"01","0060000000",NA,NA,NA,NA,NA
10003003207,"01","0346000000",NA,NA,NA,NA,NA
10003003213,"01",NA,NA,NA,NA,NA,"0040000000"
10007007220,"01",NA,NA,NA,"0030000000",NA,"0020000000"
10007007215,"01","0189000000",NA,NA,NA,NA,NA
10009008512,"01",NA,NA,NA,"0013000000",NA,NA
10007007211,"01","0189000000",NA,NA,NA,NA,NA
10011009723,"01",NA,NA,NA,"0019200000",NA,NA
10011009723,"04",NA,NA,NA,NA,"0003000000",NA
10011009711,"01",NA,NA,NA,NA,NA,"0040000000"
10011009708,"01",NA,NA,NA,NA,NA,"0050000000"
10001001916,"01","0050000000",NA,NA,NA,NA,"0048000000"
10011009717,"01",NA,"0030000000","0002000000",NA,NA,NA
10007007208,"01",NA,NA,NA,"0030800000",NA,"0050000000"
10003003223,"01","0228000000",NA,NA,NA,NA,NA
10006005518,"01","0168000000",NA,NA,NA,NA,NA
10010009323,"01","0084000000",NA,NA,NA,"0025000000",NA
10010009318,"01","0190000000",NA,"0002000000",NA,NA,NA
10010009312,"01","0268000000",NA,"0002000000",NA,"0045000000",NA
10010009314,"01","0160000000",NA,NA,NA,NA,NA
10010009308,"01","0208000000",NA,"0000090000",NA,NA,NA
10001001523,"01",NA,NA,NA,"0038000000",NA,"0034000000"
10001001510,"01","0144000000",NA,NA,NA,NA,NA
10004004210,"01",NA,NA,NA,NA,NA,"0015000000"
10001000613,"01","0226000000",NA,NA,NA,NA,NA
10001000623,"01","0322000000",NA,NA,NA,NA,NA
10001000609,"01","0346000000",NA,NA,NA,NA,NA
10001000612,"01","0291000000",NA,NA,NA,NA,NA
10001000615,"01","0334000000",NA,NA,NA,NA,NA
10001001514,"01",NA,"0120000000",NA,NA,NA,NA
10001001911,"01","0322000000",NA,NA,NA,NA,NA
10010009320,"01","0285000000",NA,NA,NA,NA,NA
10013010610,"01",NA,NA,NA,"0002120000",NA,NA
10006005511,"01","0204000000",NA,NA,NA,NA,NA
10006005512,"01","0300000000",NA,NA,NA,NA,NA
10006005920,"01",NA,"0096000000",NA,NA,NA,NA
10005004623,"01","0151000000",NA,"0003400000",NA,"0006000000",NA
10006005917,"04",NA,NA,NA,"0002100000",NA,NA
10009008508,"01",NA,"0015600000",NA,"0012000000",NA,"0003500000"
10004004215,"01","0250000000",NA,"0002000000",NA,NA,NA
10005004611,"01",NA,NA,"0003400000",NA,NA,NA
10006005913,"01",NA,NA,"0250000000",NA,NA,NA
10004004217,"01","0214000000",NA,NA,NA,NA,NA
10003003211,"01","0262000000",NA,NA,NA,NA,NA
10003003211,"02","0262000000",NA,NA,NA,NA,NA
10005004613,"01","0272000000","0300000000","0200000000",NA,NA,NA
10006006307,"01","0144000000",NA,NA,NA,NA,NA
10006006320,"01","0144000000",NA,NA,NA,NA,NA
10006006315,"01","0027000000","0024000000",NA,NA,NA,NA
10002002816,"01",NA,NA,"0000700000",NA,NA,NA
10007007723,"01","0394000000",NA,NA,NA,NA,NA
10007007720,"01","0430000000",NA,NA,NA,NA,NA
10007007709,"01","0490000000",NA,NA,NA,NA,NA
10004003817,"01","0370000000",NA,NA,NA,NA,NA
