"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06"
20011395420,"022111",1,NA,"01200","0000002000","0002400000"
20001385423,"022111",1,NA,"00200","0000002000","0000400000"
20011395407,"022115",1,NA,NA,NA,"0000600000"
20004387823,"022111",1,NA,"00600","0000002250","0001350000"
20011395411,"022111",1,NA,"00300","0000002000","0000600000"
20010394223,"022111",1,NA,"00900","0000005000","0004500000"
20013397808,"022111",1,NA,"00600","0000002250","0001350000"
20013397823,"022111",1,NA,"00600","0000001250","0000750000"
20013397814,"022111",1,NA,"00080","0000002500","0000200000"
20003386610,"022113",1,NA,"00080","0000004500","0000360000"
20003386620,"022111",1,NA,"00310","0000002000","0000620000"
20004387809,"022113",1,NA,"00200","0000006000","0001200000"
20004387817,"022113",1,NA,"00350","0000003500","0001225000"
20004387811,"022111",1,NA,"00300","0000002000","0000600000"
20006390209,"022111",1,NA,"00600","0000002250","0001350000"
20007391408,"022111",1,NA,"00050","0000004000","0000200000"
20001385408,"022111",1,NA,"00310","0000002500","0000775000"
20007391423,"022111",1,NA,"00080","0000003500","0000280000"
20001384220,"022111",1,NA,"00150","0000005000","0000750000"
20007391820,"022111",1,NA,"00080","0000003000","0000240000"
20002385823,"022111",1,NA,"00300","0000002000","0000600000"
20011394623,"022111",1,NA,"01200","0000002500","0003000000"
20013397020,"022111",1,NA,"00600","0000001500","0000900000"
20009393020,"022111",1,NA,"00150","0000002000","0000300000"
20012395808,"022111",1,NA,"00300","0000001000","0000300000"
20001384609,"022111",1,NA,"00300","0000005000","0001500000"
20001384616,"022111",1,NA,"00300","0000004500","0001350000"
20011394611,"022111",1,NA,"00600","0000002000","0001200000"
20010393414,"022111",1,NA,"00060","0000003000","0000180000"
20004388208,"022113",1,NA,"00125","0000004000","0000500000"
20001384617,"023111",1,NA,NA,NA,"0000500000"
20011394608,"022111",1,NA,"00620","0000002000","0001240000"
20013397013,"022111",1,NA,"00620","0000002250","0001395000"
20006390614,"022111",1,NA,"00600","0000002500","0001500000"
20006390608,"022111",1,NA,"00600","0000001500","0000900000"
20007392223,"022111",1,NA,"00080","0000003800","0000304000"
20007392217,"022111",1,NA,"00140","0000003700","0000518000"
20007391015,"022111",1,NA,"00150","0000003000","0000450000"
20012396211,"022111",1,NA,"00300","0000002000","0000600000"
20006389423,"022111",1,NA,"00240","0000002500","0000600000"
20010393407,"022113",1,NA,"00500","0000003000","0001500000"
20003386609,"022113",1,NA,"00300","0000003500","0001050000"
20013397007,"022113",1,NA,"00300","0000004000","0001200000"
20007391023,"022111",1,NA,"00150","0000003200","0000480000"
20006390623,"022111",1,NA,"00600","0000003000","0001800000"
20006389412,"022113",1,NA,"00300","0000002500","0000750000"
20004387408,"022113",1,NA,"00200","0000003500","0000700000"
20012395814,"022111",1,NA,"00600","0000002000","0001200000"
20010393823,"022111",1,NA,"00600","0000003500","0002100000"
20011394614,"022111",1,NA,"01240","0000002250","0002790000"
20012396213,"022113",1,NA,"00375","0000004000","0001500000"
20004387414,"022111",1,NA,"00300","0000001750","0000525000"
20006389411,"022111",1,NA,"00150","0000002250","0000337500"
20004387420,"022111",1,NA,"00900","0000002000","0001800000"
20004387423,"022111",1,NA,"00900","0000002250","0002025000"
20004387423,"023111",1,NA,NA,NA,"0002000000"
20006389814,"022111",1,NA,"00600","0000002000","0001200000"
20006389814,"023111",1,NA,NA,NA,"0003000000"
20006389823,"022111",1,NA,"00600","0000002500","0001500000"
