"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10"
10004004223,"01",1,1,"66",1,2,4,3,1
10004004223,"02",2,2,"61",1,2,5,3,1
10004004220,"01",1,1,"36",1,2,1,1,1
10004004220,"02",2,2,"33",1,2,2,5,1
10004004220,"03",3,2,"12",1,1,1,4,4
10004004220,"04",3,1,"04",NA,NA,NA,NA,NA
10009008108,"01",1,1,"59",1,2,2,3,1
10009008108,"02",2,2,"54",1,2,2,5,1
10009008108,"03",3,1,"34",1,2,7,1,4
10009008108,"04",3,2,"27",1,1,7,2,4
10009008117,"01",1,1,"52",1,2,2,2,1
10009008117,"02",2,2,"51",1,2,1,5,1
10009008117,"03",3,1,"21",1,2,5,2,4
10009008114,"01",1,1,"35",1,2,2,1,1
10009008114,"02",2,2,"30",1,2,4,5,1
10009008114,"03",3,1,"05",NA,NA,NA,NA,NA
10009008114,"04",3,2,"05",NA,NA,NA,NA,NA
10006005520,"01",1,1,"33",1,2,2,1,1
10006005520,"02",2,2,"30",1,2,2,5,1
10006005516,"01",1,1,"58",1,2,6,3,1
10006005516,"02",2,2,"57",1,2,4,3,1
10006005523,"01",1,1,"62",1,2,1,3,1
10006005523,"02",2,2,"61",1,2,1,5,1
10001000209,"01",1,1,"63",1,2,1,3,1
10001000209,"02",2,2,"56",1,2,1,5,1
10001000209,"03",3,2,"35",1,1,7,4,4
10002002810,"01",1,2,"88",2,NA,NA,3,2
10002002820,"01",1,1,"58",1,2,1,3,1
10002002820,"02",2,2,"52",1,2,1,5,1
10002002820,"03",3,1,"36",1,2,2,1,4
10002002820,"04",3,2,"27",1,2,4,5,4
10002002823,"01",1,1,"49",1,2,1,3,1
10002002823,"02",2,2,"45",1,2,2,5,1
10002002823,"03",3,1,"25",1,2,2,1,4
10002002808,"01",1,1,"58",1,2,1,1,1
10002002808,"02",2,2,"52",1,2,1,5,1
10001000214,"01",1,1,"36",1,2,4,1,1
10001000214,"02",2,2,"36",1,2,5,5,1
10001000214,"03",3,1,"08",1,1,1,NA,NA
10001000214,"04",3,2,"04",NA,NA,NA,NA,NA
10001000214,"05",3,2,"00",NA,NA,NA,NA,NA
10006006820,"01",1,1,"38",1,2,1,1,1
10006006820,"02",2,2,"37",1,2,1,5,1
10006006811,"01",1,1,"32",1,2,6,1,1
10006006811,"02",2,2,"24",1,2,6,5,1
10009008123,"01",1,1,"56",1,2,6,3,1
10009008123,"02",2,2,"47",1,2,1,5,1
10009008123,"03",3,2,"08",1,1,1,NA,NA
10013010623,"01",1,1,"65",1,2,1,2,1
10013010623,"02",2,2,"60",1,2,1,6,1
10006006814,"01",1,1,"37",1,2,2,1,1
10006006814,"02",2,2,"34",1,2,4,5,1
10006006814,"03",3,1,"07",1,1,1,NA,NA
10006006814,"04",3,2,"01",NA,NA,NA,NA,NA
10001000211,"01",1,1,"65",1,2,4,1,1
10001000211,"02",2,2,"58",1,2,4,5,1
10001000211,"03",3,1,"39",1,1,6,1,4
10001000220,"01",1,1,"51",1,2,4,1,1
10001000220,"02",2,2,"46",1,2,4,5,1
10001000220,"03",3,2,"13",1,1,1,4,4
10001000217,"01",1,2,"74",1,2,1,3,2
10001000223,"01",1,1,"25",1,2,6,1,1
10001000223,"02",2,2,"23",1,1,6,4,1
10013010623,"03",3,1,"25",2,NA,NA,2,1
10013010623,"04",3,1,"24",1,2,1,1,4
10001001516,"01",1,1,"47",1,2,2,1,1
10001001516,"02",2,2,"43",1,2,2,5,1
10001001516,"03",3,1,"26",1,2,5,1,1
10001001516,"04",3,1,"19",1,1,5,4,4
10001001520,"01",1,1,"39",1,2,1,1,1
10001001520,"02",2,2,"32",1,2,1,5,1
10001001520,"03",3,2,"09",1,1,1,NA,NA
10001001520,"04",3,2,"07",1,1,1,NA,NA
10001000623,"01",1,1,"58",1,2,3,3,1
10001000623,"02",2,2,"51",1,2,4,5,1
10001000609,"01",1,1,"53",1,2,2,3,1
10001000609,"02",2,2,"47",1,2,2,5,1
10001000609,"03",3,1,"05",NA,NA,NA,NA,NA
10001000612,"01",1,1,"70",1,2,1,3,1
10001000612,"02",2,2,"63",1,2,1,5,1
10001000615,"01",1,1,"52",1,2,3,3,1
10001000615,"02",2,2,"46",1,2,1,5,1
10010009314,"01",1,1,"58",1,2,1,1,1
10010009314,"02",2,2,"50",1,2,2,5,1
10010009314,"03",3,2,"33",2,NA,NA,1,3
10010009314,"04",3,2,"22",1,1,6,4,4
10010009314,"05",3,1,"25",1,2,4,1,4
10010009314,"06",5,2,"14",1,1,2,4,4
10010009308,"01",1,1,"51",1,2,4,1,1
10010009308,"02",2,2,"37",1,2,1,5,1
10010009308,"03",3,2,"15",1,1,2,4,4
10010009308,"04",3,1,"07",1,1,1,NA,NA
10001001523,"01",1,1,"91",2,NA,NA,3,1
10001001523,"02",2,2,"73",1,2,1,5,1
10001001510,"01",1,2,"80",1,2,1,5,1
10001001514,"01",1,1,"45",1,2,2,1,1
10001001514,"02",2,2,"42",1,2,4,5,1
10001001514,"03",3,1,"24",1,2,4,2,4
10001001514,"04",3,1,"20",1,1,6,4,4
10010009320,"01",1,1,"45",1,2,2,3,1
10010009320,"02",2,2,"39",1,2,2,5,1
10010009320,"03",3,2,"09",1,1,1,NA,NA
10013010610,"01",1,1,"35",1,2,6,2,1
10013010610,"02",2,2,"35",1,2,6,2,1
10013010608,"01",1,1,"29",1,2,4,2,1
10013010608,"02",2,2,"27",1,2,1,5,1
10013010608,"03",3,1,"06",2,NA,NA,NA,NA
10013010608,"04",3,1,"06",2,NA,NA,NA,NA
10013010608,"05",3,2,"00",NA,NA,NA,NA,NA
