"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08"
20001385412,"01",NA,"0024600000",NA,NA,NA,NA
20001385423,"01","0154000000",NA,NA,NA,NA,NA
20001385420,"01","0130000000",NA,NA,NA,NA,NA
20011395423,"01",NA,NA,NA,NA,"0005000000","0005000000"
20011395416,"01",NA,"0080000000",NA,"0012000000",NA,NA
20005389011,"01","0152000000",NA,"0000260000",NA,NA,NA
20005389018,"01",NA,NA,"0002000000","0032400000",NA,NA
20005389020,"01",NA,NA,NA,NA,NA,"0020000000"
20005389023,"01",NA,NA,"0002000000","0017000000",NA,"0050000000"
20012396607,"01",NA,"0010000000",NA,"0012000000",NA,"0015000000"
20010394220,"01","0201000000",NA,NA,NA,"0030000000",NA
20012396620,"01",NA,NA,"0001800000",NA,NA,NA
20012396609,"01",NA,NA,NA,"0011700000",NA,"0000600000"
20013397807,"01",NA,NA,NA,"0012000000",NA,"0010000000"
20013397817,"01",NA,NA,NA,"0011700000",NA,"0020000000"
20013397823,"01",NA,NA,NA,NA,NA,"0015000000"
20010394211,"01",NA,NA,"0003000000","0018000000",NA,"0100000000"
20012396614,"01",NA,"0100000000","0000400000","0011700000",NA,"0005000000"
20005389014,"01",NA,NA,NA,"0011700000",NA,"0150000000"
20012396623,"01",NA,NA,"0000900000",NA,NA,NA
20001385417,"01","0202000000",NA,NA,NA,NA,NA
20010394208,"01",NA,NA,"0002500000",NA,NA,NA
20003386610,"01",NA,NA,"0002000000","0018000000",NA,NA
20003386613,"01",NA,NA,NA,"0012000000",NA,"0010000000"
20003386620,"01",NA,NA,"0000500000",NA,NA,NA
20004387820,"02",NA,NA,NA,"0012000000",NA,NA
20004387811,"01",NA,NA,"0000600000",NA,NA,NA
20006390211,"01",NA,NA,NA,NA,NA,"0060000000"
20006390211,"02",NA,NA,NA,"0009600000",NA,NA
20010394214,"01","0036200000",NA,"0002000000",NA,NA,NA
20006390220,"01",NA,NA,"0002000000",NA,NA,NA
20007392608,"01","0490000000",NA,NA,NA,NA,NA
20003387017,"01",NA,NA,NA,NA,NA,"0096000000"
20003387023,"01","0168000000",NA,NA,NA,NA,NA
20003387023,"03",NA,NA,NA,"0012000000",NA,NA
20003387008,"01","0174300000",NA,"0003600000",NA,NA,NA
20002385814,"01",NA,NA,"0002800000",NA,NA,NA
20002385814,"02",NA,NA,NA,NA,"0000800000",NA
20002385808,"01",NA,"0040000000",NA,"0015000000",NA,"0005000000"
20011394623,"03","0004000000",NA,NA,NA,NA,NA
20011394620,"01",NA,NA,NA,"0012000000",NA,"0030000000"
20011394620,"04",NA,NA,NA,"0003600000",NA,NA
20012395817,"01",NA,NA,"0002380000",NA,NA,NA
20013397020,"01",NA,NA,NA,NA,NA,"0000600000"
20009393015,"01",NA,NA,NA,"0012000000",NA,NA
20009393011,"01",NA,NA,NA,NA,NA,"0060000000"
20003387007,"01","0027600000",NA,NA,"0030000000",NA,"0010000000"
20011394613,"01",NA,"0300000000","0001800000","0007360000",NA,NA
20011394613,"02",NA,NA,"0001800000","0007360000",NA,NA
20007391407,"01",NA,NA,NA,"0007200000",NA,NA
20007391420,"01","0144000000",NA,NA,NA,NA,NA
20005389008,"01","0024000000",NA,NA,NA,NA,"0020000000"
20001385415,"01","0154000000",NA,"0001000000",NA,NA,NA
20001384208,"01","0369000000",NA,NA,NA,NA,NA
20001384214,"01",NA,"0100000000",NA,"0018000000",NA,"0030000000"
20007391811,"01",NA,NA,NA,"0036000000",NA,NA
20007391814,"01",NA,NA,NA,"0034000000",NA,NA
20007391808,"01",NA,NA,NA,"0030000000",NA,NA
20003387014,"01",NA,NA,NA,"0016900000",NA,NA
20003387014,"02","0027000000",NA,NA,NA,NA,NA
20004388217,"01",NA,NA,NA,NA,NA,"0040000000"
20011394611,"01",NA,NA,"0001000000","0013000000",NA,NA
20011394611,"03",NA,NA,"0001070000",NA,NA,NA
20004388214,"01",NA,NA,NA,NA,NA,"0050000000"
20004388220,"01",NA,NA,NA,NA,NA,"0040000000"
20010393414,"01",NA,NA,NA,"0024400000",NA,"0040000000"
20004388208,"01","0336000000",NA,"0001000000",NA,NA,NA
20013397023,"01","0004000000",NA,"0008000000",NA,NA,"0005000000"
20013397023,"03","0006400000",NA,NA,NA,NA,NA
20001384623,"01",NA,NA,"0001000000","0028000000",NA,"0010000000"
20011394608,"01",NA,NA,"0012000000",NA,NA,NA
20013397013,"01",NA,NA,"0001100000",NA,NA,NA
20006390620,"01","0212000000",NA,NA,NA,NA,NA
20010393411,"01",NA,NA,NA,"0013000000",NA,NA
20004388223,"01","0040000000",NA,"0004500000",NA,NA,"0004000000"
20010393423,"01","0150000000",NA,"0002900000",NA,NA,NA
20013397007,"04","0015000000",NA,NA,NA,NA,NA
20010393420,"01","0286000000",NA,NA,NA,NA,NA
20001385023,"01",NA,"0054000000",NA,NA,NA,NA
20002386223,"01","0160000000",NA,NA,NA,NA,NA
20001385018,"01","0214000000",NA,NA,NA,NA,NA
20001385014,"01","0334000000","0060000000",NA,NA,NA,NA
20013397412,"01",NA,NA,NA,NA,"0015000000",NA
20002386212,"01","0166000000",NA,"0002000000",NA,NA,NA
20002386216,"01","0036000000",NA,NA,NA,NA,NA
20001385007,"01","0091000000",NA,NA,NA,NA,"0050000000"
20013397423,"01",NA,NA,NA,"0024000000",NA,NA
20001385009,"01",NA,"0040000000","0144000000",NA,NA,NA
20007392214,"01",NA,NA,NA,"0007200000",NA,"0018000000"
20007391017,"01","0334000000",NA,NA,NA,NA,NA
20007391008,"01","0152000000",NA,NA,NA,NA,NA
20006389812,"01",NA,"0010000000","0002400000",NA,NA,"0100000000"
20002386213,"01","0166000000",NA,NA,NA,NA,NA
20006389820,"01",NA,NA,"0120000000",NA,NA,NA
20007391009,"01","0156000000",NA,NA,NA,NA,NA
20001385020,"01","0161000000","0150000000",NA,NA,NA,NA
20006389412,"01",NA,NA,"0002950000",NA,NA,NA
20006389420,"01",NA,NA,"0001600000",NA,NA,NA
20005388616,"01",NA,NA,"0002000000",NA,NA,NA
20005388623,"01",NA,NA,"0001400000",NA,NA,NA
20004387417,"01",NA,"0030000000",NA,"0010800000",NA,"0005000000"
