"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06"
10004004220,"022111",1,NA,"00300","0000001750","0000525000"
10009008108,"022113",1,NA,"00220","0000003000","0000660000"
10009008114,"022111",1,NA,"00160","0000002000","0000320000"
10006005520,"022113",1,NA,"00186","0000002700","0000502200"
10013010615,"022111",1,NA,"00600","0000002500","0001500000"
10010009314,"022111",1,NA,"00240","0000002000","0000480000"
10001001514,"022111",1,NA,"00080","0000004000","0000320000"
10009008512,"022111",1,NA,"00600","0000002250","0001350000"
10001001923,"022111",1,NA,"00090","0000004000","0000360000"
10001001920,"022111",1,NA,"00080","0000004000","0000320000"
10007007217,"022111",1,NA,"00090","0000002400","0000216000"
10006005923,"022111",1,NA,"00100","0000005000","0000500000"
10006005920,"022111",1,NA,"00150","0000003000","0000450000"
10005004608,"022111",1,NA,"00300","0000003000","0000900000"
10002002808,"022111",1,NA,"00600","0000002000","0001200000"
10013010623,"022111",1,NA,"00900","0000002000","0001800000"
10012010115,"022113",1,NA,"00375","0000004000","0001500000"
10010009320,"022111",1,NA,"00300","0000003000","0000900000"
10009008120,"022111",1,NA,"00300","0000002000","0000600000"
10006006814,"022113",7,NA,"00600","0000004000","0002400000"
10006006812,"022111",1,NA,"00600","0000002000","0001200000"
10006005910,"022113",1,NA,"00650","0000003000","0001950000"
10012010123,"022111",1,NA,"00600","0000002500","0001500000"
10003003217,"022111",1,NA,"00186","0000003500","0000651000"
10012010114,"022111",1,NA,"00600","0000001750","0001050000"
10010008923,"022111",1,NA,"00600","0000004000","0002400000"
10005005116,"022111",1,NA,"00600","0000001750","0001050000"
10002002816,"022111",1,NA,"00080","0000002000","0000160000"
10006006308,"022111",1,NA,"00100","0000003000","0000300000"
10007007717,"022111",1,NA,"00050","0000004000","0000200000"
10001001512,"022111",1,NA,"00060","0000004200","0000252000"
10006005913,"022113",1,NA,"00300","0000006000","0001800000"
10011009720,"022111",1,NA,"00600","0000002000","0001200000"
10108020417,"022111",1,NA,"00300","0000003000","0000900000"
10103013220,"022111",1,NA,"00600","0000002500","0001500000"
10103013607,"022111",1,NA,"00300","0000002000","0000600000"
10104014017,"022111",1,NA,"00450","0000002000","0000900000"
10113024014,"022111",1,NA,"00240","0000002500","0000600000"
10104014423,"022111",1,NA,"00100","0000002500","0000250000"
10105016817,"022111",1,NA,"00100","0000003000","0000300000"
10115025214,"022111",1,NA,"00150","0000003000","0000450000"
10115025217,"022111",1,NA,"00200","0000003000","0000600000"
10102012023,"022111",1,NA,"00500","0000003000","0001500000"
10102012014,"022111",1,NA,"00350","0000002200","0000770000"
10107019223,"022111",1,NA,"00300","0000003000","0000900000"
