"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06"
20013023329,"022111",1,NA,"00120","0000000700","0000084000"
20007017423,"022111",1,NA,"00100","0000001500","0000150000"
20001011025,"022111",1,NA,"00300","0000001400","0000420000"
20007018725,"022113",1,NA,"00300","0000000900","0000270000"
20007018716,"022111",1,NA,"00600","0000000750","0000450000"
20006016217,"022111",1,NA,"00600","0000000750","0000450000"
20001010816,"022111",1,NA,"00600","0000000750","0000450000"
20001010825,"022113",1,NA,"00300","0000001000","0000300000"
20001010813,"022111",1,NA,"00600","0000000500","0000300000"
20010019923,"022113",1,NA,"00500","0000000900","0000450000"
20004014716,"022111",1,NA,"00600","0000000750","0000450000"
20002012216,"022113",1,NA,"00300","0000000900","0000270000"
20011020819,"022113",1,NA,"00130","0000000900","0000117000"
20012022525,"022113",1,NA,"00180","0000000900","0000162000"
20012022520,"022113",1,NA,"00040","0000000900","0000036000"
20012022529,"022111",1,NA,"00500","0000001000","0000500000"
20012022529,"023111",1,NA,NA,NA,"0006000000"
20013024122,"022111",1,NA,"00300","0000001000","0000300000"
20012022125,"022113",1,NA,"00600","0000000750","0000450000"
20012022129,"022111",1,NA,"00600","0000000500","0000300000"
20001010829,"022113",1,NA,"00800","0000000750","0000600000"
20011021225,"022111",1,NA,"00600","0000002000","0001200000"
20013023320,"022113",1,NA,"00600","0000000750","0000450000"
20001010520,"022111",1,NA,"00900","0000000750","0000675000"
20001010516,"022113",1,NA,"00260","0000000900","0000234000"
20001010513,"022113",1,NA,"00170","0000000900","0000153000"
20004013425,"022111",1,NA,"00600","0000000750","0000450000"
20011020816,"022111",1,NA,"00600","0000000750","0000450000"
20011020829,"022111",1,NA,"00200","0000000500","0000100000"
20011020825,"022113",1,NA,"00500","0000000900","0000450000"
20001011823,"022111",1,NA,"00150","0000001500","0000225000"
20003013025,"022111",7,NA,"00600","0000001000","0000600000"
20003013029,"022113",1,NA,"00660","0000000900","0000594000"
20003013020,"022111",1,NA,"00600","0000000750","0000450000"
20004013823,"022113",1,NA,"00500","0000000900","0000450000"
20009019115,"022113",1,NA,"00500","0000000900","0000450000"
20001010113,"022115",1,NA,NA,NA,"0000050000"
20004013818,"022111",1,NA,"01200","0000000750","0000900000"
20009019129,"022111",1,NA,"00600","0000000750","0000450000"
20006015525,"022111",1,NA,"00600","0000000500","0000300000"
20006015525,"023111",1,NA,NA,NA,"0001000000"
20004013820,"022113",1,NA,"00250","0000000900","0000225000"
20001010120,"022113",1,NA,"00600","0000000750","0000450000"
20006015819,"022111",1,NA,"00300","0000000750","0000225000"
20006015829,"022113",1,NA,"00250","0000000900","0000225000"
20006016616,"022113",1,NA,"00600","0000001500","0000900000"
20001011425,"022111",1,NA,"00200","0000001200","0000240000"
20001011416,"022111",1,NA,"00100","0000001000","0000100000"
20007017925,"022111",1,NA,"00300","0000001500","0000450000"
20006016625,"022113",1,NA,"00500","0000000900","0000450000"
20006016625,"023111",1,NA,NA,NA,"0000700000"
20006016613,"022113",1,NA,"00600","0000001500","0000900000"
20006016629,"022113",1,NA,"00500","0000000900","0000450000"
20004014720,"022111",1,NA,"00500","0000000750","0000375000"
20004014720,"023111",1,NA,NA,NA,"0001600000"
20004014324,"022111",1,NA,"00020","0000000750","0000015000"
20009019123,"022111",1,NA,"00600","0000000750","0000450000"
20011020820,"022113",1,NA,"00035","0000000900","0000031500"
20012022920,"022111",1,NA,"00600","0000001000","0000600000"
20013024113,"022111",1,NA,"00300","0000000400","0000120000"
20013024129,"022111",1,NA,"00300","0000001300","0000390000"
20004014329,"022113",1,NA,"00060","0000000900","0000054000"
20004014325,"022111",1,NA,"01200","0000000750","0000900000"
20004014325,"023111",1,NA,NA,NA,"0001100000"
20006015813,"022111",1,NA,"00600","0000000650","0000390000"
20006015825,"022113",1,NA,"00500","0000000900","0000450000"
20004014729,"022111",1,NA,"00300","0000001500","0000450000"
20001011023,"022113",1,NA,"00600","0000000750","0000450000"
20101033916,"022111",1,NA,"00100","0000000750","0000075000"
20105037113,"022111",1,NA,"00300","0000000750","0000225000"
20111041616,"023111",1,NA,NA,NA,"0000200000"
20110041213,"022111",1,NA,"00400","0000000750","0000300000"
