"Address","MahMorajeh","ShoghlSarparast","NoeKhn","Takmil","TakmilDescA","TakmilDescB","TakmilDescC","Jaygozin","JaygozinDescA","JaygozinDescB","JaygozinDescC","BlkAbdJaygozin","RadifJaygozin","fStat","fEnt","fvfy","user1","user2","user3","user4","Tekrari","Bakhsh","ShrDeh","Hozeh","BlkAbd","AbdName"
20001010816,"04","زارع",1,2,NA,1,NA,1,NA,NA,NA,"000010",17,4,236,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20001010820,"04","از كار افتاده",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,343,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20004014715,"04","سرايدار",1,2,NA,1,NA,1,NA,NA,NA,"001905",17,5,186,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20001010825,"04","قصاب",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,226,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20001010813,"04","درامد بدون كار",1,2,NA,1,NA,1,NA,NA,NA,"000010",15,5,71,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20010019923,"04","كارگر ساختمان",1,2,NA,1,NA,1,NA,NA,NA,"002982",19,4,241,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20010019925,"04","درامد بدون كار",1,2,NA,1,NA,1,NA,NA,NA,"2982",26,5,206,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20004014716,"04","زارع",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,66,0,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20007018723,"04","دامد بدون كار",1,2,NA,1,NA,1,NA,NA,NA,"00001",22,4,84,0,"Admin","Admin","Admin",NA,NA,NA,NA,NA,NA,NA
20004013413,"04","زارع",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,219,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20013023318,"04","کارگر کشاورزي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,337,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20013023329,"04","راننده بيل مکانيکي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,196,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20013023313,"04","از کار افتاده",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,272,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20013023325,"04","از کار افتاده",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,277,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20013023323,"04","کشاورز",1,2,NA,1,NA,1,NA,NA,NA,"001167",19,4,75,0,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20002012220,"04","درامد بدون کار",1,2,NA,1,NA,1,NA,NA,NA,"00982",24,5,153,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20002012229,"04","راننده",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,86,0,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20007017413,"04","کارگر ساختمان",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,266,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20007017416,"04","کارگر ساده",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,272,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20007017425,"04","کارگر ساختمان",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,207,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20002012219,"04","زارع",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,307,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20002012216,"04","کارگر ساده",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,337,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20002012225,"04","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,38,0,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20002012213,"04","کارگر کشاورزي",1,2,NA,1,NA,1,NA,NA,NA,"0041",14,4,277,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20007017420,"04","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,362,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20007017429,"04","کشاورز",1,2,NA,1,NA,1,NA,NA,NA,"00009",28,4,223,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20007017423,"04","جوشکار",1,2,NA,1,NA,1,NA,NA,NA,"00008",19,4,235,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20001011016,"04","کشاورز",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,226,0,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20001011025,"04","درامد بدون کار",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,315,1,"Admin",NA,"Admin",NA,1,NA,NA,NA,NA,NA
20001011020,"04","کشاورز",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,168,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20007018725,"04","درامد بدون کار",1,2,NA,1,NA,1,NA,NA,NA,"00001",27,4,241,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20007018716,"04","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,307,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20007018720,"04","نانوا",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,176,1,"Admin",NA,"Admin",NA,1,NA,NA,NA,NA,NA
20007018713,"04","کارگر قطب صنعتي",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,224,1,"Admin",NA,"Admin",NA,1,NA,NA,NA,NA,NA
20011021220,"04","باربر",1,2,NA,1,NA,1,NA,NA,NA,"0835",21,4,267,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20011021229,"04","زارع",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,52,0,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20006016213,"04","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,283,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20006016229,"04","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,301,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20006016220,"04","باغدار",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,220,1,"Admin",NA,"Admin",NA,1,NA,NA,NA,NA,NA
