"Address","MahMorajeh","NeshaniSarparast","NameSarparast","ShoghlSarparast","NoeKhn","Takmil","TakmilDesc","Jaygozin","JaygozinDesc","BlkAbdJaygozin","RadifJaygozin","fStat","fEnt","fvfy","user1","user2","user3","user4"
2000272004,"04",NA,NA,"زارع",1,1,NA,2,NA,NA,NA,5,47,0,"Admin",NA,"Admin","Admin"
2000224005,"04",NA,NA,"بيكار",1,1,NA,2,NA,NA,NA,4,502,2,"Admin",NA,"Admin","Admin"
2000224001,"04",NA,NA,"كارگرساده",1,1,NA,2,NA,NA,NA,5,46,0,"Admin",NA,"Admin",NA
2000224004,"04",NA,NA,"درامد بدون كار",1,1,NA,2,NA,NA,NA,5,45,0,"Admin",NA,"Admin",NA
2000224003,"04",NA,NA,"زارع",1,1,NA,2,NA,NA,NA,5,952,1,"Admin",NA,"Admin","Admin"
2000272002,"04",NA,NA,"باغدار",1,1,NA,2,NA,NA,NA,5,48,0,"Admin",NA,"Admin","Admin"
2000272005,"04",NA,NA,"باغدار",1,1,NA,2,NA,NA,NA,4,80,0,"Admin",NA,"Admin",NA
2000272001,"04",NA,NA,"كشاورز",1,1,NA,2,NA,NA,NA,5,51,0,"Admin",NA,"Admin","Admin"
2000248001,"04",NA,NA,"خانه دار",1,1,NA,2,NA,NA,NA,5,27,0,"Admin",NA,"Admin","Admin"
2000248002,"04",NA,NA,"ميوه فروش",1,1,NA,2,NA,NA,NA,4,906,2,"Admin",NA,"Admin","Admin"
2000188001,"04",NA,NA,"زارع",1,1,NA,1,"خالي از سكنه","1916","10",5,41,0,"Admin",NA,"Admin","Admin"
2000188005,"04",NA,NA,"كارگر ساختماني",1,1,NA,2,NA,NA,NA,5,681,3,"Admin",NA,"Admin","Admin"
2000176002,"04",NA,NA,"درامد بدون كار",1,1,NA,2,NA,NA,NA,4,67,0,"Admin",NA,"Admin","Admin"
2000176005,"04",NA,NA,"درامد بدون كار",1,1,NA,2,NA,NA,NA,5,31,0,"Admin",NA,"Admin","Admin"
2000188002,"04",NA,NA,"كارگر",1,1,NA,2,NA,NA,NA,5,64,0,"Admin",NA,"Admin","Admin"
2000248004,"04",NA,NA,"كارگر",1,1,NA,2,NA,NA,NA,5,55,0,"Admin",NA,"Admin","Admin"
2000248005,"04",NA,NA,"حسابدار",1,1,NA,2,NA,NA,NA,5,52,0,"Admin",NA,"Admin","Admin"
2000176004,"04",NA,NA,"درامد بدون كار",1,1,NA,2,NA,NA,NA,5,272,1,"Admin",NA,"Admin","Admin"
2000140002,"04",NA,NA,"متورچي",1,1,NA,2,NA,NA,NA,5,76,0,"Admin",NA,"Admin","Admin"
2000272003,"04",NA,NA,"زارع",1,1,NA,2,NA,NA,NA,4,49,0,"Admin",NA,"Admin","Admin"
2000140003,"04",NA,NA,"متور چي",1,1,NA,2,NA,NA,NA,4,69,0,"Admin",NA,"Admin","Admin"
2000200001,"04",NA,NA,"كارگر توليد",1,1,NA,2,NA,NA,NA,5,54,0,"Admin",NA,"Admin","Admin"
2000200002,"04",NA,NA,"نقشه كش صنعتي",1,1,NA,2,NA,NA,NA,5,644,1,"Admin",NA,"Admin","Admin"
2000236002,"04",NA,NA,"راننده",1,1,NA,2,NA,NA,NA,4,53,0,"Admin",NA,"Admin","Admin"
2000164001,"04",NA,NA,"كاشي كار",1,1,NA,2,NA,NA,NA,5,49,0,"Admin",NA,"Admin","Admin"
2000164002,"04",NA,NA,"كارگر ساده",1,1,NA,2,NA,NA,NA,5,45,0,"Admin",NA,"Admin","Admin"
2000260003,"04",NA,NA,"درامد بدون كار",1,1,NA,2,NA,NA,NA,4,64,0,"Admin",NA,"Admin","Admin"
2000260005,"04",NA,NA,"دامدار",1,1,NA,2,NA,NA,NA,4,45,0,"Admin",NA,"Admin","Admin"
2000212003,"04",NA,NA,"زارع",1,1,NA,2,NA,NA,NA,4,49,0,"Admin",NA,"Admin","Admin"
2000212002,"04",NA,NA,"ازكار افتاده",1,1,NA,2,NA,NA,NA,4,33,0,"Admin",NA,"Admin","Admin"
2000212004,"04",NA,NA,"زارع",1,1,NA,2,NA,NA,NA,4,62,0,"Admin",NA,"Admin",NA
2000212005,"04",NA,NA,"چوپان",1,1,NA,2,NA,NA,NA,5,701,3,"Admin",NA,"Admin","Admin"
2000212001,"04",NA,NA,"درامد بدون كار",1,1,NA,2,NA,NA,NA,5,23,0,"Admin",NA,"Admin","Admin"
