"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08"
20001385417,"01","0200000000",NA,NA,NA,NA,NA
20001385408,"02","0120000000",NA,NA,NA,NA,NA
20006390214,"01",NA,NA,NA,NA,NA,"0030000000"
20006390208,"01",NA,NA,NA,"0001950000",NA,NA
20007391408,"01",NA,NA,"0002000000","0012000000",NA,NA
20012395817,"02",NA,NA,"0001300000",NA,NA,"0060000000"
20013397011,"01",NA,NA,"0000520000",NA,NA,NA
20004388202,"01",NA,NA,NA,"0010800000",NA,NA
20012396602,"01",NA,NA,NA,"0540000000",NA,NA
20012396611,"01",NA,"0100000000",NA,NA,NA,"0010000000"
20006390211,"01",NA,"0030000000",NA,NA,NA,"0003000000"
20006390211,"03",NA,NA,NA,"0009600000",NA,NA
20007391414,"01",NA,"0300000000",NA,NA,NA,NA
20010394211,"01",NA,NA,NA,"0018000000",NA,"0035000000"
20010394205,"01",NA,NA,NA,NA,NA,"0017000000"
20004387817,"01","0199500000",NA,NA,NA,NA,NA
20012395814,"01",NA,NA,"0000850000",NA,NA,NA
20004387411,"01",NA,NA,NA,"0014400000",NA,"0035000000"
20010393817,"01",NA,NA,"0000860000",NA,NA,NA
20010393817,"02",NA,NA,"0000550000",NA,NA,NA
20010393808,"01","0170000000","0070000000",NA,"0000520000",NA,NA
20007391405,"01","0224000000",NA,NA,NA,NA,NA
20007391411,"01",NA,"0070000000",NA,"0012000000",NA,NA
20010393802,"01","0200500000",NA,NA,NA,NA,NA
20005388611,"01","0114000000",NA,NA,NA,NA,NA
20005388605,"01",NA,"0060000000","0036000000",NA,NA,"0040000000"
20012396217,"01",NA,NA,"0000800000",NA,NA,NA
20004387417,"01",NA,"0100000000",NA,"0012000000",NA,"0050000000"
20007392211,"01",NA,NA,NA,NA,NA,"0048000000"
20007392214,"01",NA,NA,NA,"0018000000",NA,NA
20013397411,"01",NA,NA,NA,NA,NA,"0036000000"
20011395002,"01",NA,"0200000000","0001040000",NA,NA,NA
20007391008,"01","0128700000",NA,"0000760000",NA,NA,NA
20011395005,"01",NA,NA,NA,NA,"0015000000",NA
20011395005,"02",NA,NA,NA,NA,"0022000000",NA
20002386208,"01","0100000000",NA,NA,NA,NA,NA
20002386214,"01",NA,"0080000000",NA,NA,NA,"0004400000"
20002386211,"01","0128000000",NA,NA,NA,NA,NA
20011395017,"01",NA,NA,"0240000000",NA,NA,NA
20011395014,"01",NA,NA,"0000590000",NA,NA,NA
20007391017,"01","0368400000",NA,NA,NA,NA,NA
20007391005,"01",NA,NA,"0002020000",NA,NA,NA
20011395011,"01","0140000000",NA,NA,NA,NA,NA
20002386217,"01","0132000000",NA,NA,NA,NA,NA
20002386205,"01","0255600000",NA,NA,NA,NA,NA
20006389811,"01",NA,"0100000000","0050000000",NA,NA,"0040000000"
20006389808,"01","0152500000",NA,NA,NA,NA,NA
20007391805,"01",NA,"0025000000",NA,NA,NA,NA
20011395405,"01",NA,"0050000000",NA,NA,NA,NA
20001385002,"01","0152000000",NA,NA,NA,NA,NA
20001385017,"01","0152000000",NA,NA,NA,NA,NA
20001385008,"01","0072000000",NA,NA,NA,NA,NA
20006389802,"01",NA,"0020000000",NA,NA,NA,"0041000000"
20006389802,"02",NA,NA,NA,NA,"0001000000",NA
20002386202,"01",NA,NA,"0000500000",NA,NA,NA
20002386202,"02",NA,NA,"0000740000",NA,NA,NA
20006389814,"01",NA,"0048000000",NA,NA,NA,NA
20006389814,"02",NA,NA,NA,NA,NA,"0150000000"
20007391011,"01","0152700000",NA,NA,NA,NA,NA
20007391011,"03",NA,NA,NA,"0014400000",NA,NA
20001385005,"01","0144000000",NA,NA,NA,NA,NA
20112404217,"01",NA,NA,NA,"0009500000",NA,"0010000000"
20112404217,"02",NA,NA,NA,"0009000000",NA,"0020000000"
20111403614,"01",NA,NA,"0000750000",NA,NA,NA
20111403614,"02",NA,NA,"0000750000",NA,NA,NA
20111403614,"03",NA,NA,"0000750000",NA,NA,"0004000000"
20101398317,"01",NA,NA,"0000500000",NA,NA,"0013000000"
20111403611,"01",NA,NA,NA,"0016800000",NA,"0012000000"
20106401014,"01",NA,NA,NA,"0017300000",NA,NA
20111403617,"01",NA,NA,NA,"0010000000",NA,"0015000000"
20111403602,"01",NA,"0015000000",NA,"0011400000",NA,"0005000000"
20106401005,"01",NA,NA,"0000500000","0010800000",NA,"0030000000"
20106401005,"02",NA,NA,"0000500000","0004800000",NA,NA
20101398308,"01","0152460000","0157500000","0000264000",NA,NA,NA
20101398308,"02",NA,NA,"0000264000",NA,NA,NA
