"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10","DYCOL11","DYCOL12","DYCOL13","DYCOL14","DYCOL15","DYCOL16","DYCOL17","DYCOL18","DYCOL19","DYCOL20","DYCOL21","DYCOL22","DYCOL23","DYCOL24","DYCOL25","DYCOL26","DYCOL27","DYCOL28","DYCOL29","DYCOL30","DYCOL31","DYCOL32","DYCOL33","DYCOL34","DYCOL35","DYCOL36","DYCOL37","DYCOL38","DYCOL39","DYCOL40","DYCOL41","DYCOL42","DYCOL43","DYCOL44","DYCOL45","DYCOL46","DYCOL47","DYCOL48","DYCOL49","DYCOL50","DYCOL51","DYCOL52","DYCOL53","DYCOL54","DYCOL55","DYCOL56","DYCOL57","DYCOL58","DYCOL59","DYCOL60","DYCOL61","DYCOL62","DYCOL63","DYCOL64","DYCOL65","DYCOL66","DYCOL67","DYCOL68","DYCOL69","DYCOL70","DYCOL71","DYCOL72","DYCOL73","DYCOL74","DYCOL75","DYCOL76","DYCOL77","DYCOL78","DYCOL79","DYCOL80","DYCOL81","DYCOL82","DYCOL83","DYCOL84","DYCOL85","DYCOL86","DYCOL87","DYCOL88","DYCOL89","DYCOL90","DYCOL91","DYCOL92","DYCOL93","DYCOL94"
1000001003,"01","6111","0111",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850000,NA,NA,NA,NA,NA,NA,5e+05,2350000,NA,NA,880000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113000,90000,NA,NA,NA,NA,1083000,NA,NA,NA,NA,NA,150000,NA,NA,150000,NA,1720000,NA,680000,NA,NA,550000,140000,NA,690000,NA,NA,3780000,NA,17440000,6500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23940000"
1000001003,"01","6121","0124",NA,NA,NA,NA,3,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16930000,NA,NA,16930000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31455000,NA,NA,4.3e+07,NA,NA,NA,NA,NA,"74455000"
1000001005,"01","6112","0113",NA,NA,2,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e+05,3100000,3700000,NA,NA,750000,NA,130000,NA,NA,NA,210000,NA,NA,NA,NA,146000,NA,NA,NA,NA,1e+05,1336000,NA,NA,150000,NA,NA,NA,NA,NA,150000,NA,NA,NA,NA,NA,NA,180000,250000,NA,NA,NA,NA,430000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14170000,NA,390000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14560000"
1000001005,"01","6111","0111",1,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2e+07,NA,NA,NA,NA,NA,NA,NA,NA,1.2e+07,NA,1e+07,6e+06,NA,NA,NA,NA,NA,8e+06,NA,NA,NA,NA,9e+05,160000,NA,NA,NA,NA,25060000,NA,NA,750000,NA,NA,220000,NA,NA,970000,NA,1.3e+07,NA,5500000,NA,NA,4e+06,NA,NA,2500000,NA,NA,2.5e+07,NA,98360000,25170000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123530000"
1000133001,"01","6111","0111",1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950000,950000,NA,NA,630000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,90000,430000,NA,NA,NA,1260000,NA,NA,NA,NA,NA,370000,NA,NA,370000,NA,910000,440000,2e+05,NA,1e+07,180000,NA,NA,NA,NA,NA,11730000,NA,19470000,5825000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25295000"
1000073002,"01","6111","0111",1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+06,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e+05,70000,NA,NA,NA,NA,3670000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,NA,NA,NA,1500000,NA,NA,NA,1400000,NA,NA,3400000,NA,NA,NA,NA,NA,7e+06,NA,12200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19200000"
1000145002,"02","6121","0124",NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500000,NA,NA,2500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3564000,NA,4e+05,NA,NA,NA,NA,NA,NA,"3964000"
1000145003,"01","6111","0111",1,"2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2130000,NA,NA,250000,NA,NA,NA,NA,NA,NA,65000,NA,NA,NA,NA,NA,2445000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660000,NA,NA,NA,NA,NA,NA,NA,NA,NA,660000,NA,1.1e+07,3500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14500000"
1000125004,"01","6111","0111",1,"2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,NA,NA,NA,NA,NA,545000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350000,NA,3e+05,NA,NA,NA,NA,NA,NA,NA,NA,650000,NA,4400000,650000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5050000"
1000081005,"01","6111","0111",1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2150000,NA,250000,1e+05,NA,NA,NA,NA,NA,NA,NA,550000,NA,750000,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2250000"
1000081005,"01","6121","0124",NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4800000,NA,NA,4800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7440000,NA,NA,8e+06,NA,NA,NA,NA,NA,"15440000"
