"Address","MahMorajeh","ShoghlSarparast","NoeKhn","Takmil","TakmilDesc","Jaygozin","JaygozinDesc1","JaygozinDesc2","BlkAbdJaygozin","RadifJaygozin","fStat","fEnt","fvfy","user1","user2","user3","user4"
1190098161,"05","جوشکار",1,1,NA,2,NA,NA,NA,NA,5,831,0,"Admin",NA,"Admin",NA
1190098163,"05","بيکار",1,1,NA,2,NA,NA,NA,NA,4,689,0,"Admin",NA,"Admin",NA
1190066150,"06","داراي درامد بدون کار",1,1,NA,1,1,NA,"000003","148",5,351,0,"Admin",NA,"Admin",NA
1190066151,"06","داراي درامد بدون کار",1,1,NA,1,1,NA,"000004","152",5,753,0,"Admin",NA,"Admin",NA
1190066160,"06","داراي درامد بدون کار",1,1,NA,1,1,NA,"000004","162",5,956,0,"Admin",NA,"Admin",NA
1190066154,"06","راننده لودر",1,1,NA,2,NA,NA,NA,NA,5,959,0,"Admin",NA,"Admin",NA
1190066159,"06","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,5,829,0,"Admin",NA,"Admin",NA
1190114163,"06","کارگر مرغداري",1,1,NA,2,NA,NA,NA,NA,5,915,0,"Admin",NA,"Admin",NA
1190114167,"06","کارمند آموزش و پرورش",1,1,NA,2,NA,NA,NA,NA,4,1186,0,"Admin",NA,"Admin",NA
1190114160,"06","باغدار",1,1,NA,1,1,NA,"000011","162",3,955,0,"Admin",NA,"Admin",NA
1190114174,"06","داراي درامد بدون کار",1,1,NA,1,1,NA,"000011","172",5,1157,0,"Admin",NA,"Admin",NA
1190114171,"06","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,5,1079,0,"Admin",NA,"Admin",NA
1190054154,"06","فروشنده تجهيزات پزشکي",1,1,NA,2,NA,NA,NA,NA,5,901,0,"Admin",NA,"Admin",NA
1190054159,"06","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,5,1002,0,"Admin",NA,"Admin",NA
1190054165,"06","رئيس اداره برق",1,1,NA,1,1,NA,"000014","164",5,735,0,"Admin",NA,"Admin",NA
1190054161,"06","استاد دانشگاه",1,1,NA,2,NA,NA,NA,NA,5,1050,0,"Admin",NA,"Admin",NA
1190054153,"06","فروشنده لوازم خانگي",1,1,NA,1,1,NA,"000014","151",5,805,0,"Admin",NA,"Admin",NA
1190050012,"05","مکانيک",1,1,NA,1,1,NA,"000001","010",5,1181,0,"Admin",NA,"Admin",NA
1190050006,"05","راننده نيسان",1,1,NA,2,NA,NA,NA,NA,5,706,0,"Admin",NA,"Admin",NA
1190050013,"05","فروشنده",1,1,NA,2,NA,NA,NA,NA,4,1135,1,"Admin",NA,"Admin",NA
1190050009,"05","بيکار جوياي کار",1,1,NA,1,1,NA,"000001","007",4,560,0,"Admin",NA,"Admin",NA
1190050003,"05","نظافتچي",1,1,NA,2,NA,NA,NA,NA,4,840,0,"Admin",NA,"Admin",NA
1190062166,"05","داراي درامد بدون کار",1,1,NA,1,1,NA,"000002","167",4,688,0,"Admin",NA,"Admin",NA
1190062163,"05","جمع اوري ضايعات اهن",1,1,NA,1,1,NA,"000002","164",4,578,0,"Admin",NA,"Admin",NA
1190062174,"05","خواروبار فروش",1,1,NA,2,NA,NA,NA,NA,4,561,0,"Admin",NA,"Admin",NA
1190062177,"05","داراي درامد بدون کار",1,1,NA,1,1,NA,"000002","175",5,590,0,"Admin",NA,"Admin",NA
1190062171,"05","داراي درامد بدون کار",1,1,NA,1,1,NA,"000002","169",5,576,0,"Admin",NA,"Admin",NA
1190038094,"05","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,5,1039,0,"Admin",NA,"Admin",NA
1190038103,"05","کارگر ساختماني",1,1,NA,1,1,NA,"000003","102",4,967,0,"Admin",NA,"Admin",NA
1190038106,"05","سمباده زني قطعات موتور سيکلت",1,1,NA,2,NA,NA,NA,NA,5,588,0,"Admin",NA,"Admin",NA
1190038101,"05","از کار افتاده",1,1,NA,1,1,NA,"000003","099",5,155,0,"Admin",NA,"Admin",NA
1190038096,"05","عتيقه فروشي",1,1,NA,1,1,NA,"000003","097",4,692,0,"Admin",NA,"Admin",NA
1190086051,"05","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,5,510,0,"Admin",NA,"Admin",NA
1190086064,"05","کارگر ساده ساختماني",1,1,NA,2,NA,NA,NA,NA,4,571,0,"Admin",NA,"Admin",NA
1190086061,"05","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,5,1067,0,"Admin",NA,"Admin",NA
1190086056,"05","داراي درامد بدون کار",1,1,NA,2,NA,NA,NA,NA,5,435,0,"Admin",NA,"Admin",NA
1190086053,"05","فروشنده کامپيوتر",1,1,NA,2,NA,NA,NA,NA,5,775,0,"Admin",NA,"Admin",NA
1190014268,"05","داراي درامد بدون کار",1,1,NA,1,1,NA,"000005","266",4,792,0,"Admin",NA,"Admin",NA
1190014278,"05","داراي درامد بدون کار",1,1,NA,1,1,NA,"000005","279",4,770,0,"Admin",NA,"Admin",NA
1190014277,"05","مسئول اجراي احکام",1,1,NA,1,1,NA,"000005","275",4,897,0,"Admin",NA,"Admin",NA
1190014273,"05","داراي درامد بدون کار",1,1,NA,1,1,NA,"000005","272",4,644,0,"Admin",NA,"Admin",NA
1190014271,"05","داراي درامد بدون کار",1,1,NA,1,1,NA,"000005","269",4,763,0,"Admin",NA,"Admin",NA
1190026050,"05","راننده نيسان",1,1,NA,2,NA,NA,NA,NA,5,815,0,"Admin",NA,"Admin",NA
1190026057,"05","راننده",1,1,NA,1,1,NA,"000003","056",5,920,0,"Admin",NA,"Admin",NA
1190026049,"05","پذيرش",1,1,NA,2,NA,NA,NA,NA,5,1265,0,"Admin",NA,"Admin",NA
1190026054,"05","زراعتکار",1,1,NA,2,NA,NA,NA,NA,5,1265,0,"Admin",NA,"Admin",NA
