"Address","DYCOL01","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10"
2000121311,"02",2,2,"35",1,2,"106",5,1
2000121311,"03",3,1,"11",1,1,"105",4,4
2000121311,"04",3,1,"00",NA,NA,NA,NA,NA
2000121315,"01",1,1,"42",1,2,"106",1,1
2000121315,"02",2,2,"36",1,2,"106",5,1
2000121315,"03",3,2,"17",1,2,"106",5,1
2000121315,"04",3,2,"12",1,1,"211",4,4
2000001152,"01",1,1,"40",1,2,"106",1,1
2000001152,"02",2,2,"33",1,2,"214",5,1
2000001152,"03",3,2,"16",1,1,"312",4,4
2000001152,"04",3,1,"12",1,1,"212",4,4
2000001152,"05",3,2,"03",NA,NA,NA,NA,NA
2000001146,"01",1,2,"76",2,NA,NA,3,2
2000001146,"02",3,2,"39",1,2,"103",1,4
2000001148,"01",1,1,"56",1,2,"901",1,1
2000001148,"02",2,2,"51",2,NA,NA,5,1
2000001148,"03",3,1,"27",1,2,"106",1,1
2000001148,"04",3,2,"19",1,2,"313",5,4
2000001148,"05",3,2,"08",1,1,"102",NA,NA
2000121307,"01",1,1,"36",1,2,"313",1,1
2000121307,"02",2,2,"28",1,1,"312",4,1
2000121307,"03",3,1,"08",1,1,"102",NA,NA
2000001141,"01",1,2,"78",2,NA,NA,3,2
2000001141,"02",3,1,"38",2,NA,NA,6,4
2000001144,"01",1,1,"28",1,2,"106",1,1
2000001144,"02",2,2,"20",1,2,"214",5,1
2000001144,"03",3,2,"03",NA,NA,NA,NA,NA
2000001144,"04",3,2,"00",NA,NA,NA,NA,NA
2000121320,"01",1,1,"37",1,2,"106",1,1
2000121320,"02",2,2,"30",1,2,"106",5,1
2000121320,"03",3,2,"09",1,1,"103",NA,NA
2000121320,"04",3,1,"01",NA,NA,NA,NA,NA
2000049057,"01",1,1,"41",1,2,"106",1,1
2000049057,"02",2,2,"39",1,2,"107",1,1
2000049057,"03",3,1,"12",1,1,"212",4,4
2000049057,"04",3,1,"10",1,1,"104",4,4
2000049057,"05",3,2,"01",NA,NA,NA,NA,NA
2000049059,"01",1,1,"85",2,NA,NA,3,1
2000049059,"02",2,2,"79",2,NA,NA,5,1
2000061012,"01",1,2,"33",1,2,"214",3,4
2000061012,"02",7,2,"28",2,NA,NA,6,4
2000061012,"03",7,2,"19",1,2,"214",5,1
2000061012,"04",6,1,"68",2,NA,NA,1,1
2000061007,"01",1,1,"67",2,NA,NA,1,1
2000061007,"02",2,2,"57",2,NA,NA,1,1
2000061007,"03",3,1,"24",1,2,"214",1,4
2000061014,"01",1,1,"45",1,2,"214",1,1
2000061014,"02",2,2,"43",1,2,"106",5,1
2000061014,"03",3,1,"20",1,2,"106",2,4
2000061014,"04",3,2,"10",1,1,"104",4,4
2000061014,"05",3,1,"07",1,1,"101",NA,NA
2000061014,"06",6,2,"78",2,NA,NA,5,2
2000061001,"01",1,1,"50",2,NA,NA,1,1
2000061001,"02",2,2,"51",2,NA,NA,5,1
2000061001,"03",3,1,"25",1,2,"214",1,1
2000061005,"01",1,1,"60",2,NA,NA,1,1
2000061005,"02",2,2,"61",2,NA,NA,1,1
2000061005,"03",3,1,"27",1,2,"324",1,1
2000133042,"01",1,1,"26",1,2,"106",1,1
2000133042,"02",2,2,"25",2,NA,NA,1,1
2000133043,"01",1,2,"60",2,NA,NA,1,2
2000133043,"02",3,1,"14",1,1,"212",4,4
2000133046,"01",1,1,"49",1,2,"106",1,1
2000133046,"02",2,2,"44",1,2,"107",5,1
2000025066,"01",1,1,"72",2,NA,NA,3,1
2000025066,"02",2,2,"64",2,NA,NA,5,1
2000025066,"03",3,2,"36",1,2,"106",1,4
2000025066,"04",3,2,"34",1,2,"106",1,4
2000025066,"05",3,2,"27",1,2,"106",5,4
2000025066,"06",3,1,"23",1,2,"106",1,4
2000025066,"07",3,2,"19",1,2,"106",5,1
2000077193,"01",1,1,"59",1,2,"104",1,1
2000077193,"02",2,2,"48",2,NA,NA,5,1
2000077193,"03",3,2,"25",1,2,"214",5,4
2000077193,"04",3,2,"22",1,2,"106",5,4
2000077193,"05",3,1,"20",1,2,"106",6,4
2000077193,"06",3,1,"11",1,1,"106",4,4
2000149068,"01",1,1,"33",1,2,"106",1,1
2000149068,"02",2,2,"28",1,2,"106",5,1
2000149068,"03",3,1,"07",1,1,"101",NA,NA
2000125050,"01",1,1,"41",2,NA,NA,1,1
2000125050,"02",2,2,"38",2,NA,NA,5,1
2000125050,"03",3,1,"18",1,1,"312",4,4
2000125050,"04",3,1,"05",NA,NA,NA,NA,NA
2000125050,"05",3,1,"03",NA,NA,NA,NA,NA
2000065114,"01",1,1,"76",1,2,"901",1,1
2000065114,"02",2,2,"64",1,2,"107",5,1
2000101012,"01",1,1,"38",1,2,"214",1,1
2000101012,"02",2,2,"29",1,2,"214",5,1
2000101012,"03",3,1,"10",1,1,"104",4,4
2000101012,"04",3,2,"00",NA,NA,NA,NA,NA
2000005050,"01",1,1,"47",2,NA,NA,1,1
2000005050,"02",2,2,"44",2,NA,NA,5,1
2000005050,"03",3,2,"18",1,1,"213",4,4
2000005050,"04",3,1,"15",1,1,"213",4,4
2000005050,"05",3,1,"11",1,1,"105",4,4
2000017009,"01",1,1,"58",1,2,"901",1,2
2000017009,"02",3,2,"34",1,2,"106",5,4
2000017009,"03",3,2,"32",1,2,"106",5,4
2000017009,"04",3,2,"24",1,2,"106",5,4
2000125054,"01",1,1,"50",1,2,"214",1,1
2000125054,"02",2,2,"46",2,NA,NA,5,1
2000125054,"03",3,2,"25",1,1,"312",4,4
2000125054,"04",3,2,"18",1,2,"313",5,4
2000125054,"05",3,2,"17",1,1,"312",4,4
2000125054,"06",3,2,"14",1,1,"213",4,4
2000125054,"07",3,2,"10",1,1,"104",4,4
2000073321,"01",1,1,"76",2,NA,NA,6,1
2000073321,"02",2,2,"63",2,NA,NA,6,1
2000073321,"03",3,2,"36",1,2,"106",5,4
2000073321,"04",3,2,"32",1,2,"106",5,4
2000073321,"05",3,2,"31",1,2,"106",5,4
2000073327,"01",1,1,"55",2,NA,NA,1,1
2000073327,"02",2,2,"57",1,2,"106",1,1
2000073327,"03",3,1,"31",1,2,"322",1,4
2000073327,"04",3,1,"30",1,2,"106",1,4
2000073327,"05",3,1,"24",1,2,"106",1,4
2000073327,"06",3,1,"22",1,2,"106",1,4
2000073327,"07",3,2,"16",1,1,"312",4,4
2000073327,"08",3,2,"35",1,2,"106",5,4
2000073316,"01",1,1,"27",1,2,"214",1,1
2000073316,"02",6,2,"58",2,NA,NA,5,2
2000073315,"01",1,1,"35",1,2,"106",1,1
2000073315,"02",2,2,"33",1,2,"106",5,1
2000073315,"03",3,1,"13",1,1,"212",4,4
2000073315,"04",3,2,"11",1,1,"211",4,4
2000133050,"01",1,1,"76",2,NA,NA,1,1
2000133050,"02",2,2,"55",2,NA,NA,5,1
2000133050,"03",3,1,"21",1,2,"214",2,4
2000133050,"04",3,2,"18",1,2,"106",5,4
2000037058,"01",1,2,"71",2,NA,NA,3,2
2000049061,"01",1,1,"81",1,2,"901",3,1
2000049061,"02",2,2,"54",1,2,"901",5,1
2000025060,"01",1,1,"77",2,NA,NA,3,1
2000025060,"02",2,2,"72",2,NA,NA,5,1
2000025062,"01",1,1,"65",2,NA,NA,3,1
2000025062,"02",2,2,"59",2,NA,NA,5,1
2000025068,"01",1,1,"49",1,2,"106",3,1
2000025068,"02",2,2,"51",1,2,"106",5,1
2000025056,"01",1,1,"77",1,2,"901",3,1
2000025056,"02",2,2,"70",2,NA,NA,5,1
2000025056,"03",3,1,"50",2,NA,NA,1,4
2000097161,"01",1,1,"38",1,2,"106",1,1
2000097161,"02",2,2,"30",1,2,"106",5,1
2000097161,"03",3,2,"02",NA,NA,NA,NA,NA
2000097148,"01",1,1,"39",1,2,"214",1,1
2000097148,"02",2,2,"42",1,2,"106",5,1
2000097148,"03",3,1,"17",1,2,"324",2,4
2000097148,"04",3,1,"10",1,1,"105",4,4
2000097148,"05",3,2,"04",NA,NA,NA,NA,NA
2000097148,"06",6,2,"75",2,NA,NA,6,2
2000097157,"01",1,1,"64",1,2,"901",1,1
2000097157,"02",2,2,"35",1,2,"106",5,1
2000097157,"03",3,2,"28",2,NA,NA,6,4
2000097157,"04",3,1,"19",1,2,"322",2,4
2000097157,"05",3,2,"17",1,2,"214",5,4
2000097157,"06",6,2,"78",2,NA,NA,3,2
2000097154,"01",1,1,"78",2,NA,NA,3,1
2000097154,"02",2,2,"74",2,NA,NA,5,1
2000097153,"01",1,2,"70",2,NA,NA,3,2
2000109201,"01",1,1,"60",2,NA,NA,1,1
2000109201,"02",2,2,"53",2,NA,NA,1,1
2000109201,"03",3,1,"18",1,2,"106",1,4
2000109201,"04",3,1,"16",1,1,"312",4,4
2000109209,"01",1,1,"40",1,2,"104",1,1
2000109209,"02",2,2,"30",1,2,"106",5,1
2000109209,"03",3,2,"12",1,1,"211",4,4
2000109209,"04",3,1,"06",1,1,"101",NA,NA
2000109203,"01",1,1,"33",1,2,"106",1,1
2000109203,"02",2,2,"30",1,2,"106",5,1
2000109203,"03",3,2,"12",1,1,"211",4,4
2000109203,"04",3,2,"05",NA,NA,NA,NA,NA
2000109203,"05",3,2,"00",NA,NA,NA,NA,NA
2000109206,"01",1,1,"49",1,2,"104",1,1
2000109206,"02",2,2,"47",2,NA,NA,5,1
2000109206,"03",3,2,"24",1,2,"106",5,4
2000109206,"04",3,1,"20",1,2,"106",2,4
2000109199,"01",1,1,"49",2,NA,NA,1,1
2000109199,"02",2,2,"45",1,2,"106",5,1
2000109199,"03",3,1,"17",1,2,"106",1,4
2000109199,"04",3,1,"08",1,1,"101",NA,NA
2000037061,"01",1,2,"75",2,NA,NA,3,3
2000037063,"01",1,1,"51",1,2,"106",1,1
2000037063,"02",2,2,"45",2,NA,NA,5,1
2000037063,"03",3,2,"26",1,2,"106",1,4
2000037063,"04",3,2,"14",1,1,"311",4,4
2000037054,"01",1,2,"74",2,NA,NA,3,2
2000125056,"01",1,1,"77",1,2,"214",3,2
2000045119,"01",1,1,"37",1,2,"102",1,1
2000045119,"02",2,2,"33",1,2,"214",5,1
2000045119,"03",3,1,"13",1,1,"212",4,4
2000045119,"04",3,1,"09",1,1,"104",NA,NA
2000045119,"05",3,2,"04",NA,NA,NA,NA,NA
2000045112,"01",1,2,"65",2,NA,NA,3,2
2000045112,"02",3,2,"25",1,2,"103",5,4
2000045112,"03",3,2,"23",1,2,"106",5,1
2000021009,"01",1,1,"64",1,2,"901",1,1
2000021009,"02",2,2,"57",2,NA,NA,5,1
2000021009,"03",3,2,"40",1,1,"312",4,4
2000021009,"04",3,1,"32",1,2,"313",1,4
2000021009,"05",3,1,"29",1,2,"106",2,4
2000021009,"06",3,1,"25",1,2,"313",1,4
2000021009,"07",3,1,"22",1,2,"313",1,4
