"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06"
2000001144,"022111",1,NA,"01200","0000000150","0000180000"
2000002320,"022111",1,NA,"00300","0000000100","0000030000"
2000002320,"023111",1,NA,NA,NA,"0000060000"
2000002323,"022111",1,NA,"01200","0000000100","0000120000"
2000002326,"022113",1,NA,"01200","0000000250","0000300000"
2000002328,"022113",1,NA,"00400","0000000200","0000080000"
2000003153,"022113",1,NA,"00600","0000000300","0000180000"
2000003156,"022112",1,NA,"01200","0000000250","0000300000"
2000004150,"022113",1,NA,"00600","0000000500","0000300000"
2000005048,"022113",1,NA,"00600","0000000350","0000210000"
2000006162,"022113",1,NA,"00620","0000000300","0000186000"
2000006171,"022112",1,NA,"00600","0000000250","0000150000"
2000006173,"022113",1,NA,"00500","0000000125","0000062500"
2000007013,"022113",1,NA,"00600","0000000200","0000120000"
2000008217,"022111",1,NA,"00300","0000000350","0000105000"
2000008226,"022112",1,NA,"00300","0000000350","0000105000"
2000009053,"022113",1,NA,"00600","0000000300","0000180000"
2000010199,"022113",1,NA,"00600","0000000250","0000150000"
2000010203,"022112",1,NA,"00600","0000000200","0000120000"
2000010206,"022112",1,NA,"00600","0000000250","0000150000"
2000011149,"022111",1,NA,"00600","0000000250","0000150000"
2000011154,"022112",1,NA,"00600","0000000250","0000150000"
2000012107,"022112",1,NA,"00300","0000000175","0000052500"
2000013222,"022113",1,NA,"01200","0000000300","0000360000"
2000013226,"022111",1,NA,"00600","0000000150","0000090000"
2000014008,"022111",1,NA,"00300","0000000300","0000090000"
2000014011,"022111",1,NA,"00300","0000000300","0000090000"
2000014011,"023111",1,NA,NA,NA,"0000300000"
2000014014,"022112",1,NA,"00250","0000000620","0000155000"
2000015006,"022113",1,NA,"00100","0000000300","0000030000"
2000020155,"022112",1,NA,"00600","0000000250","0000150000"
2000020167,"022111",1,NA,"01200","0000000500","0000600000"
2000021004,"022111",1,NA,"00600","0000000200","0000120000"
2000021009,"022113",1,NA,"00300","0000000200","0000060000"
2000022151,"022112",1,NA,"01200","0000000250","0000300000"
2000022157,"022113",1,NA,"00600","0000000175","0000105000"
2000023002,"022112",1,NA,"01200","0000000500","0000600000"
2000024169,"022112",1,NA,"00300","0000000350","0000105000"
2000025056,"022113",1,NA,"01000","0000000400","0000400000"
2000025068,"022113",1,NA,"00210","0000000230","0000048300"
2000026061,"022113",1,NA,"00060","0000000750","0000045000"
2000026062,"022113",1,NA,"00600","0000000300","0000180000"
2000027003,"022113",1,NA,"00060","0000000200","0000012000"
2000027007,"022113",1,NA,"00400","0000000350","0000140000"
2000028096,"022111",1,NA,"00600","0000000250","0000150000"
2000028100,"022111",1,NA,"00400","0000000110","0000044000"
2000029299,"022113",1,NA,"00600","0000000125","0000075000"
2000031055,"022111",1,NA,"00100","0000000250","0000025000"
2000032201,"022113",1,NA,"00600","0000000500","0000300000"
2000032212,"022111",1,NA,"01200","0000000500","0000600000"
2000032212,"023111",1,NA,NA,NA,"0000450000"
2000033056,"022113",1,NA,"01200","0000000500","0000600000"
2000034002,"022112",1,NA,"00600","0000000250","0000150000"
2000034010,"022112",1,NA,"00600","0000000250","0000150000"
2000035062,"022112",1,NA,"00600","0000000350","0000210000"
2000035065,"022112",1,NA,"00600","0000000250","0000150000"
2000035067,"022112",1,NA,"00600","0000000250","0000150000"
2000036166,"022111",1,NA,"01800","0000000250","0000450000"
2000036171,"022111",1,NA,"00580","0000000325","0000188500"
2000036179,"022111",1,NA,"00300","0000000500","0000150000"
2000038148,"022113",1,NA,"00600","0000000250","0000150000"
2000038152,"022111",1,NA,"01200","0000000450","0000540000"
2000039162,"022111",1,NA,"00750","0000000200","0000150000"
2000039163,"022113",1,NA,"00600","0000000250","0000150000"
2000039166,"022113",1,NA,"00600","0000000400","0000240000"
2000040159,"022112",1,NA,"00300","0000000200","0000060000"
2000040161,"022111",1,NA,"00600","0000000200","0000120000"
2000040166,"022112",1,NA,"00600","0000000250","0000150000"
2000042006,"022111",1,NA,"01500","0000000150","0000225000"
2000043109,"022113",1,NA,"00600","0000000175","0000105000"
2000043113,"022112",1,NA,"00600","0000000250","0000150000"
2000044170,"023111",1,NA,NA,NA,"0000300000"
2000046242,"022113",1,NA,"00600","0000000200","0000120000"
2000046252,"022113",1,NA,"00620","0000000400","0000248000"
2000046255,"022113",1,NA,"00600","0000000200","0000120000"
2000047112,"022111",1,NA,"00300","0000000100","0000030000"
2000047114,"022112",1,NA,"00600","0000000250","0000150000"
2000047118,"022113",1,NA,"00600","0000000300","0000180000"
2000047118,"023111",1,NA,NA,NA,"0000250000"
2000048195,"022113",1,NA,"00300","0000000500","0000150000"
2000049067,"022111",1,NA,"00360","0000000125","0000045000"
2000050050,"022111",1,NA,"00300","0000000125","0000037500"
2000050063,"022111",1,NA,"00600","0000000200","0000120000"
2000051099,"022112",1,NA,"00300","0000000250","0000075000"
2000052211,"022113",1,NA,"00600","0000000750","0000450000"
2000052213,"022111",1,NA,"00600","0000000550","0000330000"
2000052215,"022113",1,NA,"00090","0000001000","0000090000"
2000052219,"022111",1,NA,"00600","0000000250","0000150000"
2000054099,"022112",1,NA,"00210","0000000225","0000047250"
2000054111,"022113",1,NA,"00800","0000000250","0000200000"
2000056103,"022111",1,NA,"00600","0000000200","0000120000"
2000056108,"022111",1,NA,"00600","0000000125","0000075000"
2000057158,"022113",1,NA,"00300","0000000350","0000105000"
2000058053,"022111",1,NA,"01200","0000000200","0000240000"
2000058061,"022113",1,NA,"00200","0000000200","0000040000"
2000059242,"022113",1,NA,"01200","0000000150","0000180000"
2000059253,"022113",1,NA,"00300","0000000150","0000045000"
2000060061,"022112",1,NA,"00300","0000000350","0000105000"
2000061014,"022112",1,NA,"00400","0000000250","0000100000"
2000062111,"022111",1,NA,"00200","0000000150","0000030000"
2000064159,"022112",1,NA,"00600","0000000250","0000150000"
2000064163,"022111",1,NA,"01200","0000000100","0000120000"
2000065111,"022113",1,NA,"00090","0000000350","0000031500"
2000069150,"022113",1,NA,"00600","0000000300","0000180000"
2000069153,"022111",1,NA,"00300","0000000150","0000045000"
2000072113,"022112",1,NA,"00300","0000000350","0000105000"
2000072116,"022113",1,NA,"00600","0000000450","0000270000"
2000073327,"022112",1,NA,"00400","0000000250","0000100000"
2000076057,"022113",1,NA,"00600","0000000300","0000180000"
2000077196,"022113",1,NA,"00120","0000000300","0000036000"
2000078242,"022111",1,NA,"00500","0000000150","0000075000"
2000078244,"022112",1,NA,"00150","0000000250","0000037500"
2000078248,"022113",7,NA,"00600","0000000150","0000090000"
2000080006,"022112",1,NA,"00300","0000000250","0000075000"
2000080010,"022113",1,NA,"00600","0000000250","0000150000"
2000083217,"022112",1,NA,"00600","0000000250","0000150000"
2000083222,"022112",1,NA,"00600","0000000250","0000150000"
2000085168,"022113",1,NA,"00900","0000000583","0000524700"
2000085174,"022112",1,NA,"00250","0000000250","0000062500"
2000088114,"022113",1,NA,"01200","0000000850","0001020000"
2000089059,"022112",1,NA,"00300","0000000200","0000060000"
2000089065,"022113",1,NA,"00600","0000000750","0000450000"
2000092112,"022111",1,NA,"00600","0000000500","0000300000"
2000094190,"022111",1,NA,"01240","0000000250","0000310000"
2000094191,"022111",1,NA,"00600","0000000250","0000150000"
2000096152,"022112",1,NA,"00600","0000000175","0000105000"
2000096156,"022112",1,NA,"00600","0000000150","0000090000"
2000097148,"022112",1,NA,"00300","0000000250","0000075000"
2000097161,"022113",1,NA,"00500","0000000250","0000125000"
2000098110,"022113",1,NA,"00134","0000000230","0000030820"
2000098112,"022111",1,NA,"00200","0000000250","0000050000"
2000098115,"022111",1,NA,"00080","0000000125","0000010000"
2000099050,"022113",1,NA,"00300","0000000300","0000090000"
2000099061,"022113",1,NA,"00600","0000000250","0000150000"
2000101003,"022112",1,NA,"00300","0000000250","0000075000"
2000101006,"022111",1,NA,"00600","0000000250","0000150000"
2000101007,"022112",1,NA,"01200","0000000250","0000300000"
2000102154,"022111",1,NA,"00600","0000000250","0000150000"
2000102165,"022113",1,NA,"00240","0000000250","0000060000"
2000104154,"022111",1,NA,"00600","0000000300","0000180000"
2000107002,"022111",1,NA,"01200","0000000150","0000180000"
2000107011,"022113",1,NA,"00080","0000000600","0000048000"
2000107015,"022112",1,NA,"00600","0000000250","0000150000"
2000108235,"022111",1,NA,"00300","0000000125","0000037500"
2000109199,"022111",1,NA,"00600","0000000150","0000090000"
2000109203,"022113",1,NA,"00120","0000000600","0000072000"
2000110002,"022111",1,NA,"00600","0000000150","0000090000"
2000110002,"022113",1,NA,"00600","0000000300","0000180000"
2000110002,"023111",1,NA,NA,NA,"0000500000"
2000110007,"022111",1,NA,"00090","0000000200","0000018000"
2000110011,"022113",1,NA,"01200","0000000300","0000360000"
2000111170,"022112",1,NA,"00500","0000000250","0000125000"
2000111172,"022113",1,NA,"00600","0000000200","0000120000"
2000111177,"022111",1,NA,"00300","0000000200","0000060000"
2000112345,"022111",1,NA,"00600","0000000200","0000120000"
2000112348,"022112",1,NA,"00600","0000000250","0000150000"
2000112350,"022112",1,NA,"00600","0000000250","0000150000"
2000113245,"022113",1,NA,"00150","0000000220","0000033000"
2000113250,"022113",1,NA,"00600","0000000200","0000120000"
2000113254,"022112",1,NA,"00700","0000000200","0000140000"
2000115001,"022112",1,NA,"00160","0000000250","0000040000"
2000115001,"023111",1,NA,NA,NA,"0000150000"
2000115004,"022111",1,NA,"00600","0000000250","0000150000"
2000116221,"022112",1,NA,"00300","0000000350","0000105000"
2000117060,"022113",1,NA,"00300","0000000250","0000075000"
2000118198,"022111",1,NA,"01240","0000000150","0000186000"
2000118206,"022113",1,NA,"00600","0000000500","0000300000"
2000119205,"022111",1,NA,"00600","0000000125","0000075000"
2000121315,"022112",1,NA,"00120","0000000275","0000033000"
2000121318,"022112",1,NA,"00290","0000000275","0000079750"
2000121320,"022112",1,NA,"01600","0000000200","0000320000"
2000122004,"022113",1,NA,"00450","0000000650","0000292500"
2000122008,"022112",7,NA,"00800","0000000300","0000240000"
2000122012,"022115",1,NA,NA,NA,"0000024000"
2000123162,"022113",1,NA,"00600","0000000250","0000150000"
2000125054,"022113",1,NA,"00300","0000000300","0000090000"
2000125061,"023111",1,NA,NA,NA,"0000300000"
2000126137,"022112",1,NA,"00600","0000000300","0000180000"
2000126146,"022112",1,NA,"00600","0000000300","0000180000"
2000127164,"022112",1,NA,"00600","0000000250","0000150000"
2000128157,"022111",1,NA,"00300","0000000150","0000045000"
2000131007,"022113",1,NA,"00600","0000000500","0000300000"
2000131010,"022112",1,NA,"01800","0000000250","0000450000"
2000133046,"022113",1,NA,"00600","0000000450","0000270000"
2000133050,"022112",1,NA,"00600","0000000250","0000150000"
2000134057,"022112",1,NA,"00620","0000000250","0000155000"
2000135014,"022112",1,NA,"01200","0000000250","0000300000"
2000136015,"022112",1,NA,"00600","0000000250","0000150000"
2000137059,"022111",1,NA,"00300","0000000200","0000060000"
2000137062,"022113",1,NA,"00600","0000000200","0000120000"
2000138162,"022112",1,NA,"00620","0000000250","0000155000"
2000139155,"022112",1,NA,"00600","0000000250","0000150000"
2000139158,"022112",1,NA,"00600","0000000250","0000150000"
2000139165,"022112",1,NA,"00600","0000000250","0000150000"
2000139166,"022113",1,NA,"00600","0000000300","0000180000"
2000140056,"022111",1,NA,"00140","0000000500","0000070000"
2000140066,"022113",1,NA,"00600","0000000500","0000300000"
2000141145,"022112",1,NA,"00090","0000000250","0000022500"
2000141151,"022113",1,NA,"00030","0000000200","0000006000"
2000141158,"022112",1,NA,"01240","0000000250","0000310000"
2000142148,"022113",1,NA,"00620","0000000350","0000217000"
2000142151,"022112",1,NA,"01200","0000000250","0000300000"
2000143055,"022113",1,NA,"00600","0000000250","0000150000"
2000144008,"022112",1,NA,"00300","0000000350","0000105000"
2000144014,"022112",1,NA,"00300","0000000150","0000045000"
2000145011,"022113",1,NA,"01200","0000000250","0000300000"
2000146168,"022111",1,NA,"00600","0000000150","0000090000"
2000147316,"022113",1,NA,"00600","0000000250","0000150000"
2000147322,"022113",1,NA,"01400","0000000250","0000350000"
2000147322,"023111",1,NA,NA,NA,"0000350000"
2000148110,"022111",1,NA,"00600","0000000250","0000150000"
2000148118,"022113",1,NA,"00600","0000000250","0000150000"
2000149060,"022111",1,NA,"00120","0000000100","0000012000"
2000149063,"022111",1,NA,"01200","0000000125","0000150000"
2000149068,"022113",1,NA,"00620","0000000600","0000372000"
2000150163,"022113",1,NA,"00600","0000000550","0000330000"
2000150168,"022113",1,NA,"00600","0000000300","0000180000"
2000151212,"022113",1,NA,"00150","0000000600","0000090000"
2000151212,"023111",1,NA,NA,NA,"0000400000"
2000151217,"022111",1,NA,"00600","0000000500","0000300000"
2000151222,"022113",1,NA,"00200","0000000250","0000050000"
2000152209,"022112",1,NA,"00600","0000000250","0000150000"
2000152219,"022111",1,NA,"00080","0000000500","0000040000"
2000152223,"022113",1,NA,"00600","0000000500","0000300000"
2000153052,"022111",1,NA,"00600","0000000200","0000120000"
2000154215,"022113",1,NA,"00030","0000002000","0000060000"
2000155098,"022111",1,NA,"00900","0000000250","0000225000"
2000155100,"022111",1,NA,"00600","0000000200","0000120000"
2000155102,"022111",1,NA,"00600","0000000250","0000150000"
2000156099,"022113",1,NA,"00300","0000000500","0000150000"
2000156103,"022111",1,NA,"00580","0000000800","0000464000"
2000156103,"023111",1,NA,NA,NA,"0001000000"
2000157154,"022113",1,NA,"00600","0000000600","0000360000"
2000158058,"022113",1,NA,"00900","0000000250","0000225000"
2000158058,"023111",1,NA,NA,NA,"0000300000"
2000158069,"022111",1,NA,"00582","0000000080","0000046560"
2000159119,"022113",1,NA,"00600","0000000250","0000150000"
2000160165,"022113",1,NA,"00600","0000000400","0000240000"
2000161114,"022112",1,NA,"01200","0000000300","0000360000"
2000161117,"022113",1,NA,"00600","0000000200","0000120000"
2000162162,"022111",1,NA,"00200","0000000200","0000040000"
2000163116,"022111",1,NA,"00600","0000000200","0000120000"
2000163120,"022112",1,NA,"00600","0000000250","0000150000"
2000163120,"023111",1,NA,NA,NA,"0000250000"
2000164011,"022111",1,NA,"00580","0000000500","0000290000"
2000165059,"022113",1,NA,"00300","0000000500","0000150000"
2000166222,"022113",1,NA,"01200","0000000200","0000240000"
2000166226,"022111",1,NA,"00600","0000000225","0000135000"
2010001099,"022111",1,NA,"00300","0000000150","0000045000"
2010001099,"022113",1,NA,"00100","0000000350","0000035000"
2010001104,"022112",1,NA,"01200","0000000250","0000300000"
2010001111,"022111",1,NA,"00300","0000000400","0000120000"
2010003067,"022112",1,NA,"00200","0000000500","0000100000"
2010006209,"022113",1,NA,"00450","0000000500","0000225000"
2010007011,"022111",1,NA,"00090","0000000250","0000022500"
2010008050,"022111",1,NA,"00600","0000000200","0000120000"
2010008051,"022111",1,NA,"00600","0000000200","0000120000"
2010008058,"022113",1,NA,"00150","0000000300","0000045000"
2010008061,"022111",1,NA,"00600","0000000250","0000150000"
2010009051,"022113",1,NA,"00060","0000000500","0000030000"
2010009060,"022113",1,NA,"00180","0000000700","0000126000"
2010010015,"022113",1,NA,"00300","0000000250","0000075000"
2010011060,"022112",1,NA,"00600","0000000250","0000150000"
2010011063,"022112",1,NA,"00600","0000000250","0000150000"
2010012144,"022113",1,NA,"00080","0000000550","0000044000"
2010012149,"022112",1,NA,"00300","0000000300","0000090000"
2010013105,"022112",1,NA,"00090","0000000200","0000018000"
2010013109,"022111",1,NA,"00600","0000000150","0000090000"
2010014056,"022112",1,NA,"00270","0000000400","0000108000"
2010014060,"022113",7,NA,"00060","0000001000","0000060000"
2010014062,"022113",1,NA,"00400","0000000400","0000160000"
2010014065,"022111",1,NA,"00600","0000000350","0000210000"
2010015006,"022113",1,NA,"00080","0000000500","0000040000"
2010015011,"022113",1,NA,"00600","0000000750","0000450000"
2010015014,"022113",1,NA,"00600","0000000550","0000330000"
2010016043,"022111",1,NA,"00600","0000000350","0000210000"
2010017011,"022111",1,NA,"00060","0000000150","0000009000"
2010018057,"022111",1,NA,"00300","0000000600","0000180000"
2010020103,"022113",1,NA,"00600","0000000175","0000105000"
2010020109,"022111",1,NA,"00600","0000000250","0000150000"
2010020115,"022113",1,NA,"00600","0000000400","0000240000"
2010021111,"022113",1,NA,"00600","0000000550","0000330000"
2010022181,"022113",1,NA,"00600","0000000500","0000300000"
2010023153,"022113",1,NA,"00600","0000000450","0000270000"
2010024165,"022113",1,NA,"00600","0000000250","0000150000"
2010025115,"022112",1,NA,"00600","0000000300","0000180000"
2010026176,"022112",1,NA,"00600","0000000350","0000210000"
2010027191,"022111",1,NA,"00600","0000000175","0000105000"
2010029104,"022111",1,NA,"00300","0000000100","0000030000"
2010029114,"022111",1,NA,"00900","0000000167","0000150300"
2010031161,"022113",1,NA,"00600","0000000800","0000480000"
2010031164,"022112",1,NA,"01200","0000000400","0000480000"
2010033003,"022111",1,NA,"00600","0000000175","0000105000"
2010033006,"022113",1,NA,"00150","0000000425","0000063750"
2010033012,"022113",1,NA,"01240","0000000200","0000248000"
2010035099,"022112",1,NA,"00600","0000000325","0000195000"
2010035102,"022111",1,NA,"00900","0000000225","0000202500"
2010035108,"022111",1,NA,"00400","0000000250","0000100000"
2010035110,"022111",1,NA,"00600","0000000150","0000090000"
2010036169,"022111",1,NA,"00600","0000000200","0000120000"
2010036175,"022112",1,NA,"01200","0000000250","0000300000"
2010036175,"023111",1,NA,NA,NA,"0001200000"
2010037140,"022113",1,NA,"00600","0000000250","0000150000"
2010037142,"022111",1,NA,"00500","0000000200","0000100000"
2010037149,"022112",1,NA,"00620","0000000300","0000186000"
2010037151,"022111",1,NA,"01200","0000000100","0000120000"
2010037151,"022115",1,NA,NA,NA,"0000045000"
2010039066,"022113",1,NA,"00150","0000001000","0000150000"
2010040110,"022113",1,NA,"00600","0000000350","0000210000"
2010040113,"022111",1,NA,"00600","0000000200","0000120000"
2010040115,"022111",1,NA,"00600","0000000175","0000105000"
2010040119,"022113",1,NA,"00600","0000000800","0000480000"
2010041046,"022113",1,NA,"00600","0000000500","0000300000"
2010041052,"022113",1,NA,"00200","0000000500","0000100000"
2010041060,"022111",1,NA,"00600","0000000200","0000120000"
2010042138,"022111",1,NA,"00080","0000000250","0000020000"
2010042139,"022113",1,NA,"00620","0000000400","0000248000"
2010043002,"022113",1,NA,"00600","0000000300","0000180000"
2010043013,"022111",1,NA,"00600","0000000450","0000270000"
2010044138,"022112",1,NA,"00600","0000000200","0000120000"
2010044145,"022112",1,NA,"00080","0000000250","0000020000"
2010045183,"022113",1,NA,"00300","0000000500","0000150000"
2010045190,"022113",1,NA,"00120","0000000750","0000090000"
2010047099,"022112",1,NA,"01200","0000000700","0000840000"
2010047102,"022113",1,NA,"00300","0000000500","0000150000"
2010048051,"022112",1,NA,"00600","0000000250","0000150000"
2010048059,"022112",1,NA,"00300","0000000200","0000060000"
2010049174,"022111",1,NA,"00600","0000000125","0000075000"
2010049181,"022111",1,NA,"01200","0000000200","0000240000"
2010050001,"022112",1,NA,"00060","0000000300","0000018000"
2010050005,"022111",1,NA,"00300","0000000500","0000150000"
2010051190,"022113",1,NA,"00300","0000000500","0000150000"
2010051203,"022112",1,NA,"00160","0000000400","0000064000"
2010052105,"022113",1,NA,"00600","0000001000","0000600000"
2010052110,"022111",1,NA,"00600","0000000250","0000150000"
2010054108,"022112",1,NA,"00600","0000000250","0000150000"
2010054111,"022111",1,NA,"00300","0000000125","0000037500"
2010054119,"022111",1,NA,"00600","0000000250","0000150000"
2010055002,"022113",1,NA,"00300","0000000500","0000150000"
2010055004,"022113",1,NA,"00600","0000000500","0000300000"
2010055007,"022111",1,NA,"00600","0000000200","0000120000"
2010056226,"022112",1,NA,"00600","0000000250","0000150000"
2010057162,"022112",1,NA,"00200","0000000250","0000050000"
