"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10","DYCOL11","DYCOL12","DYCOL13","DYCOL14","DYCOL15"
2000137059,"01",1,6111,"0111",2,1,"9",5,NA,"0001700000",NA,"0010600000",NA,"39200000",26900000
2000137059,"01",1,6121,"0124",2,1,"2",7,"0000700000","0005200000",NA,NA,NA,"12500000",6600000
2000101006,"06",1,8322,"2413",2,2,"6",6,NA,"0001000000","0002000000","0003000000",NA,"40000000",3.4e+07
2000101015,"02",1,8322,"6021",2,2,"4",6,NA,"0002850000","0000350000","0002300000",NA,"12700000",7200000
2000041014,"01",1,6111,"0111",2,1,"3",4,NA,"0000350000",NA,"0001200000",NA,"7800000",6250000
2000041014,"02",1,6121,"0124",2,1,"3",7,NA,"0012000000",NA,NA,NA,"21500000",9500000
2000065111,"01",1,6121,"0124",2,1,"5",7,"0000300000","0012800000","0000120000",NA,NA,"28620000",15400000
2000065111,"02",1,6121,"0124",3,1,"3",7,NA,NA,NA,NA,NA,NA,0
2000017010,"01",1,6121,"0124",2,1,"4",7,"0000250000","0040000000",NA,NA,NA,"56000000",15750000
2000017010,"01",1,6111,"0111",2,1,"5",3,NA,"0000650000",NA,"0005300000",NA,"11150000",5200000
2000093014,"01",1,6121,"0124",2,1,"4",7,NA,"0020000000",NA,NA,NA,"35980000",15980000
2000093014,"02",1,6111,"0111",2,1,"5",7,"0001000000","0001550000","0000350000",NA,NA,"41500000",38600000
2000117056,"01",1,6111,"0111",2,1,"10",6,"0001000000","0001650000",NA,"0003000000",NA,"32300000",26650000
2000005057,"01",1,6111,"0111",2,1,"5",3,NA,"0000650000",NA,NA,NA,"4050000",3400000
2000005057,"01",1,6121,"0124",2,1,"5",2,NA,"0008000000",NA,NA,NA,"15500000",7500000
2000005048,"05",1,7501,"1724",2,2,"5",6,NA,"0000800000",NA,NA,NA,"9800000",9e+06
2000005048,"06",1,7501,"1724",3,2,"5",6,NA,NA,NA,NA,NA,NA,0
2000005048,"01",1,6111,"0111",2,1,"4",2,NA,"0000950000",NA,"0000800000",NA,"6500000",4750000
2000005048,"03",1,6121,"0124",2,1,"12",7,NA,"0004500000",NA,NA,NA,"53560000",49060000
2000005048,"04",1,6121,"0124",3,1,"12",7,NA,NA,NA,NA,NA,NA,0
2000005053,"01",1,8322,"6023",2,2,"9",6,NA,NA,"0012000000",NA,NA,"60000000",4.8e+07
2000113250,"01",1,6111,"0111",2,1,"9",7,NA,"0003000000",NA,"0003900000",NA,"23375000",16475000
