"Address","MahMorajeh","ShoghlSarparast","NoeKhn","Takmil","TakmilDescA","TakmilDescB","TakmilDescC","Jaygozin","JaygozinDescA","JaygozinDescB","JaygozinDescC","BlkAbdJaygozin","RadifJaygozin","fStat","fEnt","fvfy","user1","user2","user3","user4","Tekrari","Bakhsh","ShrDeh","Hozeh","BlkAbd","AbdName"
10922213605,"04","????? ????? ???? ???",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,625,1,"Admin",NA,"Admin","Admin",NA,"02","2566","002","000002","????"
10922213608,"04","???????? ????? ????",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,759,3,"Admin",NA,"Admin","Admin",NA,"02","2566","002","000005","????"
10922213612,"04","?????",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,808,0,"Admin",NA,"Admin","Admin",NA,"02","2566","002","000006","????"
10922213613,"04","????",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,846,1,"Admin",NA,"Admin","Admin",NA,"02","2566","002","000007","????"
10922213616,"04","????? ????? ???? ???",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,769,2,"Admin",NA,"Admin","Admin",NA,"02","2256","002","000007","????"
10916210001,"03","????????",1,2,NA,2,NA,1,NA,NA,NA,"000001","03",5,535,0,"Admin",NA,"Admin","Admin",NA,"05","2647","086","000001","????"
10916210005,"03","????????",1,2,NA,1,NA,1,NA,NA,NA,"000001","06",5,1064,2,"Admin",NA,"Admin","Admin",NA,"05","1647","086","000001","????"
10916210008,"03","???????? ???? ???????",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,940,1,"Admin",NA,"Admin","Admin",NA,"05","1647","086","000001","????"
10916210016,"03","مشاوراملاك",1,2,NA,1,NA,1,NA,NA,NA,"000002","15",5,799,0,"Admin",NA,"Admin","Admin",NA,"05","1647","086","000002","????"
10916210013,"03","گرافيست",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,990,2,"Admin",NA,"Admin","Admin",NA,"05","1647","086","000002","????"
10916208401,"03","داراي درآمد بدون كار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,873,0,"Admin",NA,"Admin","Admin",NA,"05","1644","103","000001","????"
10916208405,"03","????? ??? ????? ????? ??? ???",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,559,0,"Admin",NA,"Admin","Admin",NA,"15","1644","103","000001","????"
10916208408,"03","????",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,936,0,"Admin",NA,"Admin","Admin",NA,"05","1644","103","000001","????"
10916208412,"03","داراي درآمد بدون كار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,700,0,"Admin",NA,"Admin","Admin",NA,"05","1644","103","000001","????"
10916208413,"03","مربي ژيمناستيك",1,2,NA,1,NA,1,NA,NA,NA,"000001","14",5,691,1,"Admin",NA,"Admin","Admin",NA,"05","1644","103","000001","????"
10916208416,"03","راننده وانت",1,2,NA,1,NA,1,NA,NA,NA,"000001","18",5,595,0,"Admin",NA,"Admin","Admin",NA,"05","1644","103","000001","????"
10917212001,"03","??????",1,2,NA,1,NA,1,NA,NA,NA,"000002","03",5,763,0,"Admin",NA,"Admin","Admin",NA,"02","2349","002","000001","????"
10917212005,"03","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,832,2,"Admin",NA,"Admin","Admin",NA,"05","2349","002","000002","????"
10917212008,"03","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,739,5,"Admin",NA,"Admin","Admin",NA,"02","2349","002","000006","????"
10917212012,"03","كارگر ساده باغداري",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,495,0,"Admin",NA,"Admin","Admin",NA,"01","2349","002","000018","????"
10917212013,"03","????? ????? ???",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,640,0,"Admin",NA,"Admin","Admin",NA,"02","2349","002","000020","????"
10917212016,"03","قاليباف",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,807,0,"Admin",NA,"Admin","Admin",NA,"02","2349","002","000020","????"
10928214016,"02","??? ????",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1048,0,"Admin",NA,"Admin","Admin",NA,"02","1391","002","000067","????"
10916208813,"03","خانه دار",1,2,NA,1,NA,1,NA,NA,NA,"000001","14",4,353,0,"Admin",NA,"Admin","Admin",NA,"05","1645","052","000001","????"
10916208816,"03","?????? ?????",1,2,NA,2,NA,1,NA,NA,NA,"000006","15",5,661,1,"Admin",NA,"Admin","Admin",NA,"05","1645","052","000001","بلوک"
10937215212,"02","?????? ???? ??? ???????? ????? ???",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,716,1,"Admin",NA,"Admin","Admin",NA,"01","2134","002","000007","????"
