"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06","DYCOL07","DYCOL08","DYCOL09","DYCOL10","DYCOL11","DYCOL12","DYCOL13","DYCOL14","DYCOL15","DYCOL16","DYCOL17","DYCOL18","DYCOL19","DYCOL20","DYCOL21","DYCOL22","DYCOL23","DYCOL24","DYCOL25","DYCOL26","DYCOL27","DYCOL28","DYCOL29","DYCOL30","DYCOL31","DYCOL32","DYCOL33","DYCOL34","DYCOL35","DYCOL36","DYCOL37","DYCOL38","DYCOL39","DYCOL40","DYCOL41","DYCOL42","DYCOL43","DYCOL44","DYCOL45","DYCOL46","DYCOL47","DYCOL48","DYCOL49","DYCOL50","DYCOL51","DYCOL52","DYCOL53","DYCOL54","DYCOL55","DYCOL56","DYCOL57","DYCOL58","DYCOL59","DYCOL60","DYCOL61","DYCOL62","DYCOL63","DYCOL64","DYCOL65","DYCOL66","DYCOL67","DYCOL68","DYCOL69","DYCOL70","DYCOL71","DYCOL72","DYCOL73","DYCOL74","DYCOL75","DYCOL76","DYCOL77","DYCOL78","DYCOL79","DYCOL80","DYCOL81","DYCOL82","DYCOL83","DYCOL84","DYCOL85","DYCOL86","DYCOL87","DYCOL88","DYCOL89","DYCOL90","DYCOL91","DYCOL92","DYCOL93","DYCOL94"
10930214412,"01",6112,"01240",NA,NA,2,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5e+07,5e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+06,NA,NA,5e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6e+08
10922213612,"01",6121,"01440",NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8e+07,NA,NA,2.8e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+06,2e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8e+07,NA,NA,NA,NA,NA,NA,NA,NA,5.8e+07
10922213613,"01",6111,"01110",1,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e+06,NA,NA,NA,2e+06,NA,NA,5e+06,2e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e+06,NA,NA,NA,NA,NA,NA,7e+06,NA,5e+07,3e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3e+07
10917212001,"01",6112,"01240",NA,NA,2,"0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e+05,NA,NA,NA,NA,1200000,2e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,NA,NA,NA,1500000,2e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5e+07
10917212005,"01",6112,"01240",NA,NA,2,"0.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e+05,NA,4e+05,NA,NA,NA,NA,NA,NA,NA,NA,3e+05,NA,NA,NA,NA,5e+05,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5e+07
10917212008,"01",6112,"01240",NA,NA,2,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e+05,NA,NA,NA,NA,1800000,3e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6e+07
10930214401,"01",6112,"01240",NA,NA,2,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+06,3e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,NA,NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+07
10930214413,"01",6112,"01240",NA,NA,2,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+06,NA,NA,5e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+07
10918212816,"01",6111,"01110",1,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8e+07,2.8e+07,NA,2.5e+07,1.8e+07,NA,NA,NA,NA,NA,6e+06,NA,NA,3e+06,NA,3e+06,NA,2e+06,NA,NA,3e+06,6e+07,NA,NA,NA,NA,NA,NA,NA,3e+06,3e+06,NA,2.2e+07,1.8e+07,NA,NA,NA,1.5e+07,1.2e+07,NA,8e+06,1.5e+07,1e+07,1e+08,NA,2.35e+08,5.5e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9e+08
10917212408,"01",6112,"01240",NA,NA,2,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+06,2e+06,NA,5e+06,NA,NA,NA,NA,NA,NA,NA,NA,750000,NA,NA,NA,NA,NA,9750000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+06,NA,NA,NA,750000,2750000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+07
