"Address","MahMorajeh","ShoghlSarparast","NoeKhn","Takmil","TakmilDescA","TakmilDescB","TakmilDescC","Jaygozin","JaygozinDescA","JaygozinDescB","JaygozinDescC","BlkAbdJaygozin","RadifJaygozin","fStat","fEnt","fvfy","user1","user2","user3","user4","Tekrari","Bakhsh","ShrDeh","Hozeh","BlkAbd","AbdName"
20006016612,"03","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,231,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20007017905,"03","دامدار",1,2,NA,2,NA,1,NA,NA,NA,"005284","02",4,84,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20001010113,"03","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,200,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20009019112,"03","زارع",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,361,0,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20005015313,"03","درامد بدون كار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,36,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20009019108,"03","راننده  خاور",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,788,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20006015512,"03","زارع",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,70,0,"Admin",NA,"Admin",NA,NA,"03","0001","034","002995","شاهسونكندي"
20006015501,"03","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,62,0,"Admin",NA,"Admin","Admin",NA,"03","0001","034","002891","شاهنوكندي"
20005015316,"03","درامد از يارانه ها",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,49,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20007017913,"03","راننده ماشين سنگين",1,2,NA,3,NA,1,NA,NA,NA,"005350","14",4,137,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20005015308,"03","درامدبدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,206,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20005015312,"03","فروشنده",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,226,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20007017912,"03","کارگر ريگر",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,169,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20006016213,"02","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,88,0,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20001010812,"02","از كار افتاده",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,61,0,"Admin",NA,"Admin","Admin",NA,"02","0005","029","000003","قانياروق"
20004014705,"02","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,64,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20006016216,"02","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,183,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20007017901,"03","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,61,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20010020312,"03","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,385,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20005015301,"03","درامد بدون کار",1,2,NA,1,NA,1,NA,NA,NA,"002423","02",4,204,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20010020316,"03","زارع",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,77,0,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20007017908,"03","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,139,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20006015513,"03","درامد بدون كار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,605,1,"Admin",NA,"Admin","Admin",NA,"03","0001","034","002995","شاهسونكندي"
20010020308,"03","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,86,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20003012616,"03","باغدار",1,2,NA,1,NA,1,NA,NA,NA,"001415","18",5,264,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20006015508,"03","کارگر",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,288,1,"Admin",NA,"Admin",NA,NA,"03","0001","034","002995","نشوه"
20007017916,"03","خانه دار",1,2,NA,1,NA,1,NA,NA,NA,"005350","15",5,51,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20010020305,"03","کشاورز",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,166,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20006016601,"03","كارگر كشاورزي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,504,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20006016605,"03","درامد بدون كار",1,2,NA,3,NA,1,NA,NA,NA,"004077","06",5,50,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20013023716,"03","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,181,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20009019116,"03","درامد بدون كار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,213,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20003012608,"03","درامد بدون كار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,49,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20009019101,"03","كارگر كشاورزي",1,2,NA,3,NA,1,NA,NA,NA,"007756","04",4,164,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20004013801,"03","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,84,0,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20010020301,"03","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,116,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20003012613,"03","درامد بدون کار",1,2,NA,3,NA,1,NA,NA,NA,"001415","14",4,204,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20012022516,"03","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,322,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20012022512,"03","زارع",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,272,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20012022501,"03","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,195,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20012022508,"03","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,155,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20004013813,"03","روحاني",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,76,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20009019105,"03","درامد بدون كار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,49,0,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20006016616,"03","خانه دار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,195,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20004013805,"03","راننده تاكسي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,75,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20003012612,"03","كارگر نانوايي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,255,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20006016613,"03","زارع",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,206,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20004013812,"03","كشاورز",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,218,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20006016608,"03","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,88,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20003012605,"03","فروشنده",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,146,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20003012601,"03","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,149,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20001011412,"03","زارع",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,76,0,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20006016201,"02","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,75,0,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20012022513,"03","گندم کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,305,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20004013816,"03","توليد قطعات ماشين",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,77,0,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20006015516,"03","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,212,1,"Admin",NA,"Admin","Admin",NA,"03","0001","034","002995","نشوه"
20001011408,"03","زارع",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,180,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20013023708,"03","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,333,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20009019113,"03","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,234,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20006015505,"03","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,35,0,"Admin",NA,"Admin","Admin",NA,"03","0001","034","002891","ده اقا"
20010020313,"03","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,218,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20005015305,"03","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,180,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20012021713,"04","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,68,0,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20013023705,"03","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,166,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20012021712,"04","بيكار",1,2,NA,1,NA,1,NA,NA,NA,"000005","10",5,65,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20013023701,"03","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,211,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20001011405,"03","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,200,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
20001011413,"03","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,170,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20012021708,"04","مکانيک",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,220,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20012022908,"04","راننده",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,210,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20012022905,"04","بيکار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,69,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20012022912,"04","کارگر مزرعه",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,201,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
20009019516,"04","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,208,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
