"ADDRESS","COL1","COL3","COL4","COL5"
"002053052",34170,1,5e+05,0
"002053053",33258,1,1800000,0
"002053053",34170,1,450000,0
"002053054",33190,1,4500000,0
"002053054",33258,1,1500000,0
"002053054",34170,1,4e+05,0
"002053055",33258,1,2e+06,0
"002053055",34170,1,350000,0
"002073076",34170,1,1e+06,0
"002073078",33123,1,1455000,0
"002073078",33190,1,23250000,0
"002073078",33236,1,3528000,0
"002073078",33258,1,2e+06,0
"002073078",33269,1,1500000,0
"002073078",34170,1,1e+06,0
"002073079",33258,1,1870000,0
"002073079",34170,1,570000,0
"002073080",33258,1,1450000,0
"002073080",34170,1,250000,0
"002023017",34170,1,180000,0
"002073065",33258,1,1.2e+07,0
"002073065",34170,1,7e+05,0
"002153105",33189,1,1300000,0
"002153105",33214,1,4e+06,0
"002153105",34170,1,450000,0
"002153101",33190,1,850000,0
"002153101",33258,1,228000,0
"002013011",33190,1,2e+06,0
"002013011",34170,1,1e+05,0
"002013012",34170,1,1e+05,0
"002013013",33190,1,3e+07,0
"002013013",34170,1,1e+05,0
"002013015",34170,1,150000,0
"002013014",34170,1,3e+05,0
"002143097",33190,1,5e+06,0
"002143097",33258,1,1500000,0
"002143097",33451,1,1500000,0
"002143097",34170,1,450000,0
"002143098",33214,1,2200000,4e+05
"002143098",33258,1,3500000,0
"002143098",33451,1,3e+06,0
"002143098",34170,1,2e+05,0
"002143099",33258,1,5e+06,0
"002143099",34170,1,150000,0
"002143100",33214,1,3200000,0
"002143100",33258,1,3500000,0
"002143100",34170,1,1e+06,0
"002103086",33190,1,1500000,0
"002103086",34170,1,3e+05,0
"002103088",34170,1,2e+05,0
"002103089",33190,1,6e+06,0
"002053046",34170,1,5e+05,0
"002023030",34170,1,5e+05,0
"002153101",34170,1,250000,0
"002204129",33258,1,7e+06,0
"002204130",33258,1,3100000,0
"002204130",34170,1,8e+05,0
"002054049",34170,1,2e+05,0
"002024031",33258,1,2500000,0
"002024031",33349,1,1.14e+08,1.4e+08
"002024031",33350,1,9e+06,0
"002024031",33360,1,2500000,0
"002024032",33190,1,2.5e+07,0
"002024032",34170,1,1500000,0
"002014001",34170,1,270000,0
"002024028",34170,1,350000,0
"002024033",34170,1,4e+06,0
"002024035",34170,1,250000,0
"002054046",33190,1,2e+06,0
"002054046",33225,1,50000,0
"002204127",33190,1,1.8e+07,0
"002204127",33258,1,3720000,0
"002204128",33190,1,1200000,0
"002204128",33258,1,7800000,0
"002024031",34170,1,3e+05,0
"002054041",34170,1,2e+05,0
"002054042",33190,1,1.8e+07,0
"002054042",33258,1,1300000,0
"002054042",34170,1,5e+05,0
"002054044",33258,1,1300000,0
"002074057",34170,1,250000,0
"002014004",34170,1,5e+05,0
"002014003",33145,1,1.5e+07,0
"002024034",34170,1,2e+06,0
"002054043",33258,1,1e+06,0
"002104082",34170,1,150000,0
"002074058",34170,1,250000,0
"002074059",34170,1,450000,0
"002054045",33190,1,1.2e+07,0
"002104083",34170,1,4e+05,0
"002024011",34170,1,2e+06,0
"002024012",34170,1,1e+05,0
"002024013",34170,1,3e+05,0
"002024014",33190,1,6e+07,0
"002024014",33214,1,5e+06,0
"002024014",34170,1,920000,0
"002194125",34170,1,50000,0
"002104084",34148,1,8e+06,0
"002104085",33190,1,4e+06,0
"002104085",34170,1,450000,0
"002194122",34170,1,257000,0
"002194123",34170,1,2e+05,0
"002214131",34170,1,5e+05,0
"002214132",33190,1,8500000,0
"002214132",34170,1,250000,0
"002214134",33190,1,5500000,0
"002214134",33214,1,310000,0
"002214135",34170,1,1e+06,0
"002154096",34170,1,60000,0
"002154097",34170,1,70000,0
"002154099",34170,1,60000,0
"002054053",34170,1,50000,0
"002054051",33190,1,2e+07,0
"002074063",33258,1,3650000,0
"002074063",34170,1,240000,0
"002054051",34170,1,150000,0
"002054054",34170,1,2e+05,0
"002104086",33190,1,1500000,0
"002104086",33258,1,2e+06,0
"002194124",33190,1,1.2e+07,0
"002194124",34170,1,860000,0
"002204126",34170,1,153000,0
"002074060",34170,1,50000,0
"002074061",33190,1,1500000,0
"002074061",33225,1,50000,0
"002074061",33258,1,1500000,0
"002074061",34170,1,40000,0
"002024022",34170,1,2e+06,0
"002024023",33190,1,1.5e+07,0
"002024023",34170,1,2e+06,0
"002074064",33258,1,3500000,0
"002074064",34170,1,2e+05,0
"002074065",34170,1,150000,0
"002024025",34170,1,35000,0
"002024024",34170,1,70000,0
"002054050",34170,1,25000,0
"002074062",33225,1,50000,0
"002074068",34170,1,1e+05,0
"002074071",33258,1,3e+06,0
"002074073",33258,1,1170000,0
"002074073",34170,1,250000,0
"002074072",33258,1,1400000,0
"002074072",34170,1,250000,0
"002184120",34170,1,140000,0
"002184117",34170,1,3e+05,0
"002184111",34170,1,240000,0
"002024016",33190,1,1500000,0
"002024017",33258,1,1600000,0
"002024017",34170,1,1e+05,0
"002074067",33190,1,4600000,0
"002074074",33258,1,1400000,0
"002074074",34170,1,130000,0
"002184113",33338,NA,0,26500000
"002184113",33350,1,3e+05,0
"002184113",34170,1,350000,0
"002184115",34170,1,3e+05,0
"002184119",33190,1,8600000,0
"002164109",33190,1,4e+06,0
"002014007",34170,1,1500000,0
"002014008",34170,1,2e+05,0
"002014010",33393,1,2.2e+07,0
"002014010",34170,1,320000,0
"002014006",33190,1,1.2e+07,0
"002014006",33393,1,18540000,0
"002014006",34170,1,2e+05,0
"002024018",33258,1,5128000,0
"002024026",34170,1,250000,0
"002074075",33190,1,3e+06,0
"002074075",33258,1,1600000,0
"002074075",34170,1,2e+05,0
"002104089",34127,1,1750000,0
"002104090",33258,1,1700000,0
"002164106",34170,1,120000,0
"002164107",34170,1,350000,0
"002144091",33225,1,50000,0
"002144092",34170,1,350000,0
"002044039",34170,1,350000,0
"002044037",34170,1,150000,0
"002044036",34170,1,150000,0
"002154102",33190,1,1e+07,0
"002154102",34170,1,75000,0
"002044038",34170,1,50000,0
"002084076",33190,1,2e+06,0
"002084076",34170,1,120000,0
"002084077",34170,1,150000,0
"002084080",33190,1,1e+07,0
"002154103",34170,1,1e+06,0
"002154104",34170,1,3e+06,0
"002154104",34240,1,2100000,0
"002104087",33214,NA,0,110000
"002104088",34170,1,250000,0
"002144093",34148,1,3500000,0
"002144094",34170,1,35000,0
"002154101",34170,1,1e+06,0
"002154105",34170,7,2e+06,0
"002014009",34170,1,255000,0
"002024016",33258,1,8e+05,0
"002024021",34170,1,110000,0
"002024018",34170,1,270000,0
"002024019",33190,1,5e+07,0
"002024029",34170,1,5e+05,0
"002054043",34170,1,628000,0
"002054047",33225,1,50000,0
"002074062",33258,1,1500000,0
"002074067",34170,1,5e+05,0
"002074071",34170,1,350000,0
"002084080",34170,1,3e+05,0
"002104084",34181,1,2e+06,0
"002104086",34170,1,75000,0
"002104087",34170,1,220000,0
"002144093",34170,1,120000,0
"002164108",34170,1,250000,0
"002184112",34170,1,4e+05,0
"002184119",34170,1,5e+05,0
"002054045",34127,1,2400000,0
"002194121",34170,1,250000,0
"002204127",34170,1,550000,0
"002204128",34170,1,450000,0
"002214133",34170,1,120000,0
"003031020",33190,1,6600000,0
"003031020",33247,1,1300000,0
"003021005",34148,1,1e+07,0
"003061034",34126,1,2500000,0
"003061034",34148,1,9600000,0
"003061034",34160,1,6500000,0
"003061031",34170,1,525000,0
"003061032",33145,1,4.2e+07,0
"003061032",33269,1,1e+06,0
"003061032",34127,1,625000,0
"003061032",34148,1,1e+06,0
"003071038",34239,1,54000,0
"003071039",33190,1,3e+06,0
"003071039",34127,1,150000,0
"003071039",34148,1,1200000,0
"003071039",34159,1,1,1800000
"003221115",33225,1,6e+05,0
"003221113",34115,1,3e+06,0
"003071050",34170,1,150000,0
"003101051",34170,1,35000,0
"003101052",33190,1,2e+06,0
