"ADDRESS","COL1","COL3","COL4"
"000011021","061111",1,20000
"000011021","061115",1,3000
"000011021","061215",1,5800
"000011021","062111",1,11000
"000011023","061111",1,18000
"000011024","061111",1,8000
"000011034","061111",1,4500
"000011035","061111",1,220000
"000011036","061111",1,64000
"000011036","061114",1,4000
"000011036","061115",1,12000
"000011036","062111",1,8000
"000011032","061111",1,8000
"000011032","062111",1,12000
"000011028","061111",1,135000
"000011028","061115",1,12000
"000021043","061111",1,8200
"000021043","061112",1,5500
"000021043","062111",1,2800
"000021045","061111",1,27000
"000021045","062111",1,5500
"000031046","061111",1,35000
"000031046","062111",1,30000
"000031048","061111",1,30000
"000031048","061112",1,15000
"000031048","062112",1,12000
"000031048","062218",1,1200000
"000031048","062221",1,40000
"000011035","062112",1,22000
"000021042","061111",1,17000
"000021042","061115",1,8000
"000021042","062111",1,3500
"000041059","061111",1,70000
"000041059","062112",1,25000
"000041059","062313",1,68000
"000041058","061114",1,4500
"000041064","061111",1,26000
"000041064","062111",1,11000
"000051068","061111",1,8000
"000051068","061112",1,10000
"000021041","061111",1,22000
"000011028","062111",1,12000
"000011028","062112",1,21000
"000011028","062313",1,40000
"000011028","062316",1,55000
"000011028","062317",1,20000
"000051069","061112",1,24000
"000051070","061111",1,78000
"000051070","061115",1,3500
"000071092","062313",1,105000
"000041056","061112",1,5000
"000041057","061111",1,45000
"000041057","062111",1,16500
"000041057","062316",1,23000
"000041060","061111",1,38000
"000041060","061112",1,6000
"000041060","061114",1,4500
"000051066","061111",1,38500
"000051066","061215",1,8000
"000051066","062111",1,6000
"000051066","062112",1,12000
"000091112","061114",1,3500
"000091112","061115",1,7000
"000091115","061111",1,32000
"000051070","062111",1,11000
"000051070","062112",1,26000
"000051070","062315",1,30000
"000061071","063311",1,40000
"000061071","063313",1,25000
"000061071","063315",1,30000
"000061071","063316",1,14000
"000061071","063318",1,30000
"000061071","063411",1,60000
"000061071","063412",1,80000
"000061071","063413",1,82000
"000061071","063416",1,34000
"000061071","063417",1,50000
"000061072","061115",1,9000
"000061074","061112",1,7000
"000061076","062111",1,12000
"000061076","062321",1,10000
"000071093","061111",1,58000
"000071093","061112",1,5000
"000071093","062111",1,5500
"000071094","061111",1,32000
"000071094","061115",1,3500
"000071094","062111",1,15500
"000071095","061111",1,42000
"000091114","061111",1,80000
"000091114","061114",1,2500
"000091114","061115",1,10000
"000091114","062112",1,11000
"000091115","062111",1,11000
"000071094","062217",1,25000
"000071095","061215",1,8000
"000071095","062112",1,15500
"000011025","061114",1,4000
"000011025","061115",1,12000
"000011008","062321",1,4000
"000011013","062111",1,15500
"000031049","061112",1,5000
"000011023","062111",1,4500
"000031051","061111",1,30000
"000031051","062111",1,11000
"000021041","062111",1,20000
"000031053","061111",1,40000
"000031053","062316",1,35000
"000041060","062112",1,24000
"000041062","061112",1,125000
"000041062","062112",1,24000
"000041062","062313",1,2e+05
"000061079","062111",1,12000
"000071093","062112",1,11000
"000071105","061111",1,4800
"000071105","062111",1,2800
"000071105","062313",1,12500
"000071110","061312",1,450000
"000071108","061111",1,150000
"000071108","061116",1,1e+05
"000071108","061213",1,50000
"000071108","062112",1,1e+05
"000061073","061116",1,1e+05
"000071109","063118",1,1e+06
"000071106","061111",1,1e+05
"000071106","061211",1,150000
"000071107","061111",1,150000
"000071107","061112",1,20000
"000072093","061112",1,4000
"000072094","061111",1,46700
"000072094","062112",1,22000
"000012016","061111",1,25000
"000012016","062112",1,12000
"000012031","061112",1,20000
"000012031","061115",1,3000
"000042062","061111",1,40000
"000012035","061111",1,20000
"000012035","062211",1,8500
"000042062","061114",1,3000
"000042062","061215",1,4000
"000062076","061111",1,8750
"000062076","062111",1,6150
"000062076","062112",1,24000
"000042062","062112",1,28000
"000012032","061111",1,22000
"000012032","062111",1,18000
"000072091","061111",1,15000
"000012020","061116",1,5000
"000032046","061112",1,5000
"000032047","061111",1,5150
"000032047","062111",1,5000
"000042063","061111",1,17500
"000032049","061111",1,7500
"000032049","061116",1,6000
"000012001","061111",1,18000
"000012001","062112",1,22000
"000072095","061112",1,32000
"000072095","061115",1,3500
"000072095","062111",1,30000
"000072095","062112",1,70000
"000072095","062316",1,27000
"000072095","062319",1,5000
"000042063","062111",1,5600
"000042064","061111",1,22000
"000042064","062111",1,15000
"000012002","061111",1,7000
"000032048","061112",1,20000
"000032048","061114",1,2500
"000012002","062112",1,18000
"000062078","061111",1,265000
"000062078","062111",1,43000
"000062078","062112",1,144000
"000012003","061114",1,2500
"000012003","061115",1,4000
"000012004","061111",1,20000
"000012004","062111",1,5000
"000012023","061111",1,30000
"000012023","062111",1,12000
"000012025","061111",1,38000
"000012025","061112",1,5000
"000062082","061111",1,11800
"000012010","061111",1,43000
"000012010","062112",1,12000
"000012010","062316",1,15000
"000062082","061112",1,6500
"000062082","061114",1,3200
"000012006","061111",1,60000
"000012007","061111",1,35000
"000012007","062111",1,11000
"000012009","061111",1,37000
"000012009","061112",1,7000
"000012009","061114",1,3500
"000012009","061115",1,3500
"000012009","062111",1,11000
"000012021","061111",1,28500
"000012021","062111",1,24000
"000012036","061115",1,4000
"000012040","061111",1,15000
"000012022","061111",1,35000
"000012022","061112",1,11000
"000012022","062111",1,2200
"000012040","062111",1,5500
"000062070","061111",1,16300
"000062070","061112",1,4000
"000042051","061111",1,22000
"000042051","061115",1,5000
"000042051","062111",1,10000
"000042052","061111",1,33000
"000042052","061114",1,3000
"000042052","061218",1,35000
"000042052","062111",1,12000
"000042053","061111",1,48000
"000042053","061112",1,9500
"000042053","062111",1,12000
"000042053","062112",1,24000
"000042054","061111",1,9700
"000042054","061112",1,3000
"000042054","062111",1,5000
"000042054","062319",1,4000
"000042055","061313",1,9e+05
"000062070","062111",1,4400
"000062082","062111",1,4800
"000062082","062112",1,6150
"000062084","061111",1,38000
"000062084","062111",1,12000
"000012039","061111",1,26500
"000012039","061112",1,7000
"000012039","062111",1,6050
"000012039","062112",1,22000
"000012039","062319",1,4000
"000062085","061111",1,58000
"000062085","061114",1,3000
"000062085","061115",1,3500
"000062085","062111",1,12000
"000062085","062316",1,40000
"000072096","061111",1,7800
"000072096","062111",1,2200
"000072098","061111",1,18000
"000072098","062211",1,6000
"000072100","061111",1,47000
"000072100","062112",1,35000
"000012007","062313",1,15000
"000012022","062112",1,24000
"000072097","061111",1,34000
"000072097","062112",1,18000
"000072089","061111",1,115000
"000072089","061114",1,6000
"000072089","062111",1,15000
"000072089","062112",1,33000
"000072089","062219",1,43000
"000012026","061111",1,6000
"000012027","061111",1,94000
"000012027","062111",1,11000
"000072087","061111",1,12800
"000072087","061112",1,6500
"000072087","062111",3,3200
"000072087","062316",1,24000
"000072090","061111",1,8000
"000072090","062111",1,3300
"000012027","062112",1,24000
"000042056","061111",1,22000
"000042056","061112",1,5000
"000042056","061216",1,3000
"000042056","062112",1,24000
"000072086","061111",1,12700
"000072086","061112",1,6000
"000072086","062111",1,2800
"000042056","062313",1,35000
"000042056","062316",1,28000
"000042056","062317",1,12000
"000042056","062319",1,6000
"000042058","061111",1,450000
"000042058","062111",1,47000
"000042058","062112",1,88000
"000042058","062316",1,80000
"000042058","062317",1,37000
"000072102","061111",1,13500
"000042060","061111",1,8900
"000042060","061112",1,4000
"000042060","062111",1,5500
"000072102","061112",1,8700
"000012013","061111",1,18000
"000012013","061114",1,2000
"000012013","062111",1,5500
"000072102","062111",1,6800
"000072102","062112",1,24000
"000012011","061111",1,45000
"000012011","062112",1,15000
"000012011","062321",1,7000
"000042059","061111",1,7000
"000042059","061114",1,2500
"000042059","061215",1,3800
"000072105","061111",1,34000
"000022042","061111",1,12500
"000022042","061112",1,3500
"000022042","062111",1,5600
"000022044","061111",1,5000
"000022044","061114",1,4000
"000012027","062321",1,5000
"000012028","061111",1,26500
"000012028","061112",1,8500
"000012028","062111",1,15000
"000012028","062319",1,6000
"000012030","061111",1,10000
"000012030","062221",1,40000
"000062071","061112",1,48000
"000062071","062111",1,11000
"000072105","062111",1,15000
"000072105","062321",1,10000
"000072103","061112",1,55000
"000072103","062112",1,14000
"000072104","061111",1,15000
"000062078","062316",1,55000
"000072110","062111",1,10000
"000062085","062321",1,12000
"000062072","061111",1,113000
"000062072","061112",1,15000
"000062072","062111",1,5600
"000072109","061111",1,135000
"000062074","061111",1,225000
"000062074","061114",1,3000
"000062074","061215",1,10000
"000062074","062111",1,11000
"000062074","062112",1,40000
"000062074","062316",1,35000
"000062072","063313",1,250000
"000072106","061111",1,250000
"000062077","061111",1,138000
"000062077","062111",1,15000
"000062077","062112",1,22000
"000062077","062218",1,5e+05
"000062077","062316",1,52000
"000062077","062317",1,18000
"000062077","063135",1,1e+06
"000072108","061111",1,1e+05
"000072108","061116",1,1e+05
"000062074","062317",1,18000
"000062074","062321",1,20000
"000062074","063134",1,1e+06
"000013003","061111",1,40000
"000013003","062112",1,20000
"000063066","061111",1,8000
"000063066","061112",1,10000
"000063070","061111",1,25000
"000033050","061112",1,15000
"000063069","061111",1,11500
"000063069","061112",1,6000
"000063069","061114",1,2500
"000063069","062111",1,2800
"000063068","061112",1,5500
"000073091","061111",1,51000
"000073091","062112",1,15000
"000073091","062316",1,30000
"000073092","061112",1,10000
"000073092","061115",1,8000
"000073093","061111",1,20000
"000073093","061114",1,4000
"000073093","061215",1,4000
"000013033","061111",1,12000
"000013033","061112",1,4800
"000013033","062111",1,5000
"000013035","061111",1,12000
"000013035","062111",1,6500
"000013001","061111",1,7500
"000013001","061112",1,4500
"000013001","062111",2,2800
"000073109","061312",1,150000
"000073109","061317",1,68000
"000073109","061331",1,15000
"000073109","062112",1,20000
"000073107","061115",1,8000
"000073107","062112",1,20000
"000073107","062313",1,60000
"000073110","061111",1,20000
"000073110","061114",1,2500
"000063076","061111",1,12500
"000063076","061112",1,7500
"000063076","061114",1,2800
"000063076","062111",1,8400
"000063079","061111",1,37000
"000063079","062111",1,11000
"000013020","061111",1,28000
"000013020","062111",1,5500
"000013016","061111",1,42000
"000063077","061111",1,17000
"000013016","062112",1,30000
"000013017","061111",1,3200
"000013017","062111",1,2800
"000013023","061111",1,14500
"000013025","061111",1,17000
"000013025","062111",1,5000
"000013009","061111",1,22000
"000013009","062111",1,12000
"000013009","062316",1,30000
"000013009","062317",1,8000
"000043052","061112",1,10000
"000013010","061111",1,8500
"000013010","061114",1,3000
"000013010","061215",1,3500
"000013010","062111",1,3500
"000013039","061111",1,22000
"000013039","062111",1,5000
"000043053","061111",1,32000
"000043053","062111",1,8000
"000013023","061112",1,9000
"000013023","061115",1,4000
"000013023","062111",1,2800
"000013023","062112",1,24000
"000043054","061111",1,170000
"000043054","062111",1,50000
"000043054","062313",1,45000
"000073097","061111",1,178000
"000073097","062112",1,16000
"000073097","062316",1,48500
"000073097","062317",1,51000
"000073099","061111",1,88000
"000073099","062111",1,22000
"000073099","062316",1,35000
"000073099","062317",1,20000
"000073098","061112",1,8500
"000073098","061114",1,3000
"000013038","061111",1,15000
"000013038","062111",1,3000
"000043061","061112",1,8000
"000043061","061114",1,2000
"000043062","062218",1,1200000
"000043063","061111",1,38000
"000043063","062111",1,11000
"000043064","061111",1,210000
"000043064","061317",1,60000
"000043064","062112",1,45000
"000073096","061111",1,110000
"000073096","062112",1,56000
"000073096","062316",1,48500
"000073096","062317",1,39000
"000073100","061112",1,11000
"000043064","062313",1,24000
"000043064","062316",1,36000
"000043064","062317",1,20000
"000043065","061111",1,22000
"000043065","062111",1,5000
"000033047","061111",1,63000
"000033047","061317",1,65000
"000033047","062111",1,11000
"000013040","061111",1,80000
"000013040","062112",1,20000
"000013040","062218",1,1e+05
"000013024","061111",1,50000
"000013024","062111",1,27000
"000013024","062318",1,10000
"000033046","061111",1,25000
"000033046","061114",1,5000
"000013037","061111",1,17500
"000013005","061111",1,8900
"000013005","061114",1,2200
"000013005","062111",1,2800
"000013005","062319",1,4000
"000013004","061111",1,15000
"000013004","062111",1,5500
"000063085","061111",1,11500
"000063085","061112",1,4000
"000063085","061114",1,3000
"000063085","062111",1,5600
"000063084","061111",1,73000
"000063084","062112",1,48000
"000013012","061111",1,24000
"000063083","061111",1,45000
"000063083","061112",1,12000
"000063083","061114",1,4000
"000063083","062111",1,12000
"000013012","062111",1,15000
"000013015","061111",1,75000
"000013015","061112",1,15000
"000013015","061115",1,6000
"000013015","062111",1,11000
"000013015","062112",1,22000
"000033041","061111",1,35000
"000033041","062111",1,15000
"000033041","062321",1,7500
"000033043","061111",1,37000
"000033043","061114",1,3000
"000033043","062111",1,12000
"000013028","061111",1,90000
"000013028","062111",1,30000
"000013013","061111",1,8000
"000013013","062111",1,5000
"000013026","061111",1,65000
"000013026","061112",1,10000
"000013026","062111",1,21000
"000013026","062321",1,10000
"000033042","061111",1,36500
"000033042","062111",1,12000
"000033042","062313",1,41800
"000033042","062316",1,22600
"000033042","062317",1,19500
"000033042","063411",1,31500
"000033042","063412",1,48000
"000033042","063413",1,26000
"000033042","063416",1,9500
"000033045","061111",1,35000
"000033045","062111",1,16000
"000033045","062316",1,30000
"000033045","062317",1,22000
"000043057","061111",1,25000
"000043057","061115",1,8000
"000043057","062111",1,5500
"000043057","062316",1,25000
"000043058","061111",1,25000
"000043058","061114",1,3000
"000013030","061111",1,69000
"000013030","062111",1,14850
"000013030","062112",1,48000
"000013030","062313",1,45000
"000033044","061111",1,3000
"000033044","062111",1,2800
"000073089","061111",1,6500
"000073089","062111",1,2800
"000073087","061111",8,20000
"000073086","061111",1,105000
"000073086","062111",1,24000
"000063071","061111",1,16800
"000063071","061112",1,7000
"000063071","061115",1,6500
"000063071","061312",1,150000
"000063071","062111",1,14000
"000063071","062112",1,35000
"000063072","061111",1,97000
"000063072","061113",1,2500
"000063072","061114",1,3500
"000063072","061115",1,7000
"000063072","061215",1,8000
"000063072","062111",1,22000
"000063072","062112",1,12000
"000063072","062313",1,55000
"000063072","062316",1,30000
"000063071","062114",1,250000
"000063072","062317",1,8000
"000063072","062321",1,20000
"000073105","061111",1,12000
"000073105","061312",1,150000
"000073105","062111",1,6000
"000063074","061111",1,15600
"000063074","061117",1,5400
"000063074","062111",1,2850
"000073101","061111",1,40000
"000073101","062111",1,7500
"000073105","062319",1,2000
"000013037","062111",1,12000
"000063073","061111",1,124500
"000063073","061112",1,8000
"000063073","061115",1,7500
"000063073","062111",1,2800
"000063073","062112",1,24000
"000063073","062316",1,36000
"000063073","062317",1,19500
"000073103","061111",1,145000
"000073103","061115",1,11000
"000073103","062111",1,11000
"000073103","062112",1,52000
"000073103","062218",1,2e+06
"000073103","062313",1,110000
"000073103","062316",1,50000
"000073103","062317",1,20000
"000073103","062321",1,10000
"000073104","061111",1,80000
"000073104","062112",1,24000
"000073102","061111",1,77000
"000073102","062111",1,18000
"000073102","062112",1,30000
"000043054","062316",1,35000
"000013019","061111",1,1e+05
"000013019","061211",1,350000
"000063073","063134",1,8e+05
"000073097","063135",1,1e+06
"000073108","061111",1,250000
"000073108","063113",1,50000
"000014024","061111",1,5800
"000014024","062111",1,2800
"000014010","061111",1,16500
"000014023","061111",1,16000
"000014023","061112",1,3000
"000064067","061111",1,17000
"000064067","062111",1,11000
"000074089","061312",1,130000
"000074089","062112",1,44000
"000074089","062218",1,220000
"000074089","062219",1,35000
"000064069","061111",1,122000
"000064069","062111",1,12000
"000064069","062112",1,23000
"000064069","062313",1,50000
"000064069","062316",1,35000
"000064069","062317",1,14000
"000064069","062319",1,15000
"000014009","061111",1,30000
"000054064","061111",1,13000
"000014007","061111",1,32000
"000014007","061115",1,4500
"000014007","062111",1,5500
"000014007","062221",1,25000
"000054064","062111",1,2800
"000074095","061111",1,30000
"000074095","062111",1,11000
"000074092","061111",1,13500
"000074092","061114",1,4000
"000074092","062111",1,5600
"000064080","061111",1,18900
"000064080","061112",1,6500
"000064080","061114",1,3800
"000094108","061111",1,35000
"000094108","062111",1,11000
"000064080","061115",1,8800
"000054065","061111",1,73000
"000054065","061112",1,12000
"000054065","062111",1,24000
"000054062","061111",1,120000
"000054062","062112",1,50000
"000054062","062313",1,70000
"000054062","062321",1,12000
"000074093","061111",1,8900
"000074093","061112",1,5700
"000074093","061114",1,4500
"000074093","062111",1,2800
"000074094","061111",1,15000
"000074094","061312",1,250000
"000074094","062111",1,5000
"000094110","061111",1,108000
"000094110","061215",1,8000
"000094110","062111",1,30000
"000064080","062111",1,5600
"000014033","061111",1,320000
"000014033","061112",1,12000
"000014033","061114",1,5000
"000014033","061115",1,8000
"000014033","061215",1,5500
"000014033","062112",1,120000
"000014033","062313",1,110000
"000014033","062316",1,48000
"000014033","062317",1,20000
"000014033","062321",1,20000
"000064076","061115",1,12000
"000014025","061111",1,15000
"000014025","061112",1,8000
"000014025","062111",1,5500
"000074098","061111",1,33000
"000074098","061114",1,3500
"000074098","061215",1,6000
"000074098","062111",1,11000
"000074097","061111",1,11000
"000074097","062111",1,5500
"000074100","061111",1,35000
"000094109","061111",1,260000
"000094109","061215",1,12000
"000094109","061312",1,360000
"000094109","062111",1,20000
"000094109","062316",1,40000
"000094109","062317",1,12000
"000014018","061111",1,140000
"000014018","062111",1,15000
"000014018","062112",1,25000
"000074100","062112",1,25000
"000074100","062316",1,32000
"000074100","062317",1,15000
"000074100","063411",1,80000
"000074100","063412",1,250000
"000074100","063413",1,2e+05
"000074100","063416",1,120000
"000074100","063417",1,110000
"000014023","062111",1,5500
"000044055","061111",1,20000
"000064066","061111",1,48000
"000064066","062111",1,12000
"000044055","061114",1,3000
"000044055","062111",1,5500
"000064083","061111",1,24000
"000064083","062112",1,22000
"000014027","061111",1,5500
"000014027","062111",1,2800
"000064073","061111",1,12800
"000064073","062112",1,24000
"000014036","061111",1,17000
"000014036","062111",1,6500
"000014038","061111",1,22000
"000044053","061111",1,32000
"000044053","062111",1,19500
"000044052","061111",1,35000
"000044052","062112",1,15000
"000044052","062318",1,70000
"000044054","061111",8,63000
"000044054","062112",8,75000
"000014026","061111",1,350000
"000014026","062112",1,165000
"000014026","062316",1,55000
"000014026","062317",1,36000
"000094110","062321",1,12000
"000074087","061111",1,25000
"000074086","061111",1,85000
"000074086","061112",1,12000
"000074086","062111",1,5500
"000074086","062112",1,12000
"000074086","062316",1,35000
"000074086","062321",1,18000
"000034045","061111",1,7000
"000034045","062114",1,71000
"000064072","061111",1,240000
"000064072","062111",1,20000
"000064072","062112",1,80000
"000064074","061115",1,4500
"000074088","061111",1,16000
"000074088","061312",8,250000
"000074088","062111",1,5500
"000074088","062112",1,11000
"000064075","061111",1,84000
"000064075","062111",1,11000
"000064075","062112",1,30000
"000064075","062313",1,35000
"000064075","062316",1,30000
"000014002","061111",1,38000
"000014002","062112",1,12000
"000014002","062313",1,150000
"000034049","061111",1,28000
"000064078","061111",1,75000
"000064078","062111",1,28000
"000014017","061111",1,38000
"000014017","062111",1,5500
"000014034","061111",1,37000
"000014034","061114",1,2500
"000014034","061215",1,6000
"000014034","062111",1,11000
"000014017","062321",1,10000
"000094106","061111",1,120000
"000094106","062111",1,22000
"000094106","062112",1,30000
"000094107","061112",1,15000
"000094107","061317",1,35000
"000034047","061111",1,30000
"000034047","062111",1,12000
"000034048","061111",1,25000
"000034048","061115",1,10000
"000034048","062111",1,5500
"000034043","063411",1,150000
"000034043","063412",1,4e+05
"000034043","063413",1,278000
"000034043","063414",1,110000
"000034043","063415",1,270000
"000034043","063416",1,410000
"000034043","063417",1,340000
"000044056","061111",1,67000
"000044056","062111",1,12000
"000034041","061111",1,8500
"000034041","061312",1,3e+05
"000034041","062112",1,11000
"000044056","062316",1,30000
"000044056","062317",1,14000
"000014030","061111",1,35000
"000014030","062111",1,6500
"000074105","061111",1,26000
"000074105","062111",1,11000
"000074103","061111",1,18400
"000074103","062111",1,11000
"000014012","061111",1,14000
"000014012","062111",1,5500
"000014011","061111",1,40000
"000014011","062111",1,5500
"000044058","061111",1,31000
"000044058","062111",1,5000
"000014013","061111",1,38000
"000014013","062111",1,12000
"000074102","063411",1,33000
"000074102","063412",1,45000
"000074102","063413",1,60000
"000074102","063414",1,40000
"000074102","063416",1,55000
"000074102","063417",1,340000
"000074101","061111",1,25000
"000074101","062111",1,15000
"000074101","062321",1,12000
"000074101","063111",1,5500
"000074101","063411",1,110000
"000074101","063412",1,80000
"000074101","063413",1,120000
"000014029","061111",1,42000
"000014029","062111",1,11000
"000014029","062321",1,5000
"000064075","062321",1,12000
"000014015","061111",1,80000
"000014015","061112",1,15000
"000014015","061114",1,3000
"000014015","061115",1,6000
"000014015","062112",1,17000
"000014015","062313",1,85000
"000014015","063411",1,50000
"000014015","063412",1,110000
"000014015","063413",1,140000
"000014015","063414",1,70000
"000014015","063416",1,75000
"000014015","063417",1,80000
"000074101","063416",1,140000
"000074101","063417",1,70000
"000014028","061111",1,5500
"000014028","062111",1,2800
"000054063","061111",1,1e+05
"000014021","061111",1,150000
"000014021","062112",1,1e+05
"000014021","062313",1,5e+05
"000014018","062311",1,250000
"001041022","061111",1,3000
"001041021","061111",1,75000
"001041021","062111",1,36000
"001041021","062112",1,180000
"001041021","062313",1,315000
"001051037","061111",1,40000
"001051037","062111",1,20000
"001051027","061111",1,30000
"001051027","062111",1,12000
"001041024","061111",1,65000
"001051032","061111",1,25000
"001021009","061111",1,10000
"001021009","062111",1,20000
"001051041","061111",1,1e+05
"001051041","062111",1,30000
"001081068","061111",1,50000
"001081068","062111",1,25000
"001081068","063313",1,20000
"001081068","063315",1,17000
"001011005","061111",1,3e+05
"001011005","062111",1,70000
"001011005","062112",1,1e+05
"001011005","063318",1,10000
"001051042","061111",1,12500
"001021009","062112",1,35000
"001041025","061111",1,25000
"001011005","063411",1,45000
"001011005","063412",1,80000
"001021007","061111",1,75000
"001051040","062112",1,50000
"001051040","062313",1,250000
"001011005","063416",1,48000
"001131102","061111",1,85000
"001131102","062111",1,60000
"001061055","061111",1,5000
"001051039","061111",1,1e+05
"001051039","062112",1,50000
"001061051","061111",1,2000
"001051046","061111",1,50000
"001051046","061112",1,20000
"001051046","062111",1,60000
"001061052","061111",1,111000
"001061052","062111",1,22500
"001131102","062316",1,45000
"001131103","061111",1,15000
"001131103","062111",1,10000
"001071056","061111",1,60000
"001071056","062111",1,45000
"001101083","061111",1,14000
"001051048","061111",1,74000
"001121100","061111",1,1e+05
"001151112","061111",1,50000
"001151112","062111",1,40000
"001151112","062219",1,12000
"001151113","061111",1,160000
"001151113","061312",1,3e+05
"001111092","062218",1,1600000
"001051029","061111",1,106000
"001111089","061111",1,8000
"001111089","062111",1,10000
"001151114","061111",1,60000
"001151114","063135",1,2500000
"001061054","061111",1,6500
"001101085","061111",1,32500
"001101085","061112",1,24000
"001101085","062112",1,15000
"001111089","062112",1,40000
"001121099","061111",1,30000
"001121099","062112",1,40000
"001121099","063315",1,4000
"001141110","061111",1,82000
"001141110","062111",1,7000
"001141110","062218",1,3e+05
"001111095","061111",1,4000
"001051029","062111",1,30000
"001051029","062112",1,50000
"001111090","061111",1,90000
"001051049","061111",1,3000
"001071061","061111",1,30000
"001071061","062111",1,10000
"001071061","062112",1,15000
"001021009","063315",1,130000
"001021009","063316",1,40000
"001101082","061111",1,246000
"001101082","062112",1,104000
"001071057","061111",1,28000
"001021010","061111",1,101000
"001021010","062111",1,22000
"001021010","062112",1,32000
"001041020","061111",1,72000
"001081069","061111",1,9000
"001081069","061114",1,3000
"001131105","061111",1,1500
"001121098","061111",1,54000
"001121098","062112",1,130000
"001081069","062111",1,5000
"001071060","061111",1,80000
"001141106","062112",1,27000
"001141106","062221",1,20000
"001141106","062316",1,63000
"001041023","061111",1,2e+05
"001041023","062111",1,20000
"001041023","062112",1,30000
"001041023","062221",1,60000
"001111090","063318",1,10000
"001081073","061111",1,5000
"001081073","062221",1,70000
"001071059","061111",1,50000
"001071059","061112",1,5000
"001071059","062111",1,15000
"001071059","062219",1,15000
"001111087","061111",1,35000
"001111087","062112",1,80000
"001111087","062221",1,60000
"001051048","062112",1,40000
"001081066","061111",1,50000
"001041018","061111",1,5000
"001111094","061111",1,45000
"001111094","061112",1,3000
"001111094","062111",1,36000
"001111094","062321",1,20000
"001081066","062111",1,15000
"001091078","061111",1,150000
"001071065","061111",1,30000
"001071065","062111",1,20000
"001111091","061111",1,10000
"001111091","061312",1,3e+05
"001111091","062115",1,40000
"001111086","061111",1,38000
"001111089","063313",1,10000
"001151111","061111",1,80000
"001151111","062112",1,150000
"001151111","063313",1,3e+05
"001151111","063318",1,45000
"001081069","063318",1,6000
"001051039","062315",1,80000
"001141108","061111",1,50000
"001141108","062111",1,45000
"001051028","061111",1,40000
"001091080","063414",1,6e+05
"001151113","062112",1,1e+05
"001011005","063417",1,117000
"001051029","063318",1,2000
"001071063","062221",1,20000
"001051028","062111",1,8000
"001081072","061111",1,50000
"001081072","062111",1,30000
"001081072","062112",1,50000
"001081072","062316",1,19000
"001071062","063129",1,60000
"001141109","062218",1,1e+05
"001141109","063315",1,15000
"001021007","062112",1,120000
"001011003","062111",1,40000
"001011003","062112",1,60000
"001031012","061111",1,2e+05
"001031012","062112",1,12000
"001041024","062112",1,70000
"001041025","062111",1,17000
"001051032","062111",1,6000
"001121098","063315",1,8000
"001121098","063316",1,8000
"001051033","061111",1,45000
"001051033","061215",1,5500
"001051033","062111",1,50000
"001051033","062112",1,40000
"001051033","062221",1,30000
"001051036","061111",1,50000
"001051036","062112",1,30000
"001071057","062111",1,20000
