"ADDRESS","COL01","COL03","COL04","COL05","COL06","COL07","COL08"
"001042021","01",25300000,4e+06,0,0,0,0
"001042021","04",0,0,0,0,0,4e+06
"001112092","01",0,0,0,0,150000,0
"001112095","01",0,0,0,0,0,1.5e+07
"001142108","01",0,0,0,1080000,0,0
"001122100","01",0,0,0,1440000,0,0
"001162113","01",13720000,0,0,0,0,0
"001162114","01",0,0,0,0,9e+05,0
"001162115","01",0,0,0,0,0,1e+07
"001162115","02",0,0,0,0,1500000,0
"001142107","01",0,0,1e+06,0,0,0
"001103085","01",0,0,0,8e+05,0,2e+05
"001153109","01",0,0,0,6e+05,0,0
"001023002","01",0,8e+06,0,0,0,0
"001103084","01",0,0,0,0,1300000,3e+05
"001023008","04",11200000,2400000,0,0,0,0
"001093079","01",0,0,0,0,0,5e+05
"001093079","05",0,0,0,960000,0,9600000
"001153110","01",0,0,0,1520000,0,0
"001023005","01",0,0,0,1200000,0,6e+05
"001023007","01",0,0,0,0,3e+06,0
"001073056","02",0,0,0,0,0,1200000
"001083061","02",0,0,0,0,0,5e+05
"001113086","01",0,0,0,0,2e+05,0
"001123098","01",0,0,0,1070000,2e+06,0
"001083067","01",0,0,0,0,0,5e+06
"001093077","01",0,0,0,0,1200000,0
"001103082","01",0,0,0,5e+06,0,0
"001163115","01",0,0,0,0,1500000,0
"001164113","01",0,0,0,1400000,0,0
"001104084","01",0,0,0,4500000,0,1e+06
"001164115","01",0,0,0,1360000,0,0
"001084064","01",0,0,0,0,50000,0
"001124099","01",0,0,0,1400000,0,0
"001114094","01",0,3600000,0,0,0,4e+06
"001054025","01",0,1800000,0,1400000,0,0
"001054021","02",0,0,0,0,5e+05,0
"001054037","01",0,4500000,0,0,0,0
"001084068","01",0,0,0,1200000,0,0
"001084069","01",20596200,0,0,0,0,0
"001104076","01",0,0,0,0,5e+05,0
"001104082","01",0,0,0,1e+06,0,0
"001104083","02",0,0,0,1e+06,0,232000
"001124096","01",13520000,0,0,0,0,0
"001114095","01",11800000,0,0,0,0,0
"001054046","01",0,1e+07,0,0,836000,0
"001054022","01",0,0,0,1e+06,0,0
"001054035","01",0,0,0,960000,0,0
"001104085","01",0,0,360000,960000,0,5e+05
"001114093","01",0,0,0,8e+05,350000,1e+05
"001104081","01",0,0,0,1750000,0,0
"001024007","01",0,0,7e+05,1400000,0,0
"001054044","01",0,0,0,0,2500000,0
"001094072","01",0,0,0,1800000,0,0
"001024001","01",17320000,0,0,0,0,0
"001024001","07",0,0,0,1490000,0,0
"001024003","01",0,5e+06,0,0,0,0
"001044019","01",0,3500000,0,0,0,0
"001114090","01",0,0,0,5e+06,0,0
"001114088","01",0,0,0,6660000,0,0
"001144104","01",13500000,0,0,0,0,0
"001054043","01",0,2700000,0,0,0,0
"001054040","01",26200000,2490000,0,0,0,0
"001054026","01",21300000,0,0,0,0,0
"001054029","01",0,0,0,1e+06,0,0
"001054038","01",0,2160000,0,0,0,0
"001054030","01",0,0,0,0,450000,0
"001054030","04",0,0,0,960000,0,0
"001054048","01",0,2880000,0,0,1200000,0
"001054050","01",0,7200000,0,0,0,0
"001054050","02",0,0,0,0,0,4e+05
"001084061","01",0,0,0,0,6e+05,0
"001094071","01",0,0,0,1200000,0,3e+05
"001094074","03",0,0,0,960000,0,0
"001114087","01",0,0,0,4e+06,0,0
"001084066","01",0,0,0,0,350000,0
"001054045","01",13780000,0,0,1.3e+07,0,0
"001024004","08",0,0,0,0,8e+05,0
"001024008","01",0,0,7e+05,1240000,0,0
"001024009","01",0,0,0,450000,0,0
"001024010","01",0,1440000,0,737500,0,0
"001044017","01",0,0,0,0,250000,0
"001054028","08",12300000,0,0,0,0,0
"001074055","01",0,0,0,0,0,4e+05
"001074057","01",0,7500000,0,1460000,0,0
"001084062","07",0,0,0,1050000,0,0
"001054027","01",0,0,0,1200000,0,1400000
"001054042","01",0,450000,0,920000,0,2e+05
"001074051","02",0,0,0,0,40000,0
"001074058","01",0,2700000,0,1400000,0,0
"001084065","09",0,0,0,1e+06,0,0
"001114086","01",0,0,0,0,1800000,0
"001114089","01",0,0,2500000,1800000,0,0
"001114092","07",0,0,0,0,6e+05,0
"001124100","01",0,0,0,0,1050000,0
"001154106","01",0,0,0,0,0,1500000
"001154108","01",0,0,0,920000,0,0
"001154108","02",0,0,0,0,3e+05,0
"001154109","01",0,0,0,8e+05,0,0
"001154110","01",0,0,0,5280000,0,0
"001164114","01",0,0,0,640000,150000,1e+06
"002071067","01",0,0,0,0,0,50000
"002071070","01",0,0,0,960000,0,0
"002081083","01",0,0,0,0,0,1e+05
"002071076","01",0,3e+07,0,0,0,0
"002071078","01",0,0,0,0,0,3e+05
"002081085","01",1250000,0,8e+07,0,0,150000
"002161114","01",0,0,0,0,0,1e+05
"002151101","01",0,0,0,1500000,0,3600000
"002101092","01",0,1440000,0,0,0,60000
"002141099","01",0,0,0,0,0,1e+05
"002141100","01",0,0,0,0,0,4110000
"002151103","01",0,0,0,0,0,8400000
"002151108","01",0,0,0,0,0,250000
"002181116","01",0,0,0,0,0,50000
"002041045","01",0,0,0,0,0,80000
"002051048","01",0,0,0,960000,0,1e+06
"002021035","01",0,0,0,0,0,50000
"002041042","01",0,1.8e+07,0,0,0,2500000
"002051052","01",0,0,0,0,0,50000
"002011001","01",0,0,0,0,0,1e+05
"002021025","01",0,0,0,0,0,140000
"002021031","01",0,0,0,0,0,150000
"002021032","01",0,0,0,0,0,6050000
"002021033","04",0,0,0,0,6e+05,0
"002021034","01",0,0,0,0,0,350000
"002021039","05",0,0,0,720000,0,0
"002041041","01",0,0,0,0,0,2e+05
"002041043","01",0,28500000,0,0,0,0
"002041044","01",0,0,0,0,0,150000
"002141097","01",0,0,0,960000,0,1e+06
"002071071","01",0,0,0,0,0,2500000
"002101086","01",0,0,0,0,0,60000
"002151106","01",0,0,0,0,0,2e+05
"002151107","01",0,0,0,0,0,355000
"002161112","01",0,1800000,0,0,0,70000
"002161115","01",0,0,0,0,0,1e+05
"002141097","02",0,0,0,720000,0,0
"002071064","01",0,0,0,720000,0,0
"002021040","08",0,0,0,960000,0,0
"002061059","01",0,0,0,0,0,70000
"002011002","01",0,0,0,0,0,60000
"002011012","01",4800000,0,0,0,0,0
"002011013","01",0,0,0,0,0,150000
"002021037","01",0,0,0,0,0,1e+05
"002051046","01",0,0,0,0,0,1e+05
"002051053","01",0,0,0,0,0,1e+05
"002061056","01",0,0,0,0,0,50000
"002061058","01",0,3600000,0,0,0,50000
"002071063","01",0,0,0,0,0,50000
"002101087","01",19700000,0,0,0,0,0
"002101088","01",0,0,0,0,0,450000
"002101094","01",0,3600000,0,0,0,0
"002181118","01",0,0,0,0,0,20000
"002021030","01",0,0,0,960000,0,5e+05
"002191124","01",0,0,0,720000,0,1500000
"002191124","02",0,0,0,480000,0,0
"002021028","01",0,0,0,0,0,60000
"002021027","01",18700000,0,0,0,0,0
"002071068","01",0,6e+05,0,0,0,0
"002011005","01",0,5e+05,0,0,0,1e+05
"002011006","01",0,0,7e+06,0,0,0
"002011007","01",0,0,0,0,0,3e+05
"002011010","01",0,5400000,0,0,0,0
"002011015","01",0,11200000,0,0,0,1e+05
"002021018","01",0,0,0,0,0,70000
"002021019","01",0,0,0,0,0,70000
"002021020","01",0,0,0,0,0,60000
"002021021","01",5200000,0,0,0,0,0
"002021021","02",7800000,0,0,0,0,0
"002021026","01",0,0,0,0,0,50000
"002021038","01",0,0,0,0,0,50000
"002071073","01",0,0,0,0,0,450000
"002071074","01",0,0,0,0,0,1e+06
"002071075","01",0,0,0,0,0,3200000
"002071079","01",0,0,0,0,0,125000
"002071080","01",0,0,0,0,0,150000
"002141098","01",0,0,0,0,0,70000
"002191121","01",0,0,0,720000,0,1e+06
"002011008","01",0,0,0,0,0,2e+05
"002011009","01",0,0,0,0,0,50000
"002011011","01",0,0,0,0,0,50000
"002021022","01",0,0,0,0,0,60000
"002061060","01",0,0,0,0,0,60000
"002071066","01",0,0,0,0,0,70000
"002151109","01",0,0,0,0,0,150000
"002061057","01",0,0,0,0,0,1e+05
"002081082","01",3300000,0,8.2e+07,0,0,2e+05
"002151109","02",0,0,0,0,250000,0
"002021024","01",0,0,0,0,0,50000
"002211134","01",0,0,0,0,0,50000
"002051051","01",0,4800000,0,960000,0,2e+06
"002071065","01",0,0,0,0,0,1e+05
"002201130","01",0,3600000,0,0,0,0
"002071078","05",0,0,0,9040000,0,0
"002081081","01",15400000,0,5.7e+07,0,0,170000
"002101090","01",0,0,0,0,0,2e+05
"002151102","02",0,0,0,0,0,1e+07
"002151104","01",0,9700000,0,0,0,6.4e+07
"002151104","02",0,0,0,0,0,1400000
"002151105","01",0,8250000,0,0,0,250000
"002181120","01",0,0,0,0,0,1e+05
"002191122","01",0,0,0,0,0,3e+05
"002191123","01",0,0,0,0,0,1e+05
"002191125","01",0,0,0,0,0,30000
"002201127","01",0,0,0,0,0,50000
"002201128","01",0,0,0,960000,0,0
"002201128","02",0,0,0,720000,0,0
"002211131","01",0,0,0,0,0,1e+05
"002211132","01",0,0,0,0,0,3e+06
"002211133","01",0,0,0,0,0,60000
"002211135","01",0,0,0,0,0,50000
"002072076","01",11200000,0,0,0,0,6e+06
"002082082","01",14400000,0,0,0,0,0
"002082084","01",10400000,0,0,0,0,0
"002082085","01",17200000,0,0,0,0,0
"002102086","01",9100000,0,0,0,0,0
"002102087","01",0,0,0,960000,0,1e+06
"002102088","01",9100000,0,0,0,0,0
"002102089","01",0,0,0,720000,0,1e+06
"002102093","01",0,0,0,0,0,50000
"002142096","01",0,0,0,0,0,1e+05
"002142100","01",0,0,0,0,0,50000
"002072080","01",0,0,0,960000,0,3e+06
"002082083","01",15400000,0,0,0,0,0
"002142098","01",0,0,0,0,0,50000
"002142099","01",0,1.2e+08,0,0,0,0
"002072063","01",0,0,0,0,0,1e+05
"002072074","01",0,0,0,0,0,20000
"002072077","01",0,0,0,0,0,1e+05
"002072079","01",0,0,7e+07,0,0,0
"002082081","01",16600000,0,0,0,0,0
"002102091","01",0,0,0,0,0,50000
"002102092","01",0,0,0,0,0,50000
"002102094","01",0,0,0,0,0,1e+05
"002102095","02",0,0,0,0,0,3500000
"002142097","01",10400000,2400000,0,0,0,0
"002182119","01",0,0,0,0,0,50000
"002072066","01",0,850000,0,960000,0,0
"002102090","01",0,0,0,0,0,1e+05
"002072070","01",0,0,0,0,0,2e+05
"002052054","01",0,0,0,0,0,1e+05
"002052051","01",0,0,0,0,0,1500000
"002072064","01",14220000,0,0,0,0,1e+06
"002062059","01",0,0,0,0,0,1e+05
"002062060","01",0,0,0,0,0,10000
"002062060","06",0,0,0,1300000,0,0
"002022031","01",0,0,0,0,0,1e+05
"002042036","01",0,0,0,0,0,20000
"002022030","01",11200000,0,0,0,0,0
"002022030","02",18800000,0,0,0,0,0
"002022034","01",0,0,0,0,0,50000
"002042038","01",0,0,0,0,0,40200000
"002052050","01",0,0,0,0,0,50000
"002052052","01",24059800,4200000,0,0,0,0
"002072065","01",9600000,0,47500000,0,0,120000
"002072067","01",0,0,0,1200000,0,5e+05
"002072068","01",0,0,0,0,0,5e+05
"002022026","01",13300000,0,0,0,0,0
"002052049","01",0,0,6e+07,0,0,1250000
"002022027","01",0,0,0,0,0,50000
"002022028","01",0,0,0,0,0,70000
"002022028","07",0,0,0,960000,0,0
"002022029","01",0,0,0,0,0,1e+05
"002062056","01",0,0,0,2600000,0,50000
"002042042","01",11680000,0,0,0,0,0
"002012004","01",0,0,0,0,0,50000
"002042037","01",0,0,0,0,0,1e+05
"002042039","01",0,0,0,0,0,50000
"002042040","01",0,0,0,0,0,60000
"002012002","01",0,0,0,0,0,35000
"002042041","01",1.6e+07,0,0,0,0,1e+05
"002012005","01",0,0,0,0,0,40000
"002012009","01",0,0,0,0,0,3e+06
"002012012","01",14440000,0,0,0,0,5e+06
"002012015","01",4200000,0,0,0,0,50000
"002022017","01",0,0,0,0,0,1e+05
"002182118","01",0,0,0,0,0,50000
"002202128","01",0,0,0,0,0,1e+05
"002202128","04",0,0,0,1560000,175000,250000
"002012001","01",0,0,0,0,0,40000
"002012003","01",0,0,0,0,0,1e+05
"002042043","01",0,0,0,0,0,30000
"002042044","01",0,0,0,0,0,1e+05
"002152104","01",0,0,0,0,0,150000
"002162107","01",0,0,0,0,0,2e+06
"002182120","01",1.3e+07,0,0,0,0,0
"002192124","01",0,0,0,0,0,1e+05
"002012011","01",0,0,0,0,0,1e+05
"002012008","01",0,0,0,960000,0,0
"002012013","01",17800000,0,0,0,0,0
"002012014","01",0,0,0,1200000,0,2e+06
"002022018","01",0,0,0,0,0,40000
"002022020","01",9360000,0,0,0,0,0
"002022024","01",0,0,0,0,0,50000
"002152103","01",0,1e+07,0,0,0,250000
"002162112","01",0,0,0,0,0,2e+06
"002162115","01",0,0,0,0,0,1e+05
"002012006","01",0,0,0,0,0,70000
"002052046","01",0,0,0,0,0,4550000
"002162109","01",0,0,0,0,0,250000
"002022016","01",0,0,0,0,0,70000
"002022019","01",10150000,0,0,0,0,0
