"Address","MahMorajeh","ShoghlSarparast","NoeKhn","Takmil","TakmilDescA","TakmilDescB","TakmilDescC","Jaygozin","JaygozinDescA","JaygozinDescB","JaygozinDescC","BlkAbdJaygozin","RadifJaygozin","fStat","fEnt","fvfy","user1","user2","user3","user4","Tekrari","Bakhsh","ShrDeh","Hozeh","BlkAbd","AbdName"
10009007724,"03","نگهبان",1,2,NA,1,NA,1,NA,NA,NA,"000006",21,5,78,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
10009007730,"03","فروش لوازم برقي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,262,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
10009007729,"03","کارگر ساختمان",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,207,1,"Admin",NA,"Admin",NA,1,NA,NA,NA,NA,NA
10009007732,"03","نقاش ساختمان",1,2,NA,1,NA,1,NA,NA,NA,"000009",33,5,67,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
10004004135,"03","سوپر مارکت",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,313,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
10004004124,"03","زارع",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,223,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
10004004123,"03","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,255,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
10004004132,"03","کارگگر توليد لوله",1,2,NA,1,NA,1,NA,NA,NA,"000007",34,4,213,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
10001001720,"03","دوره گرد",1,2,NA,1,NA,1,NA,NA,NA,"000002",22,5,248,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
10009007735,"03","كارگر معدن",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,54,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
10001001735,"03","از كار افتاده",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,61,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
10001001719,"03","مسافر كش",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,85,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
10001000532,"03","درامد بدون کار",1,2,NA,1,NA,1,NA,NA,NA,"000010",36,5,216,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
10004004126,"03","رئيس بانك",1,2,NA,1,NA,1,NA,NA,NA,"000006",30,5,271,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
10006006535,"03","بسته بند دارو",1,2,NA,1,NA,1,NA,NA,NA,"000004",33,5,237,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
10006006529,"03","خانه دار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,40,0,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
10006006524,"03","باغبان شهرداري",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,190,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
10006006532,"03","بازنشسته",1,2,NA,1,NA,1,NA,NA,NA,"000004",31,5,350,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
10006006530,"03","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,226,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
10003003335,"04","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,44,0,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
10003003320,"04","درامد بدون کار",1,2,NA,1,NA,1,NA,NA,NA,"000015",21,4,181,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
10007006927,"04","راننده",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,263,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
10003003319,"04","کارمند اداري",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,320,1,"Admin",NA,"Admin",NA,NA,NA,NA,NA,NA,NA
10006006520,"03","خريد فروش ضايعات",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,191,1,"Admin",NA,"Admin","Admin",NA,NA,NA,NA,NA,NA
