"Address","DYCOL01","DYCOL02","DYCOL03","DYCOL04","DYCOL05","DYCOL06"
20001010525,"023111",1,NA,NA,NA,"0002000000"
20004014332,"022111",1,NA,"00600","0000001500","0000900000"
20004014325,"022111",1,NA,"01240","0000000550","0000682000"
20004014329,"022111",1,NA,"00600","0000000500","0000300000"
20011020827,"022113",1,NA,"00500","0000000900","0000450000"
20006015826,"022111",1,NA,"01240","0000001500","0001860000"
20006015832,"022113",1,NA,"01240","0000002250","0002790000"
20001011022,"022111",1,NA,"01500","0000000650","0000975000"
20003013030,"022113",1,NA,"00600","0000001000","0000600000"
20003013032,"022111",1,NA,"00600","0000000750","0000450000"
20012022920,"022113",1,NA,"00040","0000000750","0000030000"
20012022525,"022111",1,NA,"00093","0000001000","0000093000"
20001010132,"022111",1,NA,"00200","0000000800","0000160000"
20007017432,"022111",1,NA,"00600","0000000850","0000510000"
20011021221,"022111",1,NA,"00600","0000001500","0000900000"
20007017419,"022113",1,NA,"00500","0000000900","0000450000"
20010019919,"022111",1,NA,"00600","0000001000","0000600000"
20012022529,"022111",1,NA,"00160","0000000500","0000080000"
20005015334,"022111",1,NA,"00600","0000001500","0000900000"
20001010120,"022111",1,NA,"00150","0000000750","0000112500"
20007018720,"022111",1,NA,"00833","0000000900","0000750000"
20004013425,"022111",1,NA,"00600","0000001000","0000600000"
20001011032,"022111",7,NA,"01000","0000000700","0000700000"
20001011032,"023111",1,NA,NA,NA,"0001000000"
20004013832,"022111",1,NA,"00300","0000001000","0000300000"
20006016629,"022111",1,NA,"00600","0000001000","0000600000"
20012022129,"022111",1,NA,"00300","0000000500","0000150000"
20012022125,"022113",1,NA,"00600","0000000800","0000480000"
20013023332,"022111",1,NA,"00600","0000000500","0000300000"
20012022132,"022111",1,NA,"00300","0000001000","0000300000"
20004013825,"022111",1,NA,"00093","0000001500","0000139500"
20004014734,"022113",1,NA,"01000","0000000900","0000900000"
20004014734,"023111",1,NA,NA,NA,"0000600000"
20006015534,"022111",1,NA,"01200","0000000750","0000900000"
20007017425,"022111",1,NA,"00600","0000001250","0000750000"
20003012627,"022111",1,NA,"00600","0000000500","0000300000"
20011020829,"022111",1,NA,"00217","0000000500","0000108500"
20004013820,"022113",1,NA,"00410","0000000900","0000369000"
20009019128,"022111",1,NA,"00300","0000001600","0000480000"
20013024129,"022111",1,NA,"00300","0000000500","0000150000"
20011020832,"022113",1,NA,"00660","0000000900","0000594000"
20006017034,"022113",1,NA,"01000","0000000900","0000900000"
20010019932,"022113",1,NA,"01200","0000000900","0001080000"
20010019932,"023111",1,NA,NA,NA,"0000600000"
20004014334,"022113",1,NA,"00710","0000000900","0000648000"
20001011422,"022111",1,NA,"00300","0000000500","0000150000"
20001010520,"022111",1,NA,"01067","0000000750","0000800000"
20001010520,"023111",1,NA,NA,NA,"0002700000"
20010019934,"022113",1,NA,"01000","0000000900","0000900000"
20006016627,"022111",1,NA,"00600","0000001000","0000600000"
20003013029,"022111",1,NA,"00600","0000000750","0000450000"
20001010825,"022113",1,NA,"01023","0000001100","0001125000"
20001010820,"022111",1,NA,"00438","0000000800","0000350000"
20001010830,"022113",1,NA,"01000","0000000750","0000750000"
20001010834,"022111",1,NA,"00100","0000000650","0000065000"
20001010832,"022111",7,NA,"00600","0000000650","0000390000"
20004014729,"022113",1,NA,"01000","0000000900","0000900000"
20004014729,"023111",1,NA,NA,NA,"0001500000"
20012021720,"022111",1,NA,"00050","0000000600","0000030000"
20001011425,"022111",1,NA,"00600","0000000500","0000300000"
20006015825,"022111",1,NA,"00600","0000000750","0000450000"
20107038734,"022111",1,NA,"00620","0000001250","0000775000"
20109039934,"023111",1,NA,NA,NA,"0000500000"
20101033934,"022113",1,NA,"01200","0000002000","0002400000"
20108039125,"022111",1,NA,"00620","0000001100","0000682000"
20111041620,"022111",1,NA,"00620","0000000750","0000465000"
20108039123,"022111",1,NA,"00600","0000001000","0000600000"
20102034334,"022113",1,NA,"00080","0000002250","0000180000"
20105036732,"022113",1,NA,"00600","0000001250","0000750000"
20112042420,"022111",1,NA,"00600","0000001250","0000750000"
20105036723,"022111",1,NA,"00080","0000001750","0000140000"
20101033929,"022113",7,NA,"00240","0000001500","0000360000"
20108039534,"022113",1,NA,"00600","0000001500","0000900000"
20110040625,"022111",1,NA,"00200","0000001000","0000200000"
20111041626,"022111",1,NA,"00300","0000000500","0000150000"
20111041632,"022111",1,NA,"00600","0000000750","0000450000"
20108039522,"022111",1,NA,"01240","0000001250","0001550000"
20109040330,"022111",1,NA,"00600","0000000500","0000300000"
20104035529,"022113",1,NA,"00600","0000001250","0000750000"
20103035128,"022111",1,NA,"00450","0000002000","0000900000"
20101033924,"022111",1,NA,"01200","0000000750","0000900000"
20106037932,"022111",1,NA,"00080","0000000750","0000060000"
20110040820,"022111",1,NA,"00620","0000001250","0000775000"
20110040832,"022113",1,NA,"00600","0000001750","0001050000"
20111042023,"022111",1,NA,"00080","0000002250","0000180000"
20111042027,"022111",1,NA,"00600","0000001500","0000900000"
20113042829,"022111",1,NA,"00300","0000001250","0000375000"
20113042834,"022111",1,NA,"00300","0000001250","0000375000"
20105037132,"022111",1,NA,"00600","0000000750","0000450000"
20109039925,"022111",1,NA,"00600","0000000750","0000450000"
20111041634,"022111",1,NA,"00620","0000000750","0000465000"
20116044525,"022111",1,NA,"00600","0000000500","0000300000"
20102034720,"022111",1,NA,"00120","0000001750","0000210000"
20110040823,"022111",1,NA,"00620","0000001250","0000775000"
20116044534,"022111",1,NA,"00300","0000000600","0000180000"
20116044532,"022111",1,NA,"00160","0000000750","0000120000"
20104035920,"022111",1,NA,"00300","0000001000","0000300000"
20105037122,"022111",1,NA,"00600","0000001000","0000600000"
20104035532,"022111",1,NA,"00620","0000001500","0000930000"
20105036334,"022115",1,NA,NA,NA,"0000030000"
20107038732,"022113",1,NA,"00600","0000001250","0000750000"
20218061932,"022111",1,NA,"00160","0000000750","0000120000"
20205057520,"022113",1,NA,"00600","0000001000","0000600000"
20224064725,"022111",1,NA,"00600","0000000750","0000450000"
20207058734,"022111",1,NA,"00600","0000000750","0000450000"
20207058729,"022113",1,NA,"00240","0000001250","0000300000"
20207058732,"022111",1,NA,"00600","0000000750","0000450000"
20210059525,"022111",1,NA,"00900","0000001500","0001350000"
20207058334,"022113",1,NA,"00600","0000000750","0000450000"
20208059132,"022113",1,NA,"00600","0000001250","0000750000"
20210059920,"022111",1,NA,"00310","0000000750","0000232500"
20202055532,"022113",1,NA,"00600","0000001750","0001050000"
20202055534,"022113",1,NA,"00120","0000002000","0000240000"
20221063929,"022113",1,NA,"00310","0000000750","0000232500"
20221063932,"023111",1,NA,NA,NA,"0001000000"
20214060323,"022113",1,NA,"00400","0000001250","0000500000"
20214060324,"022111",1,NA,"00800","0000000750","0000600000"
20207058720,"022111",1,NA,"00600","0000000600","0000360000"
20225065132,"022113",1,NA,"00200","0000002000","0000400000"
20202055520,"022111",1,NA,"00620","0000000750","0000465000"
20201054734,"022113",1,NA,"00600","0000001500","0000900000"
20207058323,"022115",1,NA,NA,NA,"0000200000"
20219062732,"022111",1,NA,"00300","0000000600","0000180000"
20204056725,"022111",1,NA,"00400","0000000700","0000280000"
20202055925,"022113",1,NA,"00300","0000001500","0000450000"
20208059129,"022113",1,NA,"00600","0000001250","0000750000"
20208059129,"023111",1,NA,NA,NA,"0005000000"
20207058329,"022113",1,NA,"00060","0000000750","0000045000"
20303076934,"022113",1,NA,"01240","0000000750","0000930000"
20303076923,"022113",1,NA,"01240","0000001500","0001860000"
20316082920,"022113",1,NA,"00620","0000001000","0000620000"
20316082923,"022113",1,NA,"00600","0000000600","0000360000"
20320083720,"022113",1,NA,"00300","0000001250","0000375000"
20323085125,"022113",1,NA,"01240","0000001250","0001550000"
20311080123,"022113",1,NA,"00600","0000002250","0001350000"
20311080120,"022113",1,NA,"00124","0000000750","0000093000"
20322084919,"022111",1,NA,"00310","0000000750","0000232500"
20322084923,"022113",1,NA,"00620","0000001250","0000775000"
20322084932,"022113",1,NA,"00209","0000001250","0000261250"
20303076529,"022113",1,NA,"00620","0000001500","0000930000"
20303076923,"023111",1,NA,NA,NA,"0000400000"
20302075734,"022113",1,NA,"00620","0000001250","0000775000"
20321084123,"022113",1,NA,"00310","0000000500","0000155000"
20305077332,"022113",1,NA,"00310","0000001000","0000310000"
20305077329,"022113",1,NA,"00600","0000001250","0000750000"
20319083329,"022113",1,NA,"00150","0000000750","0000112500"
20319083320,"022113",1,NA,"00600","0000000750","0000450000"
20305077325,"022113",1,NA,"01240","0000001250","0001550000"
20310079732,"022113",1,NA,"00025","0000002500","0000062500"
20310079734,"022115",1,NA,NA,NA,"0000045000"
20314081723,"022111",1,NA,"00620","0000001000","0000620000"
20314081734,"022111",1,NA,"00310","0000000600","0000186000"
20319083334,"022113",1,NA,"00600","0000001250","0000750000"
20310079725,"022113",1,NA,"00600","0000000600","0000360000"
20306077723,"022113",1,NA,"00600","0000001000","0000600000"
20325086422,"022111",1,NA,"00310","0000000750","0000232500"
20325086434,"022111",1,NA,"00310","0000000500","0000155000"
20325086432,"022111",1,NA,"00620","0000000650","0000403000"
20315082532,"022113",1,NA,"00600","0000000500","0000300000"
20320083723,"022113",1,NA,"00400","0000001000","0000400000"
20325086423,"022111",1,NA,"00620","0000000500","0000310000"
20325086034,"022113",1,NA,"00005","0000000600","0000003000"
20322084620,"022111",1,NA,"00620","0000000750","0000465000"
20322084632,"022111",1,NA,"00620","0000000750","0000465000"
20307078523,"022111",1,NA,"00620","0000000500","0000310000"
20312080532,"022111",1,NA,"00600","0000000600","0000360000"
20312080523,"022111",1,NA,"00600","0000000550","0000330000"
20303076524,"022113",1,NA,"00300","0000000750","0000225000"
20303076534,"022113",1,NA,"00300","0000000750","0000225000"
20314082125,"022113",1,NA,"00600","0000000600","0000360000"
20325086022,"022113",1,NA,"00200","0000000600","0000120000"
20325086023,"022113",1,NA,"01200","0000000750","0000900000"
20325086028,"022113",1,NA,"00200","0000000600","0000120000"
20303076123,"022111",1,NA,"01240","0000000750","0000930000"
20303076129,"022113",1,NA,"00620","0000001250","0000775000"
20303076925,"022113",1,NA,"00300","0000000750","0000225000"
20307078532,"022111",1,NA,"00620","0000000500","0000310000"
20307078932,"022113",1,NA,"00470","0000000750","0000352500"
20311080125,"022113",1,NA,"01860","0000001000","0001860000"
20315082519,"022111",1,NA,"01240","0000000400","0000496000"
20315082520,"022113",1,NA,"01200","0000000500","0000600000"
20320083729,"022111",1,NA,"00800","0000000500","0000400000"
20322084929,"022111",1,NA,"00155","0000000650","0000100750"
20325086430,"022111",1,NA,"01240","0000000500","0000620000"
20325086025,"022113",1,NA,"00300","0000001000","0000300000"
20325086425,"022113",1,NA,"00186","0000001350","0000251100"
20417108332,"022113",1,NA,"00200","0000001000","0000200000"
